,PP1405.DCE,PP1406.DCE,PP1407.DCE,PP1408.DCE,PP1409.DCE,PP1410.DCE,PP1411.DCE,PP1412.DCE,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE
2015-04-23,,,,,,,,,,,,,9205.0,9007.0,,,8620.0,8640.0,,,8338.0,,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,,9350.0,9072.0,,,8745.0,8772.0,,8741.0,8395.0,,8471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,,,,,,,,,9388.0,9087.0,,,8705.0,8778.0,,8772.0,8397.0,,8588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,,,,,,,,,9725.0,9522.0,9579.0,9235.0,8886.0,8873.0,8828.0,8880.0,8560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,,,,,,,,,9736.0,9589.0,9590.0,9234.0,8902.0,8831.0,,,8570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,9699.0,9484.0,9549.0,,8926.0,8909.0,,,8554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,,,,,,,,,9400.0,9704.0,9551.0,9386.0,8943.0,,,,8574.0,,8586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,,,,,,,,,,9600.0,9760.0,,,8920.0,,,8772.0,8575.0,8496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,,,,,,,,,9600.0,9669.0,9550.0,9467.0,9000.0,,,,8620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,,,,,,,,,9500.0,9589.0,9495.0,9296.0,8800.0,,,,8488.0,,8420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,,,,,,,,,9450.0,9236.0,9489.0,,8662.0,8648.0,,,8300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,,,,,,,,,9400.0,9280.0,9355.0,9085.0,8698.0,,,,8292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,,,,,,,,,9360.0,9148.0,9081.0,,8538.0,,,,8235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,,,,,,,,,9000.0,,,,8484.0,,8301.0,,8182.0,,8161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,,,,,,,,,9100.0,9124.0,8981.0,,8376.0,,8302.0,,8088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,,,,,,,,,8850.0,,,,8430.0,,,,8140.0,,,8385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,,,,,,,,,9083.0,9005.0,8881.0,8490.0,,,,8190.0,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,,,,,,,,,,,8999.0,,,8370.0,8554.0,,,8060.0,,,,7872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,,,,,,,,,8651.0,8929.0,8782.0,8150.0,8325.0,,,7808.0,,,,7735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,,,,,,,,,9315.0,,,8298.0,8315.0,,,8000.0,,,,7850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,,,,,,,,,9550.0,8924.0,,8482.0,8323.0,,,8160.0,,,,7942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,,,,,,,,,8852.0,8928.0,8879.0,8375.0,,,,8050.0,,,,7881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,,,,,,,,,,,9000.0,,,8485.0,8450.0,,,8130.0,8160.0,,,7900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,,,,,,,,,,9106.0,,8295.0,,,8187.0,8025.0,,,,7790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,,,,,,,,,9299.0,9160.0,,8367.0,,,,8035.0,,,,7830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,,,,,,,,,8970.0,9200.0,,8320.0,,,,7996.0,,,,7808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,,8750.0,8964.0,,8436.0,,,,8053.0,,,,7900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,,,,,,,,,,,,,,8320.0,,,,8018.0,,,,7793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,,,,,,,,,,8889.0,8901.0,8400.0,,,,8070.0,,,,7881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,,,,,,,,,,8788.0,,8368.0,8503.0,,,8049.0,,,,7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,,,,,,,,,,8900.0,,8423.0,8470.0,,,8090.0,,,,7857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,,,,,,,,,,8920.0,8884.0,8500.0,,,,8166.0,,,,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,,,,,,,,,,,,,8851.0,8385.0,8393.0,,,8100.0,8098.0,,,7884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,,,,,,,,,,,,8450.0,,8466.0,,8136.0,,8119.0,,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,,,,,,,,,,,9099.0,8550.0,,,,8216.0,,8338.0,,8032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,,,,,,,,,,8981.0,8612.0,8623.0,,,8255.0,,8274.0,,8099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,,,,,,,,,,,,,,8576.0,,,,8216.0,,8175.0,,8020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,,,,,,,,,,,,,9025.0,8649.0,8746.0,,,8302.0,8370.0,8351.0,,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,,,,,,,,,,8943.0,9449.0,8571.0,8519.0,8393.0,,8220.0,,8213.0,,8018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,,,,,,,,,,8568.0,8884.0,8440.0,8390.0,,,8128.0,,8177.0,,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,,,,,,,,,,,8949.0,8493.0,8584.0,,,8164.0,,,,7968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,,,,,,,,,,,,,8880.0,8838.0,8510.0,,,,8140.0,,,,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,,,,,,,,,,,,,8771.0,8615.0,,,,8211.0,,,,8037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,,,,,,,,,,,,8680.0,,8599.0,8657.0,,,8245.0,,,,8021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,,,,,,,,,8601.0,8900.0,8610.0,,,,8248.0,,,,8048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,,,,,,,,,,,,8601.0,,8699.0,8627.0,,,8371.0,,,,8088.0,7829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,,,,,,8838.0,8755.0,8588.0,8246.0,8514.0,,8230.0,,,,8026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,,,,,,,,,9225.0,8881.0,8628.0,8575.0,8616.0,,8262.0,,,,8046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,,,,,,,,,,,,,,8553.0,8667.0,8515.0,,8206.0,8218.0,,,7960.0,7840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,,,,,,,,,,,,8643.0,,,,8276.0,8279.0,,,8040.0,8021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,,,,,,,,,,,,,8600.0,8569.0,8453.0,8400.0,,8200.0,8013.0,,,7974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,,,,,,,,,,,,,,,8270.0,8413.0,,,7921.0,,,,7780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,,,,,,,,,,,,,,8400.0,7933.0,,8044.0,,7588.0,7608.0,,,7594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,,,,,,,,,,,,,9225.0,8512.0,8061.0,,8297.0,8114.0,7650.0,7912.0,,,7440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,,,,,,,,,,,,,8791.0,8379.0,,,8388.0,7993.0,,,,7800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,,,,,,,,,,,,7979.0,,8300.0,8290.0,8155.0,,7965.0,,7897.0,,7783.0,7510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,,,,,,,,,,,,,,,8280.0,,,,7871.0,,,,7705.0,7549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,,,,,,,,,,,,,8250.0,8300.0,,,,7922.0,,,,7683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,,,,,,,,,,,,,,8171.0,8213.0,8015.0,,7830.0,,7732.0,,7625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,,,,,,,,,,,8196.0,8098.0,8113.0,8172.0,,7710.0,,,,7523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,,,,,,,,,,,,,8320.0,8101.0,,,,7774.0,,,,7560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,,,,,,,,,,,,,,8150.0,,,,7800.0,,,,7636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,,,,,,,,,,,,,,8125.0,,,,7780.0,,,,7563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,,,,,,,,,,,,,,8200.0,,,,7850.0,,,,7611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,,,,,,,,,,,7952.0,8185.0,,,,7800.0,,,,7586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,,,,,,,,,,,7636.0,8011.0,,7777.0,8022.0,7720.0,,7460.0,,7461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,,,,,,,,,,,,,7693.0,7720.0,,7785.0,,7413.0,,,,7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,,,,,,,,,,,,,,7958.0,,,,7700.0,,7443.0,,7430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,,,,,,,,,,,7850.0,8006.0,,,7894.0,7694.0,,7580.0,,7450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,,,,,,,,,7859.0,7888.0,,,,7535.0,,,,7360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,,,,,,,,,,,,,,7815.0,,7759.0,7784.0,7500.0,,7261.0,7460.0,7310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,,,,,,,,,,,,,,7695.0,,,7784.0,7330.0,,7191.0,,7150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,,,,,,,,,,,,,,7856.0,,,7784.0,7533.0,,7408.0,,7350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,,,,,,,,,,,,,,7915.0,,,,7499.0,,7361.0,7450.0,7298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,,,,,,,,,,,,8000.0,7994.0,,,7480.0,,7302.0,,7220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,,,,,,,,,,,,8099.0,,8000.0,,7580.0,,7413.0,,7290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,,,,,,,,,,,,,,8230.0,8396.0,,8374.0,7750.0,,,,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,,,,,,,,,,,,,,8300.0,,,,7870.0,,7604.0,,7580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,,,,,,,,,,,,,,8500.0,,7974.0,,7910.0,,,,7648.0,7425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,,,,,,,,,,,,8376.0,,,,7831.0,,7732.0,,7580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,,,,,,,,,,,,,,8338.0,8370.0,,,7900.0,,7513.0,,7590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,,,,,,,,,,,,,,8279.0,8212.0,8082.0,,7735.0,,7295.0,,7440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,,,,,,,,,,,,,,8260.0,,,,7660.0,7692.0,7512.0,,7370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,,,,,,,,,,,,,,8238.0,,,,7619.0,7596.0,7293.0,,7311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,,,,,,,,,,,,8263.0,,,,7683.0,,,,7329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,,,,,,,,,,,,,8228.0,,,,7500.0,7372.0,7068.0,,7269.0,,7187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,,,,,,,,,,,,,7911.0,,,,7248.0,7184.0,,,7050.0,,7108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,,,,,,,,,,,,,8016.0,,,7724.0,7440.0,,,,7120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,,,,,,,,,,,,,7924.0,7735.0,,,7400.0,,,,7091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,,,,,,,,,,,,8000.0,,,,7710.0,7620.0,,,7428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,,,,,,,,,8000.0,,,,7655.0,7642.0,,,7368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,,,,,7976.0,7778.0,,,7720.0,,,,7336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,,,,,,,,,,,,,7961.0,,,7627.0,7551.0,,,,7302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,,,,,,,,,,,,7900.0,,,,7660.0,,,,7328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,,,,,,,,,,7900.0,,,7660.0,7605.0,,7373.0,,7358.0,7333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,,,,,,,,,,,,7800.0,,,7594.0,7680.0,,7409.0,,7400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,,,,,,,,,,,,7700.0,,,,7557.0,7542.0,,,7300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,,,,,,,,,,,7750.0,,7927.0,,7644.0,,7564.0,,7362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,,,,,,,,,,,,7650.0,7552.0,,7469.0,7598.0,7615.0,,,7320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,,,,,,,,,,,,7560.0,,,,7505.0,,,,7262.0,6984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,,,,,,,,,,,,7410.0,,,,7490.0,7476.0,,,7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,,,,,,,,,,,,,,7300.0,7500.0,7454.0,,,7290.0,,,,7138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,,,,,,,,,,,7660.0,7367.0,7285.0,,,7150.0,7166.0,,,6980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,,,,,,,,,,,,,,,,7301.0,7225.0,,7310.0,7100.0,,,,6930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,,,,,,,,,,7429.0,,,,7203.0,,,,7027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,,,,,,,,,,,,,7513.0,,,7375.0,7301.0,,7150.0,7162.0,,,,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,,,,,,,,,7514.0,,7228.0,7300.0,,,,7143.0,,,,6948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,,,,,,,,,,7337.0,,,7047.0,7129.0,,,,6978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,,,,,,,,,,,,,7529.0,,,7205.0,7222.0,,,7001.0,,,,6871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,,,,,,,,,,,,,7528.0,,,7158.0,,,,6950.0,,,,6770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,,,,,,,7550.0,7252.0,,7055.0,,,,6860.0,,,,6706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,,,,,,,,,,,,,7580.0,,,7210.0,,,7014.0,7020.0,,,,6880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,,,,,,,,,,7225.0,,,,7010.0,,7149.0,,6893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,,,,,,,,,7180.0,,,7397.0,,,,7170.0,,,,7020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,,,,,,,,,7300.0,7393.0,,,7080.0,,,,6916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,,,,,,,,,7463.0,7260.0,,,7065.0,7016.0,,,,6881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,,,,,,,7380.0,,,7237.0,7209.0,,,7025.0,7054.0,,,6852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,,,,,,,,,7237.0,,,,7024.0,,,,6840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,,,,,,,,,7152.0,,,,6925.0,6922.0,,,6778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,,,,,,,,,7167.0,7080.0,,,,6843.0,,,,6742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,,,,,,,,,7107.0,7120.0,7073.0,,6945.0,6895.0,,,,6770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,,,,,,,,7017.0,7388.0,7110.0,6974.0,,,6900.0,,,,6758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,,,,,,,,,7250.0,7439.0,7146.0,7156.0,,,6930.0,,,,6796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,,,,,,,,7050.0,7142.0,7059.0,,,,6855.0,,,,6752.0,6809.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,,,,,,,,6808.0,,6965.0,6951.0,,,6770.0,,,,6670.0,6489.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,,,,,,,,,,6988.0,,,6956.0,6765.0,,,,6668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,,,,,,,7200.0,,7036.0,7011.0,6946.0,,6870.0,6841.0,,,6752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,,,,,,,,6913.0,,6935.0,,,,6776.0,,,,6670.0,6615.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,,,,,,,,,6900.0,6852.0,,,,6703.0,,,,6646.0,6680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,,,,,,,,,7060.0,6855.0,6845.0,,,6721.0,,6809.0,,6675.0,6733.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,,,,,,,,,,6810.0,6890.0,,,6666.0,,6775.0,,6702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,,,,,,,,,6990.0,6750.0,6656.0,,,6655.0,,,,6678.0,6739.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,,,,,,,,,6627.0,,,,6500.0,,,,6560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,,,,,,,,7096.0,6999.0,6620.0,6686.0,,,6470.0,,,,6521.0,6488.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,,,,,,,,6711.0,6610.0,6687.0,6522.0,6563.0,6498.0,,,,6503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,,,,,,,,6876.0,6530.0,,,6498.0,6320.0,,,,6346.0,6268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,,,,,,,,,6490.0,6608.0,,6353.0,6250.0,,6249.0,,6232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,,,,,,,,,6447.0,6507.0,,,6220.0,6171.0,,,6155.0,6098.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,,,,,,,,6460.0,6291.0,6380.0,,,6110.0,,,,6060.0,,6224.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,,,,,,,,6242.0,6204.0,6100.0,,,6010.0,,,,5958.0,5882.0,5881.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,,,,,,,,6219.0,6158.0,6169.0,,,5980.0,,,,5950.0,5840.0,5881.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,,,,,,,,,6200.0,6180.0,6280.0,,,5892.0,5905.0,,,6089.0,,5840.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,,,,,,,,,6150.0,6177.0,6299.0,,,5845.0,,,,5806.0,5850.0,5607.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,,,,,,,,,,5915.0,5947.0,,5520.0,5639.0,,,,5535.0,,5384.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,,,,,,,,,,5751.0,5862.0,5855.0,,5348.0,,,,5318.0,5315.0,5419.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,,,,,,,,,6030.0,5985.0,5922.0,,5620.0,,,,5520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,,,,,,,,,6042.0,6134.0,,5773.0,5520.0,5605.0,,,5450.0,,5651.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,,,,,,,,,6288.0,6255.0,6288.0,,5873.0,5740.0,5678.0,5704.0,,5645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,6252.0,,,5735.0,5690.0,5709.0,5664.0,,5560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,6312.0,6288.0,6255.0,,5650.0,5903.0,5655.0,,5428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,,,,,,,,,6510.0,,,,5830.0,5906.0,,,5630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,,,,,,,,,6420.0,6500.0,,,5680.0,,5523.0,,5505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,,,,,,,,,6510.0,6353.0,6501.0,5995.0,5820.0,,,,5635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,,,,,,,,,6425.0,6400.0,6120.0,,5627.0,5640.0,,,5443.0,5575.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,,,,,,,,,6400.0,6240.0,,5573.0,5584.0,5611.0,,,5350.0,5335.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,,,,,,,,,6250.0,6386.0,,,5424.0,5406.0,,5197.0,5250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,6122.0,6200.0,,,5420.0,,,,5235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,,,,,,,,,6052.0,6149.0,,5643.0,5446.0,5514.0,,,5250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,,,,,,,,,5950.0,,,5573.0,5420.0,5384.0,,,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
