,PP1405.DCE,PP1406.DCE,PP1407.DCE,PP1408.DCE,PP1409.DCE,PP1410.DCE,PP1411.DCE,PP1412.DCE,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8011.0,,,,7208.0,7024.0,,7128.0,6929.0,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,8550.0,8055.0,,,,7130.0,6924.0,7150.0,7018.0,6850.0,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,8352.0,7999.0,8142.0,,7479.0,7102.0,7268.0,7402.0,6880.0,6838.0,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8308.0,8108.0,,,7391.0,7146.0,7160.0,,7038.0,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8266.0,8182.0,,,7380.0,7298.0,,,7050.0,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230.0,8119.0,,,7424.0,,,,7136.0,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300.0,8214.0,,,7480.0,7306.0,,,7130.0,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8330.0,8085.0,,,7579.0,,,,7258.0,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8315.0,8128.0,,7678.0,7555.0,,,7393.0,7220.0,7323.0,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.0,,,,7640.0,,,,7322.0,7285.0,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8483.0,,,7558.0,7585.0,,,,7317.0,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8480.0,8011.0,,7711.0,7590.0,7329.0,,,7221.0,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8220.0,8017.0,,,7340.0,,,,7054.0,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8280.0,,,,7430.0,,,,7100.0,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230.0,,7977.0,7614.0,7397.0,7362.0,,,7086.0,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.0,8057.0,7950.0,7597.0,7520.0,,,,7249.0,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8288.0,7908.0,7927.0,,7468.0,,,,7158.0,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8223.0,7908.0,7890.0,7630.0,7340.0,,,,7050.0,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300.0,,7943.0,7637.0,7539.0,,,,7211.0,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8298.0,,,,7575.0,,,,7266.0,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8276.0,,,,7468.0,,,,7150.0,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8335.0,8037.0,,,7622.0,7446.0,,,7250.0,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8301.0,,,7709.0,7492.0,7292.0,,,7162.0,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300.0,7812.0,,,7497.0,,,,7168.0,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8310.0,8085.0,,7385.0,7401.0,7138.0,,,7101.0,7001.0,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8340.0,,7733.0,,7252.0,7290.0,,,6951.0,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8354.0,7766.0,,7306.0,7269.0,,,,6942.0,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365.0,7785.0,7521.0,7337.0,7272.0,7097.0,,,6916.0,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8380.0,,7630.0,7385.0,7250.0,7046.0,,,6912.0,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8399.0,,,,7198.0,,,,6869.0,6868.0,6775.0,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8316.0,7971.0,,,7158.0,7258.0,,,6820.0,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.0,,,,7321.0,7227.0,,,6958.0,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8381.0,,,7409.0,7315.0,7309.0,,,7000.0,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8410.0,,,,7300.0,7045.0,,,6993.0,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300.0,,7555.0,,7188.0,7046.0,,,6812.0,,,6784.0,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450.0,7659.0,,,7138.0,,,,6803.0,,,6883.0,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8479.0,7484.0,,,7066.0,,,,6734.0,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7567.0,7672.0,,7100.0,6985.0,,,6785.0,,,6801.0,6620.0,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7198.0,7593.0,,7103.0,,,,6798.0,,6717.0,,6633.0,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7828.0,,,7170.0,,,,6846.0,,,,6639.0,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7190.0,,,,6890.0,,,,6676.0,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7119.0,,,,6836.0,,,6823.0,6629.0,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7801.0,,7129.0,7100.0,6880.0,,,6780.0,,,,6617.0,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7728.0,7593.0,7190.0,7109.0,,,,6800.0,,,,6600.0,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7979.0,,,7171.0,,,,6852.0,,,,6640.0,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980.0,,7370.0,7252.0,7197.0,,,6929.0,,,,6660.0,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7980.0,,7334.0,7320.0,,,,6980.0,,,6828.0,6743.0,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7444.0,7288.0,,,7050.0,,,7000.0,6810.0,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7670.0,7468.0,7444.0,,7200.0,7355.0,,7128.0,6951.0,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7633.0,7415.0,,,7241.0,,,,6955.0,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7666.0,7694.0,,,,7252.0,,,7077.0,6986.0,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024.0,,,7534.0,7457.0,,,7198.0,,,,6916.0,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7530.0,7371.0,,,7200.0,,,,6882.0,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7594.0,,,,7220.0,,,,6938.0,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7970.0,7852.0,7835.0,,,,7499.0,,,,7175.0,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7901.0,7618.0,,,7530.0,7538.0,,,7200.0,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7765.0,7559.0,,,7438.0,7445.0,,,7145.0,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8070.0,,7893.0,7759.0,,,7490.0,7568.0,,,7196.0,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365.0,8020.0,8075.0,,,7631.0,7800.0,,,7299.0,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8185.0,7851.0,,,7750.0,,,,7450.0,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8470.0,,8182.0,,,,7780.0,,,,7461.0,7629.0,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8470.0,8423.0,8099.0,,8206.0,,7725.0,,,,7402.0,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8793.0,8726.0,8370.0,8146.0,,,7950.0,8250.0,,,7617.0,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8498.0,8660.0,,,,8208.0,8172.0,,,7857.0,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500.0,8672.0,,,,8192.0,,,,7883.0,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8439.0,8172.0,,,8060.0,,,,7719.0,7998.0,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8507.0,8531.0,8197.0,,,8156.0,,,,7850.0,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8324.0,,,,7950.0,,,7905.0,7670.0,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8330.0,8325.0,,,7960.0,7902.0,,,7650.0,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8551.0,8405.0,,,8231.0,,,,7896.0,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750.0,8790.0,8568.0,,8523.0,8400.0,8323.0,8333.0,8323.0,8020.0,8161.0,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8975.0,8800.0,,,8578.0,8558.0,8568.0,,8220.0,8161.0,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.0,8722.0,8530.0,,,8397.0,,8362.0,8220.0,8200.0,8029.0,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8663.0,8577.0,,,8320.0,,,,8071.0,8058.0,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8650.0,8557.0,8375.0,,8267.0,8256.0,,,8033.0,8015.0,8056.0,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8570.0,,,,8248.0,,,,7947.0,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500.0,8147.0,8169.0,,8168.0,,,7920.0,7880.0,7890.0,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8486.0,8276.0,8036.0,,,7988.0,8000.0,,7949.0,7760.0,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8590.0,8475.0,,,8300.0,,,,7980.0,7996.0,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8913.0,8757.0,8461.0,8466.0,,8470.0,8430.0,8338.0,8185.0,8176.0,8118.0,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8504.0,8600.0,8697.0,8517.0,,8502.0,8655.0,8434.0,,8230.0,8375.0,8285.0,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475.0,,,,8423.0,,,,8299.0,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8352.0,8499.0,,,8250.0,,8286.0,8369.0,8134.0,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8508.0,,,,8492.0,8317.0,,,8380.0,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8522.0,8207.0,8262.0,,,8180.0,8261.0,,,8160.0,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450.0,8225.0,,8222.0,8211.0,,,,8106.0,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.0,,,8367.0,8388.0,8383.0,,,8236.0,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8416.0,8447.0,,,8540.0,8557.0,,8469.0,8360.0,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8790.0,,8770.0,,8880.0,,,,8660.0,8755.0,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8850.0,,,9106.0,9000.0,9081.0,9212.0,,8682.0,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9090.0,,,9139.0,9200.0,,,,8985.0,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9040.0,,,9183.0,9160.0,,,,8970.0,8957.0,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9478.0,,,9547.0,9620.0,,,,9350.0,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9402.0,9277.0,,9593.0,9550.0,9468.0,,,9265.0,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9392.0,9381.0,,,9590.0,9627.0,,9434.0,9350.0,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600.0,,,9499.0,9680.0,9461.0,,,9530.0,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9590.0,,,9672.0,9749.0,9759.0,,,9579.0,9636.0,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500.0,,,,9630.0,9301.0,9322.0,9450.0,9556.0,9421.0,9403.0,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9219.0,9054.0,9084.0,9089.0,9213.0,9000.0,,8930.0,9102.0,9126.0,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9106.0,,,9071.0,9111.0,,,,8940.0,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9190.0,,,,9080.0,,,,8917.0,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9120.0,,9154.0,8682.0,9022.0,8870.0,,,8880.0,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8896.0,,,,8853.0,,,,8751.0,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8955.0,,,,9005.0,,,,8810.0,,8803.0,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9198.0,,9300.0,,9305.0,,,,9110.0,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9096.0,,,,9200.0,,,,9090.0,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8978.0,8700.0,8700.0,,9040.0,,,,8890.0,,8815.0,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8740.0,,,,8788.0,,,,8760.0,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8536.0,8346.0,,8738.0,8542.0,8424.0,,,8390.0,,,8440.0,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8396.0,,,8654.0,8588.0,,,,8500.0,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,8551.0,8666.0,8586.0,8400.0,,,8488.0,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8570.0,,,,8454.0,,,,8378.0,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,,8600.0,8623.0,,,,8513.0,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8383.0,,,,8630.0,,,,8488.0,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8660.0,8667.0,,,8650.0,8845.0,,,8538.0,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,,,8800.0,8701.0,,,8767.0,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,8942.0,,,9040.0,,,,8960.0,,,9105.0,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9311.0,,,9199.0,8983.0,,,9012.0,,,,8992.0,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9003.0,,,,8899.0,,,,8765.0,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.0,,,9016.0,,,,8950.0,,,,8768.0,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9240.0,,,8956.0,,8970.0,,8850.0,,,,8792.0,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8817.0,,,9108.0,,,,8960.0,,,,8948.0,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9205.0,,,9063.0,9132.0,,,,8970.0,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8816.0,,,9128.0,9457.0,,,9030.0,,,,9020.0,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9432.0,,,9385.0,,,,9316.0,,,,9188.0,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450.0,,,,9288.0,,,,9184.0,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9260.0,,,,9131.0,,,,9062.0,,,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9340.0,,,,9222.0,,,,9188.0,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9227.0,,9201.0,,9260.0,,9200.0,9256.0,,9205.0,9120.0,,,,,,,,,,,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9215.0,,,,9301.0,,,,9190.0,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9227.0,9073.0,9260.0,9200.0,9260.0,9240.0,9299.0,9255.0,,,9206.0,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9333.0,,,,9360.0,,,,9322.0,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500.0,,,,9546.0,,,,9491.0,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9466.0,,9340.0,,9518.0,,9403.0,,9423.0,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9093.0,9479.0,9204.0,,,,9328.0,9307.0,,,9311.0,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8998.0,,,,9130.0,,,,9148.0,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8910.0,,,,9045.0,,,,9060.0,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9129.0,8878.0,8986.0,9138.0,8952.0,,9066.0,8838.0,,,9130.0,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8754.0,,,,8910.0,,,8937.0,8951.0,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8768.0,8886.0,,,8963.0,,,,8926.0,8908.0,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8598.0,8648.0,,,8738.0,8852.0,,,8790.0,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9129.0,,8703.0,8968.0,,,8850.0,8880.0,,,8880.0,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9585.0,,8673.0,,,8772.0,8825.0,,,,8888.0,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9011.0,8892.0,8640.0,9000.0,,,8748.0,,,,8798.0,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8679.0,8600.0,,,8770.0,8710.0,,,,8766.0,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8533.0,,,,8685.0,,,,8680.0,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8620.0,8915.0,,,8780.0,,,,8800.0,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8745.0,8649.0,,,8862.0,,,,8888.0,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8550.0,8886.0,8703.0,,8730.0,,,,8730.0,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.0,8255.0,8319.0,,8338.0,8396.0,,,8450.0,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8280.0,,8292.0,,8385.0,,,,8491.0,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035.0,8074.0,8290.0,,8110.0,,,8176.0,8234.0,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8218.0,,,,8340.0,,,,8417.0,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8212.0,8222.0,,,8362.0,,,,8464.0,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8284.0,8497.0,,8450.0,8490.0,,,,8438.0,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8351.0,,,8773.0,8433.0,,,,8523.0,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8350.0,,,,8480.0,,,,8565.0,,,,,,,,,,,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8277.0,,,,8434.0,,,,8486.0,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.0,,,,8334.0,,,,8435.0,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8166.0,,,,8252.0,,,8208.0,8347.0,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192.0,8122.0,8222.0,,8212.0,,,,8204.0,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8090.0,8131.0,,7957.0,8010.0,7958.0,,,8100.0,,8100.0,,,,,,,,,
