,ZN0707.SHF,ZN0708.SHF,ZN0709.SHF,ZN0710.SHF,ZN0711.SHF,ZN0712.SHF,ZN0801.SHF,ZN0802.SHF,ZN0803.SHF,ZN0804.SHF,ZN0805.SHF,ZN0806.SHF,ZN0807.SHF,ZN0808.SHF,ZN0809.SHF,ZN0810.SHF,ZN0811.SHF,ZN0812.SHF,ZN0901.SHF,ZN0902.SHF,ZN0903.SHF,ZN0904.SHF,ZN0905.SHF,ZN0906.SHF,ZN0907.SHF,ZN0908.SHF,ZN0909.SHF,ZN0910.SHF,ZN0911.SHF,ZN0912.SHF,ZN1001.SHF,ZN1002.SHF,ZN1003.SHF,ZN1004.SHF,ZN1005.SHF,ZN1006.SHF,ZN1007.SHF,ZN1008.SHF,ZN1009.SHF,ZN1010.SHF,ZN1011.SHF,ZN1012.SHF,ZN1101.SHF,ZN1102.SHF,ZN1103.SHF,ZN1104.SHF,ZN1105.SHF,ZN1106.SHF,ZN1107.SHF,ZN1108.SHF,ZN1109.SHF,ZN1110.SHF,ZN1111.SHF,ZN1112.SHF,ZN1201.SHF,ZN1202.SHF,ZN1203.SHF,ZN1204.SHF,ZN1205.SHF,ZN1206.SHF,ZN1207.SHF,ZN1208.SHF,ZN1209.SHF,ZN1210.SHF,ZN1211.SHF,ZN1212.SHF,ZN1301.SHF,ZN1302.SHF,ZN1303.SHF,ZN1304.SHF,ZN1305.SHF,ZN1306.SHF,ZN1307.SHF,ZN1308.SHF,ZN1309.SHF,ZN1310.SHF,ZN1311.SHF,ZN1312.SHF,ZN1401.SHF,ZN1402.SHF,ZN1403.SHF,ZN1404.SHF,ZN1405.SHF,ZN1406.SHF,ZN1407.SHF,ZN1408.SHF,ZN1409.SHF,ZN1410.SHF,ZN1411.SHF,ZN1412.SHF,ZN1501.SHF,ZN1502.SHF,ZN1503.SHF,ZN1504.SHF,ZN1505.SHF,ZN1506.SHF,ZN1507.SHF,ZN1508.SHF,ZN1509.SHF,ZN1510.SHF,ZN1511.SHF,ZN1512.SHF,ZN1601.SHF,ZN1602.SHF,ZN1603.SHF,ZN1604.SHF,ZN1605.SHF,ZN1606.SHF,ZN1607.SHF,ZN1608.SHF,ZN1609.SHF,ZN1610.SHF,ZN1611.SHF,ZN1612.SHF,ZN1701.SHF,ZN1702.SHF,ZN1703.SHF,ZN1704.SHF,ZN1705.SHF,ZN1706.SHF,ZN1707.SHF,ZN1708.SHF,ZN1709.SHF,ZN1710.SHF,ZN1711.SHF,ZN1712.SHF,ZN1801.SHF,ZN1802.SHF,ZN1803.SHF,ZN1804.SHF,ZN1805.SHF,ZN1806.SHF,ZN1807.SHF,ZN1808.SHF,ZN1809.SHF,ZN1810.SHF,ZN1811.SHF,ZN1812.SHF,ZN1901.SHF,ZN1902.SHF,ZN1903.SHF,ZN1904.SHF
2009-03-02,,,,,,,,,,,,,,,,,,,,,10425.0,10200.0,10180.0,10240.0,10170.0,10160.0,10150.0,10150.0,10150.0,10210.0,10200.0,10290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-03,,,,,,,,,,,,,,,,,,,,,10540.0,10220.0,10200.0,10100.0,10185.0,10160.0,10105.0,10180.0,10265.0,10110.0,9960.0,10350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-04,,,,,,,,,,,,,,,,,,,,,10575.0,10450.0,10400.0,10390.0,10355.0,10310.0,10260.0,10340.0,10260.0,10300.0,10390.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-05,,,,,,,,,,,,,,,,,,,,,10855.0,10915.0,10945.0,10960.0,10920.0,10945.0,10925.0,10910.0,10890.0,10870.0,10990.0,10980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-06,,,,,,,,,,,,,,,,,,,,,10800.0,10700.0,10660.0,10650.0,10600.0,10645.0,10670.0,10560.0,10630.0,10635.0,10605.0,10600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-09,,,,,,,,,,,,,,,,,,,,,10770.0,10720.0,10700.0,10730.0,10720.0,10615.0,10730.0,10685.0,10505.0,10645.0,10690.0,10550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-10,,,,,,,,,,,,,,,,,,,,,10680.0,10510.0,10500.0,10495.0,10485.0,10485.0,10485.0,10500.0,10460.0,10545.0,10590.0,10420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-11,,,,,,,,,,,,,,,,,,,,,10850.0,10655.0,10700.0,10700.0,10605.0,10635.0,10540.0,10550.0,10595.0,10605.0,10625.0,10665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-12,,,,,,,,,,,,,,,,,,,,,10700.0,10640.0,10565.0,10550.0,10510.0,10540.0,10490.0,10555.0,10535.0,10500.0,10500.0,10650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-13,,,,,,,,,,,,,,,,,,,,,10835.0,10700.0,10675.0,10670.0,10605.0,10585.0,10660.0,10685.0,10640.0,10650.0,10640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-16,,,,,,,,,,,,,,,,,,,,,10750.0,10610.0,10560.0,10545.0,10565.0,10550.0,10595.0,10545.0,10635.0,10610.0,10625.0,10745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-17,,,,,,,,,,,,,,,,,,,,,,10770.0,10750.0,10790.0,10765.0,10800.0,10720.0,10730.0,10725.0,10750.0,10725.0,10775.0,10810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-18,,,,,,,,,,,,,,,,,,,,,,10800.0,10750.0,10730.0,10720.0,10730.0,10720.0,10750.0,10770.0,10735.0,10985.0,10900.0,10950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-19,,,,,,,,,,,,,,,,,,,,,,10845.0,10750.0,10760.0,10760.0,10755.0,10790.0,10750.0,10740.0,10765.0,10850.0,10880.0,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-20,,,,,,,,,,,,,,,,,,,,,,10945.0,10950.0,10950.0,11050.0,10950.0,10970.0,10980.0,11000.0,11050.0,11180.0,11235.0,11300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-23,,,,,,,,,,,,,,,,,,,,,,11200.0,11110.0,11160.0,11115.0,11220.0,11235.0,11250.0,11270.0,11205.0,11385.0,11540.0,11520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-24,,,,,,,,,,,,,,,,,,,,,,11565.0,11570.0,11580.0,11645.0,11610.0,11795.0,11750.0,11680.0,12030.0,11850.0,11700.0,11830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-25,,,,,,,,,,,,,,,,,,,,,,11500.0,11450.0,11400.0,11390.0,11400.0,11410.0,11500.0,11380.0,11550.0,11630.0,11550.0,11800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-26,,,,,,,,,,,,,,,,,,,,,,11400.0,11400.0,11380.0,11380.0,11375.0,11445.0,11365.0,11450.0,11565.0,11580.0,11750.0,11830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-27,,,,,,,,,,,,,,,,,,,,,,11860.0,11660.0,11790.0,11880.0,11805.0,11900.0,11790.0,12050.0,12100.0,12100.0,12185.0,12110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-30,,,,,,,,,,,,,,,,,,,,,,11700.0,11605.0,11625.0,11595.0,11570.0,11505.0,11515.0,11700.0,11670.0,11800.0,11970.0,12100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,,,,,,,,,,,,,,,,,11655.0,11545.0,11455.0,11500.0,11480.0,11485.0,11500.0,11480.0,11500.0,11640.0,11770.0,11650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-01,,,,,,,,,,,,,,,,,,,,,,11800.0,11720.0,11675.0,11700.0,11730.0,11765.0,11700.0,11750.0,11780.0,11890.0,11930.0,12280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-02,,,,,,,,,,,,,,,,,,,,,,11840.0,11800.0,11680.0,11715.0,11695.0,11700.0,11750.0,11670.0,11795.0,,11990.0,11990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-03,,,,,,,,,,,,,,,,,,,,,,11800.0,11935.0,11770.0,11820.0,11815.0,11900.0,11915.0,11840.0,11880.0,11810.0,12255.0,12220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-07,,,,,,,,,,,,,,,,,,,,,,11990.0,11805.0,11850.0,11860.0,11850.0,11780.0,11845.0,11900.0,11950.0,12000.0,12100.0,12120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-08,,,,,,,,,,,,,,,,,,,,,,12375.0,12115.0,12070.0,12135.0,12055.0,12140.0,12010.0,12120.0,12140.0,12200.0,11615.0,12380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-09,,,,,,,,,,,,,,,,,,,,,,12190.0,12180.0,12005.0,12050.0,12040.0,11970.0,12000.0,12220.0,12250.0,12130.0,12390.0,12370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-10,,,,,,,,,,,,,,,,,,,,,,12355.0,12760.0,12345.0,12300.0,12300.0,12180.0,12260.0,12340.0,12440.0,12790.0,12895.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-13,,,,,,,,,,,,,,,,,,,,,,12800.0,12855.0,12665.0,12680.0,12690.0,12715.0,12745.0,12980.0,12880.0,12990.0,12900.0,12930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-14,,,,,,,,,,,,,,,,,,,,,,13000.0,13000.0,12975.0,13000.0,13030.0,12960.0,13000.0,12810.0,12835.0,13050.0,13010.0,13200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-15,,,,,,,,,,,,,,,,,,,,,,13000.0,12825.0,12745.0,12780.0,12800.0,12880.0,12840.0,12950.0,12900.0,12950.0,13300.0,13160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-16,,,,,,,,,,,,,,,,,,,,,,,13095.0,13630.0,13695.0,13680.0,13480.0,13650.0,13785.0,13215.0,13800.0,13850.0,13680.0,14495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-17,,,,,,,,,,,,,,,,,,,,,,,13590.0,13620.0,13680.0,13700.0,13710.0,14000.0,13830.0,13880.0,13810.0,13900.0,14000.0,13820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-20,,,,,,,,,,,,,,,,,,,,,,,13650.0,13585.0,13650.0,13675.0,13715.0,13900.0,13680.0,13740.0,13800.0,13825.0,13910.0,14285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-21,,,,,,,,,,,,,,,,,,,,,,,13010.0,12945.0,12980.0,12900.0,12905.0,13010.0,13010.0,12920.0,13080.0,13030.0,13620.0,13355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-22,,,,,,,,,,,,,,,,,,,,,,,13055.0,12710.0,12820.0,12800.0,12880.0,12920.0,12970.0,12980.0,13000.0,13800.0,13100.0,13150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-23,,,,,,,,,,,,,,,,,,,,,,,12175.0,12310.0,12385.0,12400.0,12385.0,12500.0,12400.0,12455.0,12525.0,12405.0,12750.0,12800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-24,,,,,,,,,,,,,,,,,,,,,,,12300.0,12285.0,12280.0,12220.0,12280.0,12420.0,12405.0,12400.0,12480.0,12970.0,12520.0,12750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-27,,,,,,,,,,,,,,,,,,,,,,,12150.0,12200.0,12200.0,12215.0,12300.0,12190.0,12280.0,12510.0,12540.0,12680.0,12690.0,12310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-28,,,,,,,,,,,,,,,,,,,,,,,11815.0,11695.0,11805.0,11810.0,11855.0,11895.0,11950.0,11895.0,11895.0,,12250.0,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-29,,,,,,,,,,,,,,,,,,,,,,,11900.0,11900.0,11965.0,11990.0,11950.0,12010.0,12080.0,12170.0,12220.0,12175.0,12450.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-30,,,,,,,,,,,,,,,,,,,,,,,12300.0,12380.0,12385.0,12400.0,12410.0,12550.0,12500.0,12555.0,12605.0,12600.0,12800.0,12990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-04,,,,,,,,,,,,,,,,,,,,,,,12900.0,12700.0,12900.0,13005.0,12900.0,13200.0,13250.0,13150.0,13420.0,13410.0,13555.0,13700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-05,,,,,,,,,,,,,,,,,,,,,,,12900.0,13150.0,13200.0,13320.0,13350.0,13305.0,13200.0,13350.0,13350.0,13450.0,13300.0,13535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-06,,,,,,,,,,,,,,,,,,,,,,,12880.0,12825.0,12740.0,12850.0,12850.0,12795.0,13025.0,13095.0,13170.0,13290.0,13070.0,13180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-07,,,,,,,,,,,,,,,,,,,,,,,13395.0,13300.0,13420.0,13480.0,13570.0,13580.0,13680.0,13620.0,13785.0,13895.0,13900.0,13900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-08,,,,,,,,,,,,,,,,,,,,,,,13050.0,13190.0,13170.0,13265.0,13350.0,13455.0,13535.0,13450.0,13580.0,13410.0,13400.0,13610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-11,,,,,,,,,,,,,,,,,,,,,,,12850.0,13050.0,12855.0,12980.0,13050.0,13000.0,13030.0,13050.0,13160.0,13190.0,13220.0,13330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-12,,,,,,,,,,,,,,,,,,,,,,,12585.0,12650.0,12590.0,12660.0,12770.0,12730.0,12400.0,12880.0,12925.0,13080.0,12900.0,13050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-13,,,,,,,,,,,,,,,,,,,,,,,12680.0,12780.0,12650.0,12690.0,12810.0,12845.0,12875.0,13000.0,13060.0,13155.0,13285.0,13340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-14,,,,,,,,,,,,,,,,,,,,,,,12315.0,12330.0,12310.0,12400.0,12450.0,12615.0,12375.0,12600.0,12790.0,12785.0,12980.0,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-15,,,,,,,,,,,,,,,,,,,,,,,12510.0,12590.0,12560.0,12670.0,12630.0,12760.0,12700.0,12850.0,12830.0,12915.0,13000.0,13070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-18,,,,,,,,,,,,,,,,,,,,,,,,12475.0,12490.0,12500.0,12505.0,12690.0,12510.0,12720.0,12655.0,12945.0,12700.0,12900.0,13600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,12750.0,12800.0,12830.0,12900.0,12890.0,12950.0,12970.0,13120.0,13550.0,13345.0,13370.0,13560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-20,,,,,,,,,,,,,,,,,,,,,,,,12870.0,12910.0,12960.0,13000.0,13080.0,13155.0,13030.0,13150.0,13150.0,13270.0,13400.0,13500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-21,,,,,,,,,,,,,,,,,,,,,,,,12650.0,12860.0,12755.0,12850.0,12900.0,12905.0,13050.0,13020.0,13125.0,13200.0,13275.0,13380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-22,,,,,,,,,,,,,,,,,,,,,,,,12570.0,12610.0,12650.0,12700.0,12750.0,12840.0,12810.0,12960.0,13000.0,13080.0,13180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-25,,,,,,,,,,,,,,,,,,,,,,,,12800.0,12900.0,12975.0,13025.0,13030.0,13155.0,13055.0,13015.0,13165.0,,13260.0,13300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-26,,,,,,,,,,,,,,,,,,,,,,,,12700.0,12765.0,12870.0,12945.0,12990.0,13000.0,12945.0,13010.0,13065.0,13050.0,13005.0,13210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-27,,,,,,,,,,,,,,,,,,,,,,,,12780.0,12770.0,12800.0,12850.0,12870.0,12930.0,12900.0,13130.0,13180.0,13150.0,13195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-01,,,,,,,,,,,,,,,,,,,,,,,,12900.0,12890.0,13010.0,13050.0,13050.0,13200.0,13200.0,13260.0,13200.0,13250.0,13650.0,13490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-02,,,,,,,,,,,,,,,,,,,,,,,,13050.0,13380.0,13260.0,13420.0,13640.0,13600.0,13685.0,13935.0,13435.0,13600.0,13800.0,13810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
