,TF1312.CFE,TF1403.CFE,TF1406.CFE,TF1409.CFE,TF1412.CFE,TF1503.CFE,TF1506.CFE,TF1509.CFE,TF1512.CFE,TF1603.CFE,TF1606.CFE,TF1609.CFE,TF1612.CFE,TF1703.CFE,TF1706.CFE,TF1709.CFE,TF1712.CFE,TF1803.CFE,TF1806.CFE,TF1809.CFE,TF1812.CFE,WSet: quota exceeded.
2017-11-03,,,,,,,,,,,,,,,,,96.08,96.35,,,,
2017-11-06,,,,,,,,,,,,,,,,,96.1,96.3,96.105,,,
2017-11-07,,,,,,,,,,,,,,,,,96.17,96.345,,,,
2017-11-08,,,,,,,,,,,,,,,,,95.925,96.195,,,,
2017-11-09,,,,,,,,,,,,,,,,,96.06,96.345,96.845,,,
2017-11-10,,,,,,,,,,,,,,,,,96.02,96.31,,,,
2017-11-13,,,,,,,,,,,,,,,,,96.05,96.205,,,,
2017-11-14,,,,,,,,,,,,,,,,,95.67,95.965,96.385,,,
2017-11-15,,,,,,,,,,,,,,,,,95.89,96.235,,,,
2017-11-16,,,,,,,,,,,,,,,,,96.01,96.35,,,,
2017-11-17,,,,,,,,,,,,,,,,,96.09,96.435,96.515,,,
2017-11-20,,,,,,,,,,,,,,,,,95.2,96.32,96.99,,,
2017-11-21,,,,,,,,,,,,,,,,,95.935,96.27,96.635,,,
2017-11-22,,,,,,,,,,,,,,,,,95.9,96.29,,,,
2017-11-23,,,,,,,,,,,,,,,,,95.67,96.01,,,,
2017-11-24,,,,,,,,,,,,,,,,,95.68,96.1,,,,
2017-11-27,,,,,,,,,,,,,,,,,95.825,96.2,96.92,,,
2017-11-28,,,,,,,,,,,,,,,,,95.775,96.175,,,,
2017-11-29,,,,,,,,,,,,,,,,,95.7,96.095,96.175,,,
2017-11-30,,,,,,,,,,,,,,,,,96.365,96.49,,,,
2017-12-01,,,,,,,,,,,,,,,,,,96.545,,,,
2017-12-04,,,,,,,,,,,,,,,,,,96.515,96.71,,,
2017-12-05,,,,,,,,,,,,,,,,,,96.58,96.705,,,
2017-12-06,,,,,,,,,,,,,,,,,,96.55,96.705,,,
2017-12-07,,,,,,,,,,,,,,,,,,96.58,96.865,,,
2017-12-08,,,,,,,,,,,,,,,,,,96.49,96.62,,,
2017-12-11,,,,,,,,,,,,,,,,,,96.31,96.49,95.875,,
2017-12-12,,,,,,,,,,,,,,,,,,96.12,96.45,,,
2017-12-13,,,,,,,,,,,,,,,,,,96.09,96.45,96.6,,
2017-12-14,,,,,,,,,,,,,,,,,,96.25,96.66,,,
2017-12-15,,,,,,,,,,,,,,,,,,96.29,96.72,,,
2017-12-18,,,,,,,,,,,,,,,,,,96.465,96.865,97.61,,
2017-12-19,,,,,,,,,,,,,,,,,,96.425,96.795,97.005,,
2017-12-20,,,,,,,,,,,,,,,,,,96.33,96.71,,,
2017-12-21,,,,,,,,,,,,,,,,,,96.39,96.69,,,
2017-12-22,,,,,,,,,,,,,,,,,,96.47,96.735,,,
2017-12-25,,,,,,,,,,,,,,,,,,96.6,96.92,,,
2017-12-26,,,,,,,,,,,,,,,,,,96.57,96.86,,,
2017-12-27,,,,,,,,,,,,,,,,,,96.47,96.74,,,
2017-12-28,,,,,,,,,,,,,,,,,,96.49,96.795,,,
2017-12-29,,,,,,,,,,,,,,,,,,96.505,96.805,96.535,,
2018-01-02,,,,,,,,,,,,,,,,,,96.6,96.895,,,
2018-01-03,,,,,,,,,,,,,,,,,,96.265,96.565,,,
2018-01-04,,,,,,,,,,,,,,,,,,96.235,96.51,96.775,,
2018-01-05,,,,,,,,,,,,,,,,,,96.25,96.565,,,
2018-01-08,,,,,,,,,,,,,,,,,,96.285,96.555,96.555,,
2018-01-09,,,,,,,,,,,,,,,,,,96.4,96.65,,,
2018-01-10,,,,,,,,,,,,,,,,,,96.3,96.585,,,
2018-01-11,,,,,,,,,,,,,,,,,,96.2,96.465,,,
2018-01-12,,,,,,,,,,,,,,,,,,96.05,96.365,96.695,,
2018-01-15,,,,,,,,,,,,,,,,,,96.135,96.39,96.4,,
2018-01-16,,,,,,,,,,,,,,,,,,96.035,96.325,96.42,,
2018-01-17,,,,,,,,,,,,,,,,,,95.97,96.2,96.575,,
2018-01-18,,,,,,,,,,,,,,,,,,95.8,96.06,96.395,,
2018-01-19,,,,,,,,,,,,,,,,,,95.645,95.875,,,
2018-01-22,,,,,,,,,,,,,,,,,,95.625,95.85,,,
2018-01-23,,,,,,,,,,,,,,,,,,95.85,95.97,,,
2018-01-24,,,,,,,,,,,,,,,,,,95.86,95.955,96.525,,
2018-01-25,,,,,,,,,,,,,,,,,,95.74,95.99,,,
2018-01-26,,,,,,,,,,,,,,,,,,95.985,96.08,,,
2018-01-29,,,,,,,,,,,,,,,,,,95.95,96.005,,,
2018-01-30,,,,,,,,,,,,,,,,,,95.93,96.055,,,
2018-01-31,,,,,,,,,,,,,,,,,,95.915,96.07,,,
2018-02-01,,,,,,,,,,,,,,,,,,95.905,96.045,96.3,,
2018-02-02,,,,,,,,,,,,,,,,,,96.025,96.14,96.34,,
2018-02-05,,,,,,,,,,,,,,,,,,95.91,95.955,96.17,,
2018-02-06,,,,,,,,,,,,,,,,,,96.01,96.14,,,
2018-02-07,,,,,,,,,,,,,,,,,,95.98,96.06,,,
2018-02-08,,,,,,,,,,,,,,,,,,96.07,96.25,96.53,,
2018-02-09,,,,,,,,,,,,,,,,,,95.845,95.88,96.01,,
2018-02-12,,,,,,,,,,,,,,,,,,96.1,96.08,96.12,,
2018-02-13,,,,,,,,,,,,,,,,,,96.15,96.13,96.235,,
2018-02-14,,,,,,,,,,,,,,,,,,96.11,96.065,,,
2018-02-22,,,,,,,,,,,,,,,,,,96.005,95.915,96.27,,
2018-02-23,,,,,,,,,,,,,,,,,,95.95,95.88,96.05,,
2018-02-26,,,,,,,,,,,,,,,,,,96.08,95.935,96.115,,
2018-02-27,,,,,,,,,,,,,,,,,,96.285,96.29,96.33,,
2018-02-28,,,,,,,,,,,,,,,,,,96.65,96.39,96.455,,
2018-03-01,,,,,,,,,,,,,,,,,,96.69,96.445,96.52,,
2018-03-02,,,,,,,,,,,,,,,,,,96.645,96.43,96.46,,
2018-03-05,,,,,,,,,,,,,,,,,,,96.425,96.515,,
2018-03-06,,,,,,,,,,,,,,,,,,96.5,96.405,96.49,,
2018-03-07,,,,,,,,,,,,,,,,,,96.69,96.55,96.61,,
2018-03-08,,,,,,,,,,,,,,,,,,96.9,96.65,96.65,,
2018-03-09,,,,,,,,,,,,,,,,,,96.735,96.51,96.605,,
2018-03-12,,,,,,,,,,,,,,,,,,,96.59,96.62,,
2018-03-13,,,,,,,,,,,,,,,,,,,96.605,96.615,,
2018-03-14,,,,,,,,,,,,,,,,,,,96.585,96.55,,
2018-03-15,,,,,,,,,,,,,,,,,,,96.445,96.515,,
2018-03-16,,,,,,,,,,,,,,,,,,,96.505,96.585,,
2018-03-19,,,,,,,,,,,,,,,,,,,96.48,96.57,,
2018-03-20,,,,,,,,,,,,,,,,,,,96.535,96.58,96.835,
2018-03-21,,,,,,,,,,,,,,,,,,,96.675,96.71,96.875,
2018-03-22,,,,,,,,,,,,,,,,,,,96.69,96.685,,
2018-03-23,,,,,,,,,,,,,,,,,,,97.005,97.25,,
2018-03-26,,,,,,,,,,,,,,,,,,,96.97,96.98,97.75,
2018-03-27,,,,,,,,,,,,,,,,,,,96.87,97.15,,
2018-03-28,,,,,,,,,,,,,,,,,,,97.1,97.03,97.215,
2018-03-29,,,,,,,,,,,,,,,,,,,96.97,97.01,,
2018-03-30,,,,,,,,,,,,,,,,,,,96.925,96.955,,
2018-04-02,,,,,,,,,,,,,,,,,,,96.97,96.95,,
2018-04-03,,,,,,,,,,,,,,,,,,,97.05,97.05,,
2018-04-04,,,,,,,,,,,,,,,,,,,96.88,96.905,,
2018-04-09,,,,,,,,,,,,,,,,,,,97.01,96.985,,
2018-04-10,,,,,,,,,,,,,,,,,,,96.945,96.96,,
2018-04-11,,,,,,,,,,,,,,,,,,,96.76,96.8,,
2018-04-12,,,,,,,,,,,,,,,,,,,96.93,96.99,,
2018-04-13,,,,,,,,,,,,,,,,,,,,96.975,,
2018-04-16,,,,,,,,,,,,,,,,,,,97.125,97.11,97.45,
2018-04-17,,,,,,,,,,,,,,,,,,,97.335,97.28,97.355,
2018-04-18,,,,,,,,,,,,,,,,,,,98.09,97.85,97.805,
2018-04-19,,,,,,,,,,,,,,,,,,,97.985,97.855,97.85,
2018-04-20,,,,,,,,,,,,,,,,,,,97.895,97.8,97.78,
2018-04-23,,,,,,,,,,,,,,,,,,,97.855,97.83,97.75,
