,BU1402.SHF,BU1403.SHF,BU1404.SHF,BU1405.SHF,BU1406.SHF,BU1407.SHF,BU1408.SHF,BU1409.SHF,BU1410.SHF,BU1411.SHF,BU1412.SHF,BU1501.SHF,BU1502.SHF,BU1503.SHF,BU1504.SHF,BU1505.SHF,BU1506.SHF,BU1507.SHF,BU1508.SHF,BU1509.SHF,BU1510.SHF,BU1511.SHF,BU1512.SHF,BU1601.SHF,BU1602.SHF,BU1603.SHF,BU1604.SHF,BU1605.SHF,BU1606.SHF,BU1607.SHF,BU1608.SHF,BU1609.SHF,BU1610.SHF,BU1611.SHF,BU1612.SHF,BU1701.SHF,BU1702.SHF,BU1703.SHF,BU1704.SHF,BU1705.SHF,BU1706.SHF,BU1707.SHF,BU1708.SHF,BU1709.SHF,BU1710.SHF,BU1711.SHF,BU1712.SHF,BU1801.SHF,BU1802.SHF,BU1803.SHF,BU1804.SHF,BU1805.SHF,BU1806.SHF,BU1809.SHF,BU1812.SHF,BU1903.SHF,BU1906.SHF,BU1909.SHF,BU1912.SHF,BU1807.SHF,BU1808.SHF,BU2003.SHF
2017-07-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,92.0,705890.0,608.0,4.0,137442.0,,,30.0,,,2104.0,782.0,660.0,22.0,662.0,,,,,
2017-07-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,92.0,709618.0,608.0,4.0,164446.0,,,134.0,,,2332.0,810.0,678.0,20.0,834.0,,,,,
2017-07-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,122.0,663390.0,608.0,4.0,178518.0,,,136.0,,,2604.0,840.0,694.0,22.0,882.0,,,,,
2017-07-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,122.0,635592.0,608.0,4.0,186492.0,6.0,,136.0,,,2522.0,840.0,694.0,22.0,914.0,,,,,
2017-07-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,122.0,640036.0,620.0,4.0,205512.0,14.0,,136.0,,,2464.0,840.0,704.0,22.0,958.0,,,,,
2017-07-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,122.0,616022.0,618.0,4.0,212674.0,28.0,,136.0,,,2426.0,850.0,722.0,20.0,956.0,,,,,
2017-07-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,122.0,553234.0,616.0,4.0,244394.0,242.0,,136.0,,,2370.0,850.0,708.0,20.0,952.0,,,,,
2017-07-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,124.0,555922.0,616.0,6.0,261482.0,82.0,,138.0,,,2392.0,826.0,710.0,20.0,942.0,,,,,
2017-07-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,124.0,577056.0,616.0,4.0,297988.0,1486.0,,138.0,,,2498.0,834.0,714.0,20.0,1246.0,,,,,
2017-07-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,124.0,526018.0,614.0,6.0,311934.0,1514.0,,136.0,,,2434.0,826.0,716.0,20.0,1294.0,,,,,
2017-07-27,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,132.0,511688.0,620.0,4.0,346764.0,1534.0,,136.0,,,2498.0,832.0,732.0,20.0,1340.0,,,,,
2017-07-28,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,132.0,439568.0,614.0,2.0,374694.0,1488.0,,136.0,,,2410.0,836.0,672.0,20.0,1346.0,,,,,
2017-07-31,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,134.0,400392.0,616.0,2.0,391930.0,1728.0,,136.0,,,2972.0,1094.0,994.0,20.0,1430.0,,,,,
2017-08-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,375280.0,614.0,2.0,410182.0,1830.0,,134.0,,,3496.0,1134.0,2314.0,28.0,1406.0,,,,,
2017-08-02,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,341574.0,614.0,672.0,425932.0,1998.0,,138.0,,,3798.0,1258.0,3302.0,28.0,1458.0,,,,,
2017-08-03,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,303820.0,614.0,678.0,457050.0,4198.0,,138.0,,,3746.0,1316.0,3394.0,28.0,1432.0,,,,,
2017-08-04,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,264818.0,610.0,706.0,498622.0,4364.0,,140.0,,,3710.0,1312.0,3576.0,28.0,1422.0,,,,,
2017-08-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,214338.0,608.0,244.0,504488.0,4780.0,,140.0,,,4302.0,1308.0,12728.0,40.0,1284.0,,,,,
2017-08-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,186376.0,608.0,246.0,528442.0,5250.0,,138.0,,,5372.0,1358.0,16106.0,30.0,826.0,,,,,
2017-08-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,138012.0,614.0,248.0,576792.0,5328.0,,136.0,,,5674.0,1368.0,16474.0,30.0,844.0,,,,,
2017-08-10,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,112274.0,624.0,248.0,560972.0,5270.0,,134.0,,,5894.0,1354.0,16546.0,30.0,846.0,,,,,
2017-08-11,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,94094.0,608.0,180.0,535070.0,5990.0,,80.0,,,5820.0,1360.0,16314.0,30.0,800.0,,,,,
2017-08-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,87472.0,606.0,186.0,543930.0,6150.0,,74.0,,,5838.0,1368.0,16342.0,30.0,794.0,,,,,
2017-08-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,71374.0,610.0,182.0,567816.0,5580.0,,74.0,,,5766.0,1370.0,15890.0,26.0,792.0,,,,,
2017-08-16,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,65036.0,604.0,182.0,588106.0,5512.0,20.0,72.0,,,5726.0,1362.0,15948.0,26.0,812.0,,,,,
2017-08-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,60592.0,606.0,176.0,628244.0,5198.0,20.0,70.0,,,6536.0,1372.0,16724.0,26.0,804.0,,,,,
2017-08-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,62174.0,650.0,90.0,657350.0,5068.0,20.0,70.0,,,6976.0,1352.0,16848.0,26.0,800.0,,,,,
2017-08-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,60112.0,668.0,36.0,660416.0,5298.0,6.0,70.0,,,7652.0,1344.0,17192.0,26.0,810.0,,,,,
2017-08-22,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,59422.0,708.0,36.0,676586.0,5386.0,8.0,66.0,,,8036.0,1324.0,16498.0,18.0,838.0,,,,,
2017-08-23,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,51300.0,672.0,36.0,721536.0,4818.0,8.0,64.0,,,8290.0,1328.0,16872.0,16.0,900.0,,,,,
2017-08-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,47686.0,672.0,36.0,742970.0,5662.0,6.0,48.0,,,8544.0,1330.0,16916.0,16.0,926.0,,,,,
2017-08-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,43786.0,674.0,40.0,754562.0,5698.0,6.0,28.0,,,9106.0,1364.0,16950.0,18.0,1012.0,,,,,
2017-08-28,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,42508.0,674.0,38.0,737316.0,5366.0,6.0,36.0,,,9316.0,1376.0,17072.0,18.0,1032.0,,,,,
2017-08-29,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,40180.0,672.0,46.0,738794.0,5222.0,6.0,30.0,,,9694.0,1378.0,17272.0,12.0,1048.0,,,,,
2017-08-30,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,38070.0,672.0,38.0,740524.0,4998.0,6.0,30.0,,,10144.0,1370.0,16398.0,12.0,1054.0,,,,,
2017-08-31,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,33428.0,674.0,36.0,752548.0,5410.0,6.0,30.0,,,10984.0,1368.0,16622.0,12.0,1062.0,,,,,
2017-09-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,32576.0,670.0,36.0,755690.0,5532.0,6.0,30.0,,,11664.0,1366.0,16830.0,12.0,1102.0,,,,,
2017-09-04,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,31552.0,648.0,38.0,757072.0,7734.0,6.0,30.0,,,12298.0,1324.0,17130.0,12.0,1072.0,,,,,
2017-09-05,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,30860.0,648.0,38.0,790422.0,8254.0,6.0,28.0,,,14526.0,1258.0,16692.0,18.0,1074.0,,,,,
2017-09-06,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,30232.0,656.0,40.0,805838.0,8292.0,6.0,34.0,,,14998.0,1270.0,16098.0,18.0,1052.0,,,,,
2017-09-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,29272.0,656.0,42.0,791664.0,9790.0,6.0,122.0,,,15336.0,1240.0,14080.0,24.0,1044.0,,,,,
2017-09-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,27370.0,654.0,44.0,773090.0,9898.0,6.0,138.0,,,15716.0,1018.0,10884.0,62.0,1074.0,,,,,
2017-09-11,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,26068.0,652.0,44.0,729228.0,9784.0,8.0,138.0,,,17184.0,896.0,10576.0,62.0,1066.0,,,,,
2017-09-12,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,25262.0,654.0,44.0,712816.0,9376.0,8.0,138.0,,,18424.0,904.0,10510.0,62.0,1096.0,,,,,
2017-09-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,24322.0,654.0,46.0,711544.0,9312.0,6.0,138.0,,,18306.0,920.0,10468.0,62.0,1134.0,,,,,
2017-09-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,24246.0,654.0,46.0,702170.0,9098.0,6.0,140.0,,,19568.0,922.0,10370.0,56.0,1190.0,,,,,
2017-09-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,23222.0,652.0,46.0,692290.0,9986.0,6.0,140.0,,,24088.0,900.0,10328.0,56.0,1170.0,,,,,
2017-09-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,23222.0,652.0,46.0,685852.0,9552.0,4.0,140.0,,,24468.0,890.0,10604.0,54.0,1284.0,140.0,,,,
2017-09-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,23222.0,652.0,48.0,709008.0,10066.0,6.0,140.0,,,24676.0,892.0,10534.0,26.0,1260.0,168.0,,,,
2017-09-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,23222.0,652.0,48.0,691906.0,10298.0,8.0,138.0,,,24774.0,890.0,10474.0,26.0,1250.0,166.0,,,,
2017-09-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,23222.0,652.0,48.0,681548.0,9962.0,4.0,134.0,,,22356.0,894.0,10620.0,24.0,1206.0,238.0,,,,
2017-09-22,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,562.0,22910.0,12402.0,400.0,1136.0,1060.0,6740.0,20992.0,14.0,162.0,23222.0,650.0,48.0,650542.0,9574.0,8.0,134.0,,,22960.0,870.0,10592.0,24.0,1208.0,252.0,,,,
