,CY801.CZC,CY802.CZC,CY803.CZC,CY804.CZC,CY805.CZC,CY806.CZC,CY807.CZC,CY808.CZC,CY809.CZC,CY810.CZC,CY811.CZC,CY812.CZC,CY901.CZC,CY902.CZC,CY903.CZC
2018-03-15,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-16,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-19,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-20,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-21,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-22,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-23,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-26,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,,,,0.0,14.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-28,,,,0.0,14.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
2018-03-29,,,,0.0,14.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
