,ER0909.CZC,ER0911.CZC,ER1001.CZC,ER1003.CZC,ER1005.CZC,ER1007.CZC,ER1009.CZC,ER1011.CZC,ER1101.CZC,ER1103.CZC,ER1105.CZC,ER1107.CZC,ER1109.CZC,ER1111.CZC,ER1201.CZC,ER1203.CZC,ER1205.CZC,ER1207.CZC,ER1209.CZC,ER1211.CZC,ER1301.CZC,ER1303.CZC,ER1305.CZC,RI1307.CZC,RI1309.CZC,RI1311.CZC,RI1401.CZC,RI1403.CZC,RI1405.CZC,RI1407.CZC,RI1409.CZC,RI1411.CZC,RI1501.CZC,RI1503.CZC,RI1505.CZC,RI1507.CZC,RI1509.CZC,RI1511.CZC,RI1601.CZC,RI1603.CZC,RI1605.CZC,RI607.CZC,RI609.CZC,RI611.CZC,RI701.CZC,RI703.CZC,RI705.CZC,RI707.CZC,RI709.CZC,RI711.CZC,RI801.CZC,RI803.CZC,RI805.CZC,RI807.CZC,RI809.CZC,RI811.CZC,RI901.CZC,RI903.CZC
2009-11-16,0.0,1556.0,23030.0,5670.0,33394.0,460.0,2544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-17,0.0,1562.0,22302.0,5672.0,36230.0,464.0,2670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-18,0.0,1562.0,21592.0,5676.0,37216.0,476.0,3020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-19,0.0,1580.0,20256.0,5676.0,40700.0,456.0,4010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-20,0.0,0.0,18512.0,5680.0,42130.0,620.0,4082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-23,0.0,0.0,16620.0,5660.0,46412.0,662.0,4408.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-24,0.0,0.0,14438.0,5662.0,49638.0,536.0,4694.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-25,0.0,0.0,13600.0,5732.0,50626.0,538.0,4916.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-26,0.0,0.0,13188.0,5782.0,50396.0,554.0,5200.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-27,0.0,0.0,12858.0,6364.0,46410.0,532.0,6588.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-30,0.0,0.0,11736.0,6378.0,51622.0,526.0,7626.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-01,0.0,0.0,10092.0,6386.0,53440.0,534.0,8146.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-02,0.0,0.0,9548.0,6412.0,55884.0,576.0,8510.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-03,0.0,0.0,8736.0,6416.0,56062.0,630.0,9098.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-04,0.0,0.0,8074.0,6446.0,59950.0,638.0,9404.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-07,0.0,0.0,7378.0,6546.0,65352.0,620.0,10332.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-08,0.0,0.0,6990.0,6544.0,65880.0,610.0,10638.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-09,0.0,0.0,6564.0,6696.0,71808.0,768.0,11676.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-10,0.0,0.0,6298.0,6688.0,71980.0,766.0,12902.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-11,0.0,0.0,5646.0,6416.0,91162.0,760.0,16526.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-14,0.0,0.0,5246.0,6190.0,89954.0,790.0,17960.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-15,0.0,0.0,4848.0,5634.0,96972.0,770.0,22386.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-16,0.0,0.0,4630.0,5080.0,95432.0,774.0,23568.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-17,0.0,0.0,4430.0,3666.0,93974.0,808.0,25248.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-18,0.0,0.0,4472.0,3662.0,91470.0,862.0,26538.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-21,0.0,0.0,4384.0,3660.0,92286.0,874.0,27264.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-22,0.0,0.0,4342.0,3648.0,90294.0,832.0,27630.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-23,0.0,0.0,4248.0,3650.0,88474.0,824.0,27218.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-24,0.0,0.0,4250.0,3594.0,87736.0,806.0,29132.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-25,0.0,0.0,4188.0,3576.0,85988.0,788.0,29342.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-28,0.0,0.0,4134.0,3696.0,87210.0,870.0,31422.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-29,0.0,0.0,4100.0,3692.0,88238.0,872.0,31624.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-30,0.0,0.0,4046.0,3692.0,87278.0,886.0,30410.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,0.0,0.0,4046.0,3706.0,87580.0,880.0,32470.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,0.0,0.0,4046.0,3696.0,85910.0,880.0,33596.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-05,0.0,0.0,4046.0,3640.0,86080.0,888.0,34984.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-06,0.0,0.0,4046.0,3636.0,83402.0,938.0,37134.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-07,0.0,0.0,4006.0,4042.0,79282.0,906.0,33620.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-08,0.0,0.0,4008.0,4034.0,76028.0,910.0,34434.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-11,0.0,0.0,4010.0,4030.0,75430.0,922.0,40584.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-12,0.0,0.0,4010.0,4030.0,75328.0,892.0,42440.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-13,0.0,0.0,4010.0,4000.0,70190.0,908.0,41058.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14,0.0,0.0,4014.0,4010.0,70038.0,896.0,41000.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-15,0.0,0.0,4014.0,4002.0,69906.0,898.0,41446.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-18,0.0,0.0,4114.0,4002.0,69482.0,880.0,41894.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-19,0.0,0.0,4054.0,4004.0,69324.0,880.0,44188.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-20,0.0,0.0,4014.0,4006.0,67536.0,906.0,44364.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-21,0.0,0.0,0.0,4104.0,66690.0,902.0,42184.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-22,0.0,0.0,0.0,5252.0,65596.0,898.0,40758.0,304.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-25,0.0,0.0,0.0,5256.0,65540.0,896.0,41764.0,262.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,0.0,0.0,0.0,5252.0,65078.0,904.0,42292.0,272.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,0.0,0.0,0.0,5252.0,64938.0,906.0,42102.0,272.0,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-28,0.0,0.0,0.0,5244.0,62816.0,906.0,43904.0,266.0,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-29,0.0,0.0,0.0,5044.0,60660.0,900.0,42684.0,274.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,0.0,0.0,0.0,4466.0,57772.0,874.0,39666.0,282.0,1338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-02,0.0,0.0,0.0,4856.0,57016.0,858.0,39080.0,284.0,1542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-03,0.0,0.0,0.0,4562.0,58038.0,1008.0,39544.0,284.0,1568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-04,0.0,0.0,0.0,4554.0,58006.0,1012.0,40322.0,284.0,1704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-05,0.0,0.0,0.0,4050.0,58338.0,1004.0,39336.0,292.0,1810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-08,0.0,0.0,0.0,4046.0,56980.0,1012.0,39546.0,290.0,1816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-09,0.0,0.0,0.0,3644.0,56754.0,938.0,38430.0,306.0,3152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-10,0.0,0.0,0.0,3414.0,56066.0,914.0,37478.0,292.0,3178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-11,0.0,0.0,0.0,3016.0,56236.0,900.0,36046.0,286.0,3174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,0.0,0.0,0.0,3010.0,54876.0,898.0,35056.0,286.0,3322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-22,0.0,0.0,0.0,3000.0,53912.0,980.0,38698.0,284.0,3872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-23,0.0,0.0,0.0,3006.0,58562.0,1044.0,44510.0,304.0,4908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-24,0.0,0.0,0.0,3188.0,58660.0,1030.0,51406.0,320.0,7706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-25,0.0,0.0,0.0,3178.0,56302.0,1088.0,52946.0,320.0,8082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,0.0,0.0,0.0,3130.0,53404.0,1086.0,66338.0,316.0,9774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,0.0,0.0,0.0,3130.0,53822.0,1094.0,68494.0,312.0,11306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-02,0.0,0.0,0.0,3226.0,47502.0,1068.0,68296.0,326.0,11804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-03,0.0,0.0,0.0,3226.0,43828.0,1082.0,74352.0,326.0,12368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-04,0.0,0.0,0.0,3226.0,42982.0,1290.0,69220.0,316.0,12982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-05,0.0,0.0,0.0,3286.0,42960.0,1300.0,69164.0,316.0,13226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-08,0.0,0.0,0.0,3286.0,42874.0,1324.0,71508.0,310.0,13258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-09,0.0,0.0,0.0,3286.0,43078.0,1426.0,66968.0,312.0,13858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-10,0.0,0.0,0.0,3366.0,42800.0,1842.0,64206.0,312.0,14314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-11,0.0,0.0,0.0,3510.0,42762.0,1848.0,58006.0,308.0,14276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-12,0.0,0.0,0.0,3330.0,42880.0,2306.0,56854.0,294.0,13902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-15,0.0,0.0,0.0,3490.0,43440.0,2426.0,54566.0,286.0,14424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-16,0.0,0.0,0.0,3490.0,45786.0,3208.0,55350.0,286.0,14432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-17,0.0,0.0,0.0,3490.0,45556.0,3634.0,57332.0,286.0,14338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-18,0.0,0.0,0.0,3382.0,46570.0,3924.0,58764.0,378.0,14648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-19,0.0,0.0,0.0,3382.0,46320.0,3902.0,60896.0,370.0,14872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-22,0.0,0.0,0.0,3382.0,45786.0,4362.0,68732.0,388.0,16434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-23,0.0,0.0,0.0,0.0,44208.0,5100.0,100330.0,386.0,20910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-24,0.0,0.0,0.0,0.0,43414.0,5296.0,101568.0,412.0,23152.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-25,0.0,0.0,0.0,0.0,42748.0,5190.0,97490.0,424.0,24012.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-26,0.0,0.0,0.0,0.0,43464.0,5214.0,98550.0,448.0,24652.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-29,0.0,0.0,0.0,0.0,44240.0,5216.0,103976.0,452.0,26372.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-30,0.0,0.0,0.0,0.0,43618.0,5224.0,104268.0,466.0,26728.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,0.0,0.0,0.0,0.0,42492.0,5272.0,110394.0,482.0,26844.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-01,0.0,0.0,0.0,0.0,39862.0,5250.0,114688.0,474.0,26688.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-02,0.0,0.0,0.0,0.0,39532.0,5370.0,118262.0,478.0,27560.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-06,0.0,0.0,0.0,0.0,39020.0,5412.0,121514.0,468.0,26806.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-07,0.0,0.0,0.0,0.0,38484.0,5574.0,122976.0,420.0,27214.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-08,0.0,0.0,0.0,0.0,36290.0,5832.0,123414.0,412.0,27760.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-09,0.0,0.0,0.0,0.0,33278.0,6948.0,124568.0,336.0,27070.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-12,0.0,0.0,0.0,0.0,26548.0,8790.0,132530.0,332.0,27682.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-13,0.0,0.0,0.0,0.0,24520.0,9758.0,132666.0,268.0,27570.0,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-14,0.0,0.0,0.0,0.0,22870.0,11116.0,129460.0,238.0,27142.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-15,0.0,0.0,0.0,0.0,21262.0,11394.0,132010.0,236.0,26908.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-16,0.0,0.0,0.0,0.0,19562.0,14194.0,139788.0,246.0,27826.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-19,0.0,0.0,0.0,0.0,18372.0,16928.0,141978.0,246.0,28448.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-20,0.0,0.0,0.0,0.0,16364.0,18858.0,158592.0,246.0,28726.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-21,0.0,0.0,0.0,0.0,14926.0,19928.0,155048.0,254.0,29236.0,494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-22,0.0,0.0,0.0,0.0,14074.0,22920.0,154934.0,246.0,30234.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-23,0.0,0.0,0.0,0.0,12392.0,24416.0,153242.0,244.0,30904.0,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-26,0.0,0.0,0.0,0.0,11164.0,25388.0,152742.0,252.0,31690.0,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-27,0.0,0.0,0.0,0.0,10146.0,24360.0,148500.0,256.0,30710.0,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-28,0.0,0.0,0.0,0.0,8918.0,23486.0,141202.0,272.0,30900.0,1076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-29,0.0,0.0,0.0,0.0,8150.0,23068.0,142094.0,250.0,31150.0,1086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,0.0,0.0,0.0,0.0,6694.0,23368.0,143438.0,288.0,32150.0,1156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-04,0.0,0.0,0.0,0.0,6694.0,23192.0,143556.0,290.0,32692.0,1148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-05,0.0,0.0,0.0,0.0,6694.0,24464.0,147042.0,288.0,33222.0,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-06,0.0,0.0,0.0,0.0,6694.0,24174.0,148788.0,308.0,32042.0,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-07,0.0,0.0,0.0,0.0,6294.0,19568.0,134622.0,320.0,32036.0,1674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-10,0.0,0.0,0.0,0.0,6294.0,19182.0,137304.0,336.0,33826.0,2362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-11,0.0,0.0,0.0,0.0,6294.0,18006.0,133818.0,412.0,34172.0,2406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-12,0.0,0.0,0.0,0.0,6298.0,17984.0,135882.0,364.0,32554.0,2508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-13,0.0,0.0,0.0,0.0,6304.0,17762.0,141212.0,368.0,34328.0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-14,0.0,0.0,0.0,0.0,6396.0,17948.0,128092.0,354.0,38576.0,2644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-17,0.0,0.0,0.0,0.0,6574.0,14552.0,110014.0,298.0,35570.0,2662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-18,0.0,0.0,0.0,0.0,6208.0,14956.0,106924.0,302.0,34754.0,2784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-19,0.0,0.0,0.0,0.0,6228.0,14412.0,104372.0,308.0,34336.0,2958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-20,0.0,0.0,0.0,0.0,6248.0,14270.0,101466.0,310.0,34060.0,2998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-21,0.0,0.0,0.0,0.0,0.0,13474.0,100308.0,306.0,33684.0,2968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-24,0.0,0.0,0.0,0.0,0.0,13534.0,109930.0,278.0,34062.0,3308.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-25,0.0,0.0,0.0,0.0,0.0,13282.0,104204.0,272.0,34084.0,3170.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-26,0.0,0.0,0.0,0.0,0.0,12300.0,105668.0,432.0,35084.0,3156.0,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-27,0.0,0.0,0.0,0.0,0.0,11456.0,99990.0,310.0,34228.0,3162.0,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-28,0.0,0.0,0.0,0.0,0.0,10824.0,98206.0,276.0,34642.0,3294.0,804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-31,0.0,0.0,0.0,0.0,0.0,10490.0,101466.0,260.0,35376.0,3082.0,814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,9786.0,101874.0,256.0,37398.0,3102.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-02,0.0,0.0,0.0,0.0,0.0,9286.0,97278.0,310.0,37650.0,3146.0,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-03,0.0,0.0,0.0,0.0,0.0,8552.0,93116.0,314.0,38152.0,3232.0,1724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-04,0.0,0.0,0.0,0.0,0.0,8092.0,93460.0,308.0,38870.0,3240.0,1962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-07,0.0,0.0,0.0,0.0,0.0,6962.0,95848.0,270.0,40748.0,3808.0,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-08,0.0,0.0,0.0,0.0,0.0,6624.0,91874.0,520.0,41184.0,3866.0,2872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
