,ER0909.CZC,ER0911.CZC,ER1001.CZC,ER1003.CZC,ER1005.CZC,ER1007.CZC,ER1009.CZC,ER1011.CZC,ER1101.CZC,ER1103.CZC,ER1105.CZC,ER1107.CZC,ER1109.CZC,ER1111.CZC,ER1201.CZC,ER1203.CZC,ER1205.CZC,ER1207.CZC,ER1209.CZC,ER1211.CZC,ER1301.CZC,ER1303.CZC,ER1305.CZC,RI1307.CZC,RI1309.CZC,RI1311.CZC,RI1401.CZC,RI1403.CZC,RI1405.CZC,RI1407.CZC,RI1409.CZC,RI1411.CZC,RI1501.CZC,RI1503.CZC,RI1505.CZC,RI1507.CZC,RI1509.CZC,RI1511.CZC,RI1601.CZC,RI1603.CZC,RI1605.CZC,RI607.CZC,RI609.CZC,RI611.CZC,RI701.CZC,RI703.CZC,RI705.CZC,RI707.CZC,RI709.CZC,RI711.CZC,RI801.CZC,RI803.CZC,RI805.CZC,RI807.CZC,RI809.CZC,RI811.CZC,RI901.CZC,RI903.CZC
2012-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,26.0,45498.0,562.0,9394.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.0,30.0,43424.0,562.0,8936.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,30.0,41838.0,556.0,8802.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,24.0,41406.0,556.0,9278.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,24.0,40064.0,556.0,8994.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39018.0,554.0,9326.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42488.0,552.0,9564.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,40478.0,542.0,9758.0,4.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,38640.0,526.0,9164.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36098.0,528.0,9464.0,4.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33612.0,528.0,9800.0,4.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31986.0,524.0,10818.0,4.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30944.0,524.0,11164.0,6.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31968.0,522.0,13648.0,6.0,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28408.0,508.0,27408.0,6.0,1268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26918.0,498.0,28270.0,8.0,1956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26064.0,486.0,26206.0,12.0,1932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25668.0,476.0,30000.0,12.0,2676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25404.0,472.0,27258.0,14.0,2616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24966.0,468.0,24652.0,12.0,2376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25126.0,466.0,23608.0,12.0,2404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25394.0,468.0,22820.0,12.0,2398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24806.0,462.0,23478.0,12.0,2512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24330.0,458.0,20568.0,12.0,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22074.0,456.0,20252.0,12.0,2152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22194.0,454.0,19366.0,12.0,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21778.0,434.0,20130.0,12.0,2864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21230.0,424.0,27494.0,12.0,4280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20816.0,424.0,24178.0,12.0,4054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20458.0,422.0,23524.0,12.0,3810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18902.0,422.0,25376.0,12.0,4056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17984.0,426.0,25848.0,12.0,3780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11718.0,370.0,34010.0,24.0,4282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11022.0,364.0,31274.0,24.0,4018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10246.0,312.0,32762.0,24.0,4262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9258.0,310.0,32024.0,24.0,4490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9028.0,294.0,29060.0,26.0,3706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8586.0,288.0,27486.0,24.0,3528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7952.0,288.0,25538.0,20.0,3528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516.0,272.0,25196.0,18.0,3766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388.0,260.0,25100.0,18.0,3652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5954.0,260.0,31346.0,18.0,4488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,254.0,32450.0,18.0,4700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5372.0,252.0,32146.0,18.0,4608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.0,236.0,35210.0,18.0,5104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.0,220.0,37002.0,18.0,5326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4824.0,214.0,30668.0,18.0,4876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4674.0,214.0,29818.0,20.0,4870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4580.0,214.0,27530.0,4.0,4822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4390.0,216.0,27910.0,4.0,5578.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4140.0,214.0,28834.0,4.0,5594.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3998.0,214.0,30398.0,4.0,5392.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3696.0,214.0,29114.0,4.0,4192.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,214.0,28680.0,4.0,3620.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638.0,214.0,27716.0,4.0,3686.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414.0,210.0,25830.0,4.0,3926.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310.0,206.0,27740.0,4.0,4376.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0,198.0,27648.0,8.0,4492.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3184.0,194.0,25962.0,6.0,4456.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2754.0,192.0,26352.0,6.0,4346.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476.0,192.0,29180.0,6.0,4396.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420.0,192.0,30238.0,6.0,4572.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.0,192.0,35772.0,4.0,4146.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,188.0,38760.0,4.0,4628.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.0,180.0,38664.0,4.0,5232.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,176.0,44930.0,4.0,7448.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,178.0,43490.0,4.0,8368.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,172.0,42374.0,4.0,8416.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,168.0,43472.0,4.0,8038.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,154.0,43378.0,4.0,7878.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,150.0,41842.0,4.0,9272.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,126.0,39600.0,4.0,9624.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,126.0,38486.0,4.0,9672.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,126.0,38584.0,4.0,9176.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,120.0,37606.0,4.0,9900.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,118.0,40576.0,4.0,11466.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,118.0,39012.0,4.0,12624.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,52.0,36442.0,4.0,13402.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,38.0,35202.0,4.0,14278.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,38.0,35430.0,4.0,14380.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,38.0,40054.0,4.0,13986.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,40.0,40310.0,4.0,16490.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,40.0,40262.0,4.0,16358.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,40.0,45372.0,6.0,16030.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,40.0,41992.0,4.0,15932.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,40.0,36162.0,4.0,16292.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,40.0,35662.0,4.0,16298.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35482.0,4.0,17000.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,35978.0,4.0,17436.0,6.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,37008.0,6.0,17028.0,6.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38122.0,4.0,19164.0,6.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32648.0,4.0,18792.0,6.0,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31340.0,4.0,19262.0,6.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31690.0,4.0,18660.0,6.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31886.0,4.0,22982.0,6.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30052.0,4.0,26030.0,6.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27430.0,4.0,25196.0,8.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24612.0,4.0,21988.0,8.0,1496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24412.0,4.0,21830.0,8.0,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23368.0,4.0,20240.0,8.0,1768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22578.0,4.0,20644.0,8.0,2108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
