,JM1307.DCE,JM1308.DCE,JM1309.DCE,JM1310.DCE,JM1311.DCE,JM1312.DCE,JM1401.DCE,JM1402.DCE,JM1403.DCE,JM1404.DCE,JM1405.DCE,JM1406.DCE,JM1407.DCE,JM1408.DCE,JM1409.DCE,JM1410.DCE,JM1411.DCE,JM1412.DCE,JM1501.DCE,JM1502.DCE,JM1503.DCE,JM1504.DCE,JM1505.DCE,JM1506.DCE,JM1507.DCE,JM1508.DCE,JM1509.DCE,JM1510.DCE,JM1511.DCE,JM1512.DCE,JM1601.DCE,JM1602.DCE,JM1603.DCE,JM1604.DCE,JM1605.DCE,JM1606.DCE,JM1607.DCE,JM1608.DCE,JM1609.DCE,JM1610.DCE,JM1611.DCE,JM1612.DCE,JM1701.DCE,JM1702.DCE,JM1703.DCE,JM1704.DCE,JM1705.DCE,JM1706.DCE,JM1707.DCE,JM1708.DCE,JM1709.DCE,JM1710.DCE,JM1711.DCE,JM1712.DCE,JM1801.DCE,JM1802.DCE,JM1803.DCE,JM1804.DCE,JM1805.DCE,JM1806.DCE,JM1807.DCE,JM1808.DCE,JM1809.DCE,JM1810.DCE,JM1811.DCE,JM1812.DCE,JM1901.DCE,JM1902.DCE,JM1903.DCE
2013-05-02,24.0,106.0,82206.0,6.0,4.0,2.0,3602.0,18.0,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-03,24.0,106.0,91990.0,6.0,4.0,2.0,3590.0,18.0,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-06,24.0,106.0,86880.0,6.0,4.0,2.0,3654.0,18.0,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-07,24.0,106.0,82130.0,4.0,4.0,2.0,3698.0,18.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-08,24.0,108.0,85916.0,4.0,4.0,2.0,3756.0,18.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-09,22.0,108.0,83144.0,8.0,4.0,2.0,3802.0,18.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-10,22.0,106.0,81344.0,8.0,4.0,2.0,3792.0,18.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,22.0,106.0,90620.0,8.0,4.0,2.0,3950.0,18.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-14,22.0,106.0,89308.0,10.0,4.0,2.0,3886.0,18.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15,22.0,106.0,82016.0,8.0,4.0,6.0,4748.0,18.0,52.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,22.0,106.0,83884.0,8.0,4.0,6.0,4596.0,18.0,54.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,22.0,112.0,80466.0,8.0,4.0,6.0,4624.0,18.0,56.0,32.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,22.0,112.0,84028.0,8.0,4.0,4.0,7530.0,18.0,56.0,32.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,22.0,108.0,87446.0,8.0,4.0,4.0,9036.0,18.0,54.0,34.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-22,22.0,108.0,88040.0,10.0,4.0,4.0,9814.0,18.0,54.0,38.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-23,22.0,104.0,82002.0,8.0,4.0,4.0,9546.0,18.0,56.0,38.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-24,22.0,104.0,82428.0,8.0,4.0,6.0,9974.0,18.0,56.0,40.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27,22.0,104.0,79374.0,8.0,4.0,6.0,10258.0,18.0,56.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-28,18.0,104.0,83870.0,10.0,4.0,6.0,10782.0,18.0,56.0,36.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,18.0,104.0,92118.0,8.0,4.0,6.0,11306.0,18.0,54.0,42.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-30,18.0,104.0,92916.0,8.0,4.0,6.0,11462.0,18.0,46.0,42.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,18.0,104.0,100388.0,8.0,4.0,6.0,11932.0,18.0,52.0,32.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-03,20.0,104.0,97522.0,8.0,4.0,6.0,11724.0,18.0,54.0,30.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04,22.0,104.0,99082.0,16.0,4.0,4.0,11508.0,18.0,54.0,10.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05,20.0,104.0,100090.0,20.0,4.0,4.0,12302.0,18.0,52.0,10.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06,20.0,102.0,131436.0,14.0,4.0,4.0,14408.0,18.0,52.0,10.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07,20.0,100.0,123800.0,12.0,4.0,4.0,16008.0,18.0,56.0,10.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,20.0,104.0,129210.0,12.0,4.0,6.0,17476.0,18.0,56.0,10.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,14.0,98.0,143904.0,14.0,4.0,6.0,17890.0,18.0,56.0,10.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,14.0,92.0,131400.0,12.0,4.0,4.0,21724.0,20.0,56.0,10.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,14.0,92.0,133542.0,10.0,4.0,6.0,26398.0,24.0,56.0,10.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,14.0,94.0,154298.0,10.0,4.0,6.0,29674.0,24.0,56.0,10.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,20.0,62.0,173054.0,10.0,4.0,4.0,39714.0,26.0,56.0,10.0,132.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,20.0,54.0,154314.0,10.0,4.0,4.0,45390.0,24.0,56.0,10.0,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,14.0,28.0,142646.0,10.0,4.0,4.0,80244.0,22.0,56.0,10.0,150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,14.0,28.0,126368.0,12.0,4.0,4.0,115178.0,24.0,56.0,10.0,172.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,14.0,30.0,119844.0,10.0,4.0,4.0,110394.0,24.0,54.0,18.0,222.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,14.0,28.0,110328.0,10.0,4.0,4.0,110322.0,24.0,54.0,16.0,228.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,8.0,28.0,101306.0,8.0,4.0,4.0,111328.0,14.0,54.0,14.0,236.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,8.0,26.0,99076.0,8.0,4.0,4.0,141094.0,10.0,56.0,14.0,288.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,8.0,26.0,82194.0,10.0,4.0,4.0,185388.0,4.0,54.0,14.0,354.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,8.0,26.0,76534.0,10.0,4.0,6.0,159814.0,4.0,56.0,16.0,362.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,8.0,18.0,64236.0,10.0,4.0,6.0,185202.0,4.0,56.0,12.0,474.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,8.0,16.0,58778.0,10.0,4.0,6.0,174086.0,4.0,56.0,10.0,486.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,8.0,18.0,57534.0,10.0,6.0,4.0,152284.0,6.0,60.0,10.0,504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,8.0,12.0,55986.0,10.0,6.0,4.0,159752.0,6.0,60.0,18.0,504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,0.0,10.0,50432.0,10.0,4.0,4.0,174408.0,8.0,60.0,22.0,712.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,0.0,10.0,37774.0,12.0,6.0,4.0,156340.0,8.0,60.0,22.0,702.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,0.0,10.0,36710.0,12.0,6.0,2.0,145058.0,10.0,58.0,18.0,858.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,0.0,10.0,34918.0,12.0,6.0,2.0,145574.0,10.0,52.0,16.0,850.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,0.0,8.0,34356.0,12.0,6.0,2.0,152908.0,8.0,52.0,18.0,950.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,0.0,8.0,32628.0,12.0,6.0,2.0,172096.0,8.0,58.0,20.0,1034.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,0.0,8.0,32044.0,8.0,2.0,2.0,173966.0,8.0,58.0,20.0,1100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,0.0,8.0,31268.0,8.0,2.0,2.0,139332.0,8.0,54.0,20.0,1046.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,0.0,8.0,27804.0,8.0,2.0,2.0,147804.0,8.0,54.0,20.0,1116.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,0.0,8.0,26546.0,8.0,2.0,2.0,140918.0,14.0,54.0,20.0,1138.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,0.0,2.0,24772.0,8.0,2.0,2.0,132482.0,8.0,54.0,20.0,1178.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,0.0,2.0,23098.0,8.0,2.0,4.0,134326.0,8.0,52.0,22.0,1224.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,0.0,2.0,21040.0,8.0,2.0,2.0,121432.0,6.0,52.0,22.0,1148.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,0.0,2.0,16182.0,8.0,2.0,4.0,115976.0,6.0,52.0,24.0,1122.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,0.0,2.0,15748.0,8.0,2.0,4.0,118826.0,6.0,52.0,20.0,1120.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,0.0,0.0,15746.0,8.0,2.0,2.0,123630.0,6.0,52.0,18.0,1136.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,0.0,0.0,13788.0,8.0,2.0,2.0,123088.0,6.0,52.0,18.0,1180.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,0.0,0.0,13104.0,8.0,2.0,4.0,126724.0,6.0,52.0,18.0,1166.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,0.0,0.0,13078.0,8.0,2.0,4.0,139266.0,8.0,52.0,18.0,1268.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,0.0,0.0,11844.0,8.0,2.0,4.0,128674.0,4.0,52.0,18.0,1286.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,0.0,0.0,10190.0,8.0,2.0,2.0,133734.0,12.0,52.0,18.0,1354.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,0.0,0.0,9662.0,6.0,2.0,2.0,134010.0,16.0,52.0,18.0,1244.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,0.0,0.0,9810.0,6.0,2.0,4.0,180350.0,18.0,52.0,22.0,1568.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,0.0,0.0,10034.0,6.0,2.0,2.0,200586.0,18.0,52.0,24.0,3358.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,0.0,0.0,9234.0,8.0,2.0,4.0,184146.0,18.0,52.0,24.0,3426.0,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,0.0,0.0,8524.0,10.0,0.0,4.0,185650.0,14.0,52.0,24.0,5926.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,0.0,0.0,7770.0,12.0,0.0,4.0,232922.0,16.0,44.0,24.0,6362.0,2.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,0.0,0.0,6844.0,8.0,0.0,4.0,234766.0,20.0,44.0,16.0,6330.0,2.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,0.0,0.0,6398.0,200.0,70.0,36.0,240800.0,14.0,44.0,16.0,6668.0,2.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,0.0,0.0,6316.0,204.0,70.0,58.0,266100.0,12.0,24.0,16.0,11526.0,4.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,0.0,0.0,6114.0,206.0,72.0,84.0,257480.0,16.0,24.0,18.0,15178.0,4.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,0.0,0.0,5768.0,206.0,74.0,92.0,253114.0,24.0,24.0,170.0,15562.0,4.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,0.0,0.0,5036.0,208.0,74.0,102.0,282206.0,26.0,22.0,170.0,21540.0,4.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,0.0,0.0,4772.0,222.0,74.0,102.0,301216.0,16.0,22.0,170.0,24684.0,4.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,0.0,0.0,4432.0,222.0,72.0,102.0,296640.0,14.0,22.0,170.0,24158.0,2.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,0.0,0.0,3658.0,234.0,64.0,104.0,301238.0,14.0,22.0,46.0,23342.0,2.0,28.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,0.0,0.0,3136.0,256.0,64.0,102.0,267574.0,14.0,16.0,30.0,22420.0,2.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,0.0,0.0,2800.0,256.0,60.0,100.0,271564.0,14.0,16.0,14.0,24688.0,2.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,0.0,0.0,2400.0,258.0,58.0,110.0,264524.0,14.0,16.0,16.0,27184.0,2.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,0.0,0.0,2200.0,254.0,66.0,114.0,260414.0,12.0,18.0,14.0,28104.0,2.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,0.0,0.0,2200.0,266.0,184.0,220.0,241332.0,12.0,18.0,10.0,29458.0,2.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,0.0,0.0,2202.0,262.0,202.0,218.0,239984.0,12.0,18.0,10.0,29478.0,2.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
