,NI1507.SHF,NI1508.SHF,NI1509.SHF,NI1510.SHF,NI1511.SHF,NI1512.SHF,NI1601.SHF,NI1602.SHF,NI1603.SHF,NI1604.SHF,NI1605.SHF,NI1606.SHF,NI1607.SHF,NI1608.SHF,NI1609.SHF,NI1610.SHF,NI1611.SHF,NI1612.SHF,NI1701.SHF,NI1702.SHF,NI1703.SHF,NI1704.SHF,NI1705.SHF,NI1706.SHF,NI1707.SHF,NI1708.SHF,NI1709.SHF,NI1710.SHF,NI1711.SHF,NI1712.SHF,NI1801.SHF,NI1802.SHF,NI1803.SHF,NI1804.SHF,NI1805.SHF,NI1806.SHF,NI1807.SHF,NI1808.SHF,NI1809.SHF,NI1810.SHF,NI1811.SHF,NI1812.SHF,NI1901.SHF,NI1902.SHF,NI1903.SHF,NI1904.SHF
2015-05-21,106184.0,5698.0,95934.0,130.0,66.0,210.0,6274.0,160.0,750.0,114.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,109808.0,4210.0,96198.0,136.0,66.0,208.0,7706.0,162.0,762.0,114.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,114898.0,4232.0,105020.0,146.0,66.0,226.0,7898.0,162.0,812.0,114.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,115194.0,4432.0,111284.0,142.0,70.0,206.0,8356.0,162.0,838.0,118.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,119564.0,4934.0,121918.0,142.0,70.0,210.0,9034.0,162.0,838.0,118.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,116488.0,4658.0,144198.0,144.0,70.0,206.0,9544.0,164.0,832.0,118.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,116460.0,4876.0,144488.0,142.0,70.0,218.0,9896.0,164.0,852.0,118.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,108666.0,5020.0,156872.0,144.0,70.0,220.0,10298.0,164.0,860.0,132.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,85598.0,4850.0,179364.0,132.0,60.0,200.0,10494.0,158.0,852.0,118.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,72596.0,4416.0,191776.0,134.0,56.0,212.0,11114.0,158.0,846.0,118.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,68476.0,4400.0,193186.0,138.0,56.0,214.0,13094.0,158.0,854.0,120.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,64814.0,4228.0,203496.0,138.0,56.0,214.0,13832.0,158.0,896.0,120.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,58322.0,4200.0,217446.0,126.0,60.0,194.0,15442.0,158.0,904.0,120.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,52110.0,4048.0,214594.0,130.0,58.0,182.0,16168.0,168.0,900.0,120.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,50888.0,4034.0,210380.0,160.0,62.0,180.0,16432.0,174.0,870.0,120.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,49176.0,3980.0,201518.0,162.0,62.0,176.0,16488.0,162.0,900.0,120.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,46906.0,3952.0,199864.0,220.0,56.0,178.0,17300.0,166.0,918.0,120.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,44182.0,3954.0,206642.0,222.0,56.0,174.0,17986.0,182.0,926.0,120.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,41062.0,3966.0,213938.0,222.0,54.0,184.0,19922.0,188.0,948.0,120.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,34370.0,3858.0,212964.0,218.0,62.0,184.0,20766.0,188.0,958.0,120.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,29142.0,3894.0,203154.0,218.0,60.0,184.0,20774.0,182.0,948.0,120.0,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,22630.0,3806.0,215276.0,228.0,60.0,184.0,21890.0,182.0,938.0,120.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,21288.0,3644.0,218968.0,228.0,60.0,184.0,22674.0,182.0,938.0,120.0,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,19158.0,3604.0,215434.0,230.0,60.0,184.0,23038.0,182.0,934.0,120.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,17080.0,3590.0,220876.0,230.0,60.0,184.0,25556.0,170.0,934.0,120.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,14014.0,3570.0,222276.0,234.0,60.0,192.0,26350.0,186.0,944.0,112.0,130.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,11594.0,3606.0,231122.0,234.0,78.0,174.0,30040.0,184.0,992.0,120.0,152.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,10880.0,3574.0,235210.0,356.0,64.0,184.0,32090.0,176.0,978.0,120.0,198.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,9348.0,3450.0,216384.0,360.0,64.0,182.0,32160.0,178.0,1010.0,124.0,190.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,9048.0,3412.0,206510.0,420.0,64.0,184.0,31170.0,178.0,988.0,124.0,184.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,8256.0,3272.0,192048.0,436.0,78.0,182.0,31868.0,182.0,984.0,122.0,172.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,7872.0,3146.0,193608.0,510.0,76.0,166.0,30740.0,166.0,914.0,122.0,208.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,7740.0,3142.0,194898.0,484.0,72.0,182.0,30644.0,170.0,908.0,122.0,196.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,7740.0,3152.0,190228.0,486.0,72.0,182.0,30588.0,160.0,888.0,122.0,198.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,6972.0,3148.0,168800.0,510.0,68.0,134.0,27620.0,136.0,762.0,102.0,210.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,6876.0,3132.0,180276.0,518.0,66.0,134.0,27786.0,134.0,762.0,102.0,206.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,6348.0,3088.0,189886.0,560.0,64.0,130.0,31482.0,136.0,824.0,102.0,226.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,6072.0,3012.0,186378.0,638.0,108.0,126.0,31848.0,132.0,950.0,102.0,216.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,5940.0,3022.0,187520.0,786.0,110.0,108.0,33612.0,130.0,964.0,102.0,210.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,5940.0,3004.0,182376.0,824.0,104.0,108.0,33878.0,130.0,1040.0,102.0,212.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,5940.0,3004.0,182418.0,844.0,88.0,108.0,35264.0,130.0,1034.0,102.0,208.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,5940.0,3002.0,188630.0,838.0,88.0,108.0,36256.0,130.0,1024.0,100.0,206.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,5940.0,2916.0,195552.0,778.0,154.0,130.0,41612.0,130.0,1026.0,98.0,208.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,5940.0,2888.0,183214.0,792.0,156.0,116.0,44300.0,130.0,1036.0,136.0,214.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,5940.0,2880.0,185200.0,834.0,164.0,116.0,45646.0,130.0,1042.0,136.0,222.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,5940.0,2830.0,186720.0,788.0,162.0,116.0,46688.0,132.0,1056.0,144.0,230.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,5940.0,1952.0,188830.0,778.0,160.0,112.0,49102.0,132.0,1056.0,148.0,230.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,5940.0,1894.0,177788.0,774.0,154.0,110.0,50836.0,130.0,1056.0,148.0,230.0,24.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,5940.0,1842.0,162950.0,844.0,158.0,110.0,53726.0,130.0,1066.0,148.0,226.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,5940.0,1816.0,170372.0,878.0,156.0,110.0,58280.0,130.0,1062.0,148.0,226.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,5940.0,1680.0,177058.0,900.0,172.0,110.0,64594.0,130.0,1068.0,148.0,232.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,5940.0,1632.0,175340.0,896.0,394.0,114.0,68768.0,130.0,1068.0,154.0,234.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,5940.0,1644.0,160924.0,1026.0,394.0,112.0,71940.0,128.0,1066.0,154.0,230.0,28.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,5940.0,1644.0,152420.0,960.0,394.0,112.0,82024.0,128.0,1072.0,152.0,208.0,30.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,5940.0,1608.0,147734.0,970.0,394.0,112.0,84198.0,126.0,1074.0,150.0,242.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,5940.0,1572.0,148768.0,1020.0,406.0,122.0,87986.0,126.0,1072.0,150.0,238.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,5940.0,1548.0,139708.0,1040.0,406.0,110.0,91124.0,126.0,1072.0,150.0,238.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,5940.0,1560.0,123886.0,1040.0,402.0,96.0,102934.0,146.0,1086.0,150.0,246.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,5940.0,1560.0,116000.0,972.0,410.0,84.0,104360.0,146.0,1074.0,150.0,236.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,5940.0,1488.0,112150.0,958.0,440.0,78.0,113984.0,150.0,1052.0,136.0,238.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,5940.0,1488.0,112550.0,1078.0,434.0,76.0,124732.0,148.0,1056.0,134.0,238.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,5940.0,1488.0,105418.0,1078.0,434.0,74.0,126786.0,148.0,1000.0,132.0,238.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,5940.0,1488.0,101358.0,1100.0,434.0,74.0,142650.0,154.0,952.0,138.0,238.0,40.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,5940.0,1488.0,86788.0,1130.0,470.0,74.0,154028.0,154.0,962.0,138.0,246.0,32.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,5940.0,1488.0,78428.0,1162.0,512.0,78.0,176056.0,152.0,1074.0,138.0,254.0,32.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,5940.0,1488.0,72220.0,1152.0,504.0,78.0,186596.0,154.0,1112.0,136.0,252.0,32.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,5940.0,1488.0,68954.0,1242.0,520.0,80.0,217706.0,156.0,1142.0,136.0,290.0,40.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,5940.0,1488.0,54514.0,1182.0,540.0,322.0,232104.0,156.0,1282.0,144.0,304.0,34.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,5940.0,1488.0,43872.0,1174.0,562.0,362.0,242488.0,156.0,1316.0,144.0,324.0,36.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,5940.0,1488.0,39362.0,1282.0,618.0,142.0,227150.0,154.0,1308.0,122.0,332.0,36.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,5940.0,1488.0,33844.0,1280.0,672.0,148.0,204962.0,154.0,1256.0,120.0,334.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,5940.0,1488.0,29474.0,1308.0,686.0,158.0,207056.0,154.0,1220.0,110.0,382.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,5940.0,1488.0,28596.0,1310.0,690.0,180.0,217478.0,152.0,1230.0,108.0,398.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,5940.0,1488.0,27888.0,1448.0,706.0,292.0,209048.0,158.0,1226.0,108.0,420.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,5940.0,1488.0,27564.0,1366.0,718.0,320.0,209890.0,158.0,1224.0,112.0,424.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,5940.0,1488.0,27312.0,1372.0,730.0,326.0,248922.0,162.0,1228.0,108.0,428.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,5940.0,1488.0,26952.0,1324.0,734.0,360.0,237720.0,162.0,1236.0,104.0,422.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,5940.0,1488.0,26544.0,1308.0,758.0,338.0,251158.0,160.0,1252.0,106.0,460.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,5940.0,1488.0,25296.0,1278.0,788.0,340.0,245130.0,168.0,1296.0,106.0,452.0,32.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,5940.0,1488.0,22308.0,1254.0,780.0,344.0,240600.0,138.0,1266.0,106.0,554.0,30.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,5940.0,1488.0,23472.0,1224.0,758.0,342.0,249360.0,140.0,1374.0,106.0,564.0,30.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,5940.0,1488.0,23472.0,1354.0,760.0,340.0,247710.0,132.0,1354.0,104.0,600.0,30.0,6.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,5940.0,1488.0,23472.0,1572.0,824.0,338.0,251738.0,134.0,1440.0,104.0,594.0,30.0,6.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,5940.0,1488.0,23472.0,1694.0,800.0,336.0,268762.0,134.0,1526.0,104.0,630.0,30.0,4.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,5940.0,1488.0,23472.0,1760.0,868.0,332.0,293284.0,134.0,1574.0,104.0,836.0,30.0,4.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,5940.0,1488.0,23472.0,1832.0,892.0,348.0,293870.0,138.0,1624.0,98.0,868.0,32.0,4.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,5940.0,1488.0,23472.0,1738.0,858.0,352.0,302684.0,136.0,1610.0,96.0,918.0,40.0,6.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,5940.0,1488.0,23472.0,1594.0,990.0,392.0,304598.0,136.0,1574.0,96.0,1032.0,42.0,6.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,5940.0,1488.0,23472.0,1502.0,962.0,390.0,280362.0,138.0,1588.0,96.0,1090.0,40.0,6.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,5940.0,1488.0,23472.0,1380.0,978.0,390.0,280330.0,138.0,1542.0,96.0,1114.0,40.0,6.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,5940.0,1488.0,23472.0,1382.0,1078.0,390.0,280048.0,138.0,1538.0,88.0,1136.0,34.0,6.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,5940.0,1488.0,23472.0,1368.0,1060.0,390.0,248998.0,136.0,1468.0,88.0,1154.0,34.0,6.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,5940.0,1488.0,23472.0,1356.0,1052.0,418.0,253152.0,138.0,1506.0,86.0,1154.0,34.0,6.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,5940.0,1488.0,23472.0,1500.0,1166.0,488.0,260084.0,138.0,1432.0,80.0,1122.0,32.0,6.0,6.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,5940.0,1488.0,23472.0,1560.0,1144.0,496.0,244502.0,136.0,1440.0,88.0,1048.0,32.0,6.0,6.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,5940.0,1488.0,23472.0,1560.0,1160.0,502.0,240428.0,152.0,1408.0,88.0,1096.0,32.0,6.0,6.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,5940.0,1488.0,23472.0,1536.0,1132.0,476.0,241670.0,168.0,1472.0,100.0,1072.0,34.0,6.0,6.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,5940.0,1488.0,23472.0,1548.0,1244.0,482.0,286750.0,148.0,1474.0,102.0,1054.0,34.0,6.0,8.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,5940.0,1488.0,23472.0,1548.0,1496.0,492.0,285266.0,148.0,1470.0,102.0,1014.0,34.0,10.0,8.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,5940.0,1488.0,23472.0,1548.0,1476.0,490.0,270082.0,150.0,1502.0,94.0,1024.0,56.0,10.0,14.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,5940.0,1488.0,23472.0,1548.0,1454.0,518.0,252482.0,150.0,1630.0,92.0,1166.0,54.0,10.0,14.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,5940.0,1488.0,23472.0,1548.0,1452.0,540.0,255076.0,148.0,1678.0,100.0,1180.0,54.0,10.0,18.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
