,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE
2016-02-26,0.0,522.0,1726.0,32828.0,3256.0,,,,,,,,,
2016-02-29,0.0,522.0,1553.0,33612.0,3308.0,,,,,,,,,
2016-03-01,0.0,522.0,1293.0,33338.0,3430.0,,,,,,,,,
2016-03-02,0.0,522.0,1213.0,35041.0,3810.0,,,,,,,,,
2016-03-03,0.0,522.0,1203.0,35423.0,4737.0,,,,,,,,,
2016-03-04,0.0,522.0,1153.0,35675.0,5103.0,,,,,,,,,
2016-03-07,0.0,522.0,906.0,36300.0,5410.0,,,,,,,,,
2016-03-08,0.0,522.0,906.0,34070.0,5374.0,,,,,,,,,
2016-03-09,0.0,522.0,663.0,34952.0,5377.0,,,,,,,,,
2016-03-10,0.0,522.0,518.0,35388.0,5271.0,,,,,,,,,
2016-03-11,0.0,522.0,0.0,35682.0,5238.0,,,,,,,,,
2016-03-14,0.0,522.0,0.0,35173.0,5290.0,49.0,,,,,,,,
2016-03-15,0.0,522.0,0.0,35536.0,5338.0,86.0,,,,,,,,
2016-03-16,0.0,522.0,0.0,36037.0,5481.0,89.0,,,,,,,,
2016-03-17,0.0,522.0,0.0,35263.0,5900.0,303.0,,,,,,,,
2016-03-18,0.0,522.0,0.0,36136.0,5929.0,320.0,,,,,,,,
2016-03-21,0.0,522.0,0.0,36607.0,6005.0,365.0,,,,,,,,
2016-03-22,0.0,522.0,0.0,37158.0,6077.0,384.0,,,,,,,,
2016-03-23,0.0,522.0,0.0,36800.0,6054.0,542.0,,,,,,,,
2016-03-24,0.0,522.0,0.0,35374.0,6253.0,570.0,,,,,,,,
2016-03-25,0.0,522.0,0.0,35316.0,6259.0,680.0,,,,,,,,
2016-03-28,0.0,522.0,0.0,35896.0,6579.0,867.0,,,,,,,,
2016-03-29,0.0,522.0,0.0,36516.0,6910.0,876.0,,,,,,,,
2016-03-30,0.0,522.0,0.0,36584.0,7387.0,885.0,,,,,,,,
2016-03-31,0.0,522.0,0.0,35845.0,7543.0,907.0,,,,,,,,
2016-04-01,0.0,522.0,0.0,36158.0,7373.0,922.0,,,,,,,,
2016-04-05,0.0,522.0,0.0,36082.0,7395.0,957.0,,,,,,,,
2016-04-06,0.0,522.0,0.0,35319.0,8344.0,979.0,,,,,,,,
2016-04-07,0.0,522.0,0.0,35070.0,9196.0,1012.0,,,,,,,,
2016-04-08,0.0,522.0,0.0,33325.0,11576.0,1088.0,,,,,,,,
2016-04-11,0.0,522.0,0.0,32945.0,12005.0,1147.0,,,,,,,,
2016-04-12,0.0,522.0,0.0,32931.0,12342.0,1236.0,,,,,,,,
2016-04-13,0.0,522.0,0.0,32611.0,13018.0,1304.0,,,,,,,,
2016-04-14,0.0,522.0,0.0,33714.0,13541.0,1344.0,,,,,,,,
2016-04-15,0.0,522.0,0.0,33389.0,13375.0,1392.0,,,,,,,,
2016-04-18,0.0,522.0,0.0,32836.0,13572.0,1413.0,,,,,,,,
2016-04-19,0.0,522.0,0.0,33086.0,13794.0,1521.0,,,,,,,,
2016-04-20,0.0,522.0,0.0,33522.0,15638.0,1654.0,,,,,,,,
2016-04-21,0.0,522.0,0.0,32568.0,16710.0,1883.0,,,,,,,,
2016-04-22,0.0,522.0,0.0,31043.0,17696.0,1954.0,,,,,,,,
2016-04-25,0.0,522.0,0.0,30725.0,18852.0,2117.0,,,,,,,,
2016-04-26,0.0,522.0,0.0,26768.0,18863.0,2115.0,,,,,,,,
2016-04-27,0.0,522.0,0.0,24696.0,19071.0,2157.0,,,,,,,,
2016-04-28,0.0,522.0,0.0,22840.0,20240.0,2171.0,,,,,,,,
2016-04-29,0.0,522.0,0.0,21926.0,21299.0,2204.0,,,,,,,,
2016-05-03,0.0,522.0,0.0,21408.0,20992.0,2261.0,,,,,,,,
2016-05-04,0.0,522.0,0.0,20162.0,21616.0,2382.0,,,,,,,,
2016-05-05,0.0,522.0,0.0,18942.0,21828.0,2409.0,,,,,,,,
2016-05-06,0.0,522.0,0.0,17517.0,22400.0,2528.0,,,,,,,,
2016-05-09,0.0,522.0,0.0,15992.0,23835.0,2504.0,,,,,,,,
2016-05-10,0.0,522.0,0.0,13374.0,23566.0,2743.0,,,,,,,,
2016-05-11,0.0,522.0,0.0,10943.0,24931.0,2814.0,,,,,,,,
2016-05-12,0.0,522.0,0.0,8742.0,26589.0,2867.0,,,,,,,,
2016-05-13,0.0,522.0,0.0,6926.0,27448.0,3203.0,,,,,,,,
2016-05-16,0.0,522.0,0.0,5404.0,28972.0,3521.0,,,,,,,,
2016-05-17,0.0,522.0,0.0,5188.0,29652.0,3649.0,,,,,,,,
2016-05-18,0.0,522.0,0.0,4908.0,30211.0,3817.0,,,,,,,,
2016-05-19,0.0,522.0,0.0,4102.0,30239.0,3855.0,,,,,,,,
2016-05-20,0.0,522.0,0.0,3567.0,29870.0,3835.0,,,,,,,,
2016-05-23,0.0,522.0,0.0,3502.0,29694.0,3894.0,,,,,,,,
2016-05-24,0.0,522.0,0.0,3187.0,30696.0,3897.0,,,,,,,,
2016-05-25,0.0,522.0,0.0,2811.0,31197.0,3975.0,,,,,,,,
2016-05-26,0.0,522.0,0.0,2390.0,31401.0,4183.0,,,,,,,,
2016-05-27,0.0,522.0,0.0,2170.0,31342.0,4296.0,,,,,,,,
2016-05-30,0.0,522.0,0.0,1966.0,31759.0,4451.0,,,,,,,,
2016-05-31,0.0,522.0,0.0,1933.0,32307.0,4581.0,,,,,,,,
2016-06-01,0.0,522.0,0.0,1762.0,32959.0,4629.0,,,,,,,,
2016-06-02,0.0,522.0,0.0,1732.0,33052.0,4788.0,,,,,,,,
2016-06-03,0.0,522.0,0.0,1577.0,33190.0,4975.0,,,,,,,,
2016-06-06,0.0,522.0,0.0,1526.0,33356.0,5113.0,,,,,,,,
2016-06-07,0.0,522.0,0.0,1426.0,33324.0,5174.0,,,,,,,,
2016-06-08,0.0,522.0,0.0,1226.0,33345.0,5201.0,,,,,,,,
2016-06-13,0.0,522.0,0.0,0.0,33428.0,5193.0,,,,,,,,
2016-06-14,0.0,522.0,0.0,0.0,34168.0,5451.0,97.0,,,,,,,
2016-06-15,0.0,522.0,0.0,0.0,34810.0,5616.0,150.0,,,,,,,
2016-06-16,0.0,522.0,0.0,0.0,35954.0,5856.0,219.0,,,,,,,
2016-06-17,0.0,522.0,0.0,0.0,35118.0,6556.0,295.0,,,,,,,
2016-06-20,0.0,522.0,0.0,0.0,34383.0,6850.0,335.0,,,,,,,
2016-06-21,0.0,522.0,0.0,0.0,34710.0,7190.0,440.0,,,,,,,
2016-06-22,0.0,522.0,0.0,0.0,33202.0,7380.0,473.0,,,,,,,
2016-06-23,0.0,522.0,0.0,0.0,32753.0,7783.0,579.0,,,,,,,
2016-06-24,0.0,522.0,0.0,0.0,31749.0,8396.0,659.0,,,,,,,
2016-06-27,0.0,522.0,0.0,0.0,31637.0,8772.0,847.0,,,,,,,
2016-06-28,0.0,522.0,0.0,0.0,31279.0,9139.0,1110.0,,,,,,,
2016-06-29,0.0,522.0,0.0,0.0,30913.0,9267.0,1306.0,,,,,,,
2016-06-30,0.0,522.0,0.0,0.0,30435.0,9544.0,1348.0,,,,,,,
2016-07-01,0.0,522.0,0.0,0.0,30012.0,9633.0,1337.0,,,,,,,
2016-07-04,0.0,522.0,0.0,0.0,30141.0,10179.0,1333.0,,,,,,,
2016-07-05,0.0,522.0,0.0,0.0,29541.0,10301.0,1373.0,,,,,,,
2016-07-06,0.0,522.0,0.0,0.0,29186.0,10384.0,1374.0,,,,,,,
2016-07-07,0.0,522.0,0.0,0.0,28878.0,10462.0,1388.0,,,,,,,
2016-07-08,0.0,522.0,0.0,0.0,28862.0,10612.0,1432.0,,,,,,,
2016-07-11,0.0,522.0,0.0,0.0,27837.0,11051.0,1530.0,,,,,,,
2016-07-12,0.0,522.0,0.0,0.0,26767.0,11229.0,1581.0,,,,,,,
2016-07-13,0.0,522.0,0.0,0.0,27362.0,11349.0,1606.0,,,,,,,
2016-07-14,0.0,522.0,0.0,0.0,27239.0,11876.0,1614.0,,,,,,,
2016-07-15,0.0,522.0,0.0,0.0,28230.0,11986.0,1615.0,,,,,,,
2016-07-18,0.0,522.0,0.0,0.0,27908.0,12313.0,1671.0,,,,,,,
2016-07-19,0.0,522.0,0.0,0.0,27784.0,12641.0,1669.0,,,,,,,
2016-07-20,0.0,522.0,0.0,0.0,30395.0,13067.0,1663.0,,,,,,,
2016-07-21,0.0,522.0,0.0,0.0,30184.0,12916.0,1697.0,,,,,,,
2016-07-22,0.0,522.0,0.0,0.0,29947.0,13162.0,1705.0,,,,,,,
2016-07-25,0.0,522.0,0.0,0.0,29485.0,13488.0,1875.0,,,,,,,
2016-07-26,0.0,522.0,0.0,0.0,30349.0,14102.0,1897.0,,,,,,,
2016-07-27,0.0,522.0,0.0,0.0,29377.0,14664.0,1942.0,,,,,,,
2016-07-28,0.0,522.0,0.0,0.0,29331.0,16295.0,1948.0,,,,,,,
2016-07-29,0.0,522.0,0.0,0.0,28168.0,17190.0,1933.0,,,,,,,
2016-08-01,0.0,522.0,0.0,0.0,27298.0,17829.0,1974.0,,,,,,,
2016-08-02,0.0,522.0,0.0,0.0,26933.0,19629.0,2076.0,,,,,,,
2016-08-03,0.0,522.0,0.0,0.0,25489.0,21044.0,2445.0,,,,,,,
2016-08-04,0.0,522.0,0.0,0.0,24962.0,21892.0,2723.0,,,,,,,
2016-08-05,0.0,522.0,0.0,0.0,23825.0,23337.0,2717.0,,,,,,,
2016-08-08,0.0,522.0,0.0,0.0,21147.0,24531.0,2762.0,,,,,,,
2016-08-09,0.0,522.0,0.0,0.0,19943.0,26274.0,2798.0,,,,,,,
2016-08-10,0.0,522.0,0.0,0.0,16876.0,28089.0,2998.0,,,,,,,
2016-08-11,0.0,522.0,0.0,0.0,15532.0,29379.0,3027.0,,,,,,,
2016-08-12,0.0,522.0,0.0,0.0,13450.0,30987.0,3091.0,,,,,,,
2016-08-15,0.0,522.0,0.0,0.0,10705.0,32032.0,3379.0,,,,,,,
2016-08-16,0.0,522.0,0.0,0.0,9343.0,32819.0,3865.0,,,,,,,
2016-08-17,0.0,522.0,0.0,0.0,7847.0,33278.0,4133.0,,,,,,,
2016-08-18,0.0,522.0,0.0,0.0,6401.0,33625.0,4339.0,,,,,,,
2016-08-19,0.0,522.0,0.0,0.0,4963.0,33124.0,4599.0,,,,,,,
2016-08-22,0.0,522.0,0.0,0.0,4142.0,33842.0,4640.0,,,,,,,
2016-08-23,0.0,522.0,0.0,0.0,3432.0,34352.0,4858.0,,,,,,,
2016-08-24,0.0,522.0,0.0,0.0,3068.0,33825.0,5076.0,,,,,,,
2016-08-25,0.0,522.0,0.0,0.0,2793.0,33721.0,5041.0,,,,,,,
2016-08-26,0.0,522.0,0.0,0.0,2665.0,33312.0,5065.0,,,,,,,
2016-08-29,0.0,522.0,0.0,0.0,2252.0,33817.0,5162.0,,,,,,,
2016-08-30,0.0,522.0,0.0,0.0,1839.0,35959.0,5483.0,,,,,,,
2016-08-31,0.0,522.0,0.0,0.0,1243.0,35713.0,5562.0,,,,,,,
2016-09-01,0.0,522.0,0.0,0.0,1028.0,35599.0,5787.0,,,,,,,
2016-09-02,0.0,522.0,0.0,0.0,661.0,35861.0,5737.0,,,,,,,
2016-09-05,0.0,522.0,0.0,0.0,583.0,36040.0,5745.0,,,,,,,
2016-09-06,0.0,522.0,0.0,0.0,477.0,36216.0,5854.0,,,,,,,
2016-09-07,0.0,522.0,0.0,0.0,198.0,36340.0,5927.0,,,,,,,
2016-09-08,0.0,522.0,0.0,0.0,198.0,37231.0,5973.0,,,,,,,
2016-09-09,0.0,522.0,0.0,0.0,0.0,37295.0,6044.0,,,,,,,
2016-09-12,0.0,522.0,0.0,0.0,0.0,36353.0,6115.0,249.0,,,,,,
