,RM1305.CZC,RM1307.CZC,RM1308.CZC,RM1309.CZC,RM1311.CZC,RM1401.CZC,RM1403.CZC,RM1405.CZC,RM1407.CZC,RM1408.CZC,RM1409.CZC,RM1411.CZC,RM1501.CZC,RM1503.CZC,RM1505.CZC,RM1507.CZC,RM1508.CZC,RM1509.CZC,RM1511.CZC,RM1601.CZC,RM1603.CZC,RM1605.CZC,RM607.CZC,RM608.CZC,RM609.CZC,RM611.CZC,RM701.CZC,RM703.CZC,RM705.CZC,RM707.CZC,RM708.CZC,RM709.CZC,RM711.CZC,RM801.CZC,RM803.CZC,RM805.CZC,RM807.CZC,RM808.CZC,RM809.CZC,RM811.CZC,RM901.CZC,RM903.CZC
2013-02-25,76070.0,66.0,48.0,259826.0,98056.0,22956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,70020.0,64.0,48.0,240828.0,91066.0,26566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-27,65350.0,60.0,48.0,255540.0,91848.0,30284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,59868.0,64.0,46.0,302016.0,96000.0,32178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,59806.0,60.0,44.0,273402.0,89474.0,33346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-04,59010.0,60.0,40.0,263026.0,85860.0,33786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-05,56920.0,56.0,42.0,286496.0,81872.0,37098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,51376.0,52.0,44.0,286186.0,79792.0,42140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-07,50100.0,52.0,48.0,275398.0,77476.0,43178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-08,48874.0,48.0,42.0,281428.0,77452.0,42812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,46386.0,36.0,84.0,359568.0,80064.0,64714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,40096.0,36.0,46.0,336730.0,77318.0,66270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-13,41494.0,40.0,48.0,314546.0,67302.0,67980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,55552.0,36.0,44.0,318818.0,63830.0,66386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-15,51888.0,36.0,44.0,326162.0,66964.0,72750.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-18,65322.0,50.0,36.0,307992.0,58310.0,83726.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,68818.0,84.0,40.0,321104.0,57432.0,82706.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-20,66686.0,84.0,42.0,309114.0,57798.0,85844.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-21,60752.0,82.0,36.0,272138.0,52682.0,82652.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,56662.0,88.0,138.0,284996.0,53224.0,94896.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,57092.0,94.0,136.0,300540.0,48194.0,100844.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-26,54920.0,90.0,132.0,267862.0,45400.0,99872.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-27,53854.0,88.0,126.0,264100.0,43610.0,96706.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-28,48986.0,80.0,120.0,268856.0,43812.0,95636.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-29,43478.0,82.0,118.0,231440.0,39830.0,96200.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,41554.0,96.0,112.0,242052.0,33990.0,106464.0,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-02,38166.0,88.0,72.0,239100.0,28470.0,114432.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-03,33784.0,82.0,68.0,218542.0,27066.0,119864.0,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-08,29960.0,96.0,60.0,223902.0,24056.0,148694.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-09,28364.0,92.0,60.0,238802.0,22872.0,145700.0,556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-10,23606.0,92.0,48.0,228552.0,22112.0,147602.0,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-11,16074.0,88.0,38.0,226988.0,21852.0,142762.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,14062.0,98.0,52.0,294338.0,21130.0,144920.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-15,11608.0,92.0,70.0,390282.0,20956.0,141768.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-16,10596.0,94.0,80.0,405208.0,18702.0,137334.0,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-17,9218.0,96.0,82.0,360612.0,18222.0,141264.0,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-18,8130.0,96.0,210.0,338810.0,17660.0,133768.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-19,6278.0,94.0,178.0,321126.0,17120.0,138500.0,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-22,5244.0,96.0,176.0,336216.0,16704.0,144038.0,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-23,4088.0,94.0,156.0,312922.0,16366.0,140222.0,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-24,3310.0,118.0,136.0,298738.0,15912.0,152246.0,566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25,3202.0,106.0,134.0,260554.0,15150.0,158694.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,2838.0,104.0,136.0,241220.0,14898.0,144568.0,628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-02,1448.0,94.0,134.0,253028.0,14454.0,144208.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-03,1448.0,96.0,126.0,301506.0,14346.0,146690.0,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-06,1448.0,96.0,126.0,265608.0,14168.0,141346.0,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-07,1448.0,96.0,128.0,249474.0,14154.0,146608.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-08,1448.0,90.0,126.0,244316.0,13946.0,140180.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-09,1448.0,90.0,118.0,244076.0,13912.0,138600.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-10,1448.0,90.0,118.0,243342.0,13922.0,138078.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,1448.0,84.0,94.0,242494.0,13784.0,163816.0,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-14,1448.0,76.0,94.0,225052.0,13620.0,171114.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15,0.0,58.0,88.0,245466.0,13326.0,170970.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,0.0,54.0,86.0,232168.0,13242.0,181026.0,610.0,7116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,0.0,54.0,86.0,212248.0,13338.0,180134.0,610.0,8438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,0.0,54.0,86.0,206016.0,13354.0,185352.0,568.0,11218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,0.0,54.0,90.0,200796.0,13342.0,186344.0,328.0,15280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-22,0.0,54.0,84.0,204662.0,13144.0,191504.0,318.0,17270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-23,0.0,54.0,68.0,207054.0,12432.0,200164.0,252.0,19140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-24,0.0,54.0,64.0,192412.0,11646.0,204392.0,254.0,19344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27,0.0,40.0,64.0,191910.0,11530.0,194734.0,250.0,20222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-28,0.0,44.0,58.0,190488.0,11354.0,199574.0,238.0,24058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,0.0,42.0,58.0,187768.0,11452.0,190040.0,190.0,26460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-30,0.0,40.0,58.0,165686.0,11288.0,191326.0,194.0,28840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,0.0,36.0,56.0,168396.0,10976.0,208178.0,178.0,29670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-03,0.0,36.0,52.0,171310.0,10326.0,212480.0,164.0,31252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04,0.0,38.0,50.0,176724.0,10360.0,212852.0,150.0,39614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05,0.0,38.0,58.0,207204.0,8522.0,287456.0,190.0,48644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06,0.0,38.0,52.0,197788.0,8126.0,280604.0,140.0,51538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07,0.0,38.0,38.0,158784.0,7436.0,228728.0,150.0,47592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,0.0,40.0,52.0,138060.0,7328.0,219126.0,178.0,49680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,0.0,34.0,52.0,196318.0,7376.0,250438.0,172.0,55124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,0.0,34.0,54.0,215076.0,7466.0,329232.0,156.0,67870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,0.0,36.0,52.0,200654.0,7500.0,358558.0,140.0,76226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,0.0,38.0,52.0,186638.0,7506.0,354028.0,140.0,80216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,0.0,40.0,52.0,160956.0,7362.0,369386.0,148.0,81200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,0.0,40.0,56.0,129074.0,7366.0,373394.0,152.0,80662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,0.0,40.0,46.0,119910.0,7340.0,383298.0,144.0,81226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,0.0,38.0,46.0,137074.0,7360.0,374198.0,150.0,83152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,0.0,38.0,46.0,143764.0,7426.0,409188.0,152.0,86710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,0.0,36.0,44.0,131676.0,7622.0,422020.0,152.0,85660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,0.0,20.0,44.0,115576.0,7776.0,420078.0,166.0,85872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,0.0,18.0,38.0,123676.0,7634.0,436906.0,174.0,76994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,0.0,18.0,38.0,131266.0,7512.0,501588.0,172.0,82076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,0.0,18.0,38.0,128814.0,7440.0,545610.0,166.0,86530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,0.0,18.0,34.0,115984.0,7606.0,550450.0,176.0,87274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,0.0,16.0,32.0,103612.0,7624.0,526912.0,186.0,95682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,0.0,16.0,30.0,95368.0,7456.0,531586.0,186.0,99764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,0.0,16.0,30.0,89732.0,7030.0,507024.0,176.0,101656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,0.0,16.0,30.0,72874.0,7270.0,468790.0,170.0,104992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,0.0,16.0,26.0,68890.0,7260.0,491366.0,148.0,115708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,0.0,0.0,26.0,79084.0,7986.0,512116.0,148.0,130056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,0.0,0.0,26.0,85910.0,7654.0,543884.0,150.0,129958.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,0.0,0.0,26.0,83120.0,7724.0,592146.0,144.0,156712.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,0.0,0.0,24.0,74040.0,7738.0,604312.0,152.0,165888.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,0.0,0.0,24.0,83154.0,7664.0,645476.0,128.0,194188.0,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,0.0,0.0,24.0,85956.0,7618.0,814724.0,132.0,239408.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,0.0,0.0,18.0,87068.0,7406.0,772586.0,204.0,278422.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,0.0,0.0,18.0,84722.0,7510.0,814214.0,182.0,297700.0,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,0.0,0.0,18.0,88944.0,7486.0,872826.0,176.0,321328.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,0.0,0.0,18.0,83920.0,7454.0,874642.0,178.0,328200.0,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,0.0,0.0,18.0,90330.0,7406.0,807588.0,200.0,328500.0,1006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,0.0,0.0,18.0,95346.0,7492.0,815316.0,224.0,331680.0,1128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,0.0,0.0,4.0,119642.0,7996.0,829018.0,220.0,337692.0,1122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,0.0,0.0,0.0,111218.0,8124.0,824444.0,390.0,360874.0,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,0.0,0.0,0.0,107072.0,8152.0,823812.0,400.0,383170.0,1094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,0.0,0.0,0.0,115732.0,10084.0,821190.0,382.0,379994.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,0.0,0.0,0.0,116040.0,14484.0,995574.0,224.0,396884.0,1182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,0.0,0.0,0.0,109682.0,22088.0,1027258.0,224.0,421470.0,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,0.0,0.0,0.0,108640.0,43212.0,1031212.0,248.0,425788.0,1858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,0.0,0.0,0.0,102626.0,48566.0,962886.0,248.0,419612.0,2032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,0.0,0.0,0.0,83856.0,60286.0,986630.0,264.0,414970.0,2358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,0.0,0.0,0.0,63206.0,90394.0,989596.0,278.0,418112.0,2188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,0.0,0.0,0.0,52832.0,92828.0,929288.0,236.0,417634.0,1942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,0.0,0.0,0.0,48394.0,112306.0,999468.0,254.0,415516.0,1910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,0.0,0.0,0.0,43036.0,130994.0,993408.0,330.0,464664.0,1782.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,0.0,0.0,0.0,38028.0,129058.0,977810.0,328.0,443000.0,2056.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,0.0,0.0,0.0,31012.0,135556.0,980950.0,292.0,435540.0,2010.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,0.0,0.0,0.0,27200.0,160580.0,943650.0,332.0,462114.0,1986.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,0.0,0.0,0.0,21120.0,177700.0,987282.0,334.0,466410.0,1760.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,0.0,0.0,0.0,16850.0,165692.0,1040404.0,362.0,455688.0,1668.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,0.0,0.0,0.0,15272.0,168956.0,1010782.0,420.0,450884.0,1674.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,0.0,0.0,0.0,12108.0,155876.0,938034.0,398.0,444846.0,1510.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,0.0,0.0,0.0,10952.0,140912.0,823856.0,396.0,414014.0,1416.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,0.0,0.0,0.0,9062.0,141322.0,828766.0,388.0,418640.0,1432.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,0.0,0.0,0.0,7082.0,154610.0,773648.0,356.0,444796.0,1578.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,0.0,0.0,0.0,3692.0,245206.0,817358.0,374.0,459500.0,1512.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,0.0,0.0,0.0,2046.0,232728.0,800330.0,406.0,432448.0,1400.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,0.0,0.0,0.0,1832.0,236916.0,807620.0,614.0,420182.0,1312.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,0.0,0.0,0.0,1120.0,229366.0,859432.0,612.0,428410.0,1324.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,0.0,0.0,0.0,1200.0,237150.0,854954.0,600.0,391276.0,1420.0,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,0.0,0.0,0.0,1220.0,230140.0,825840.0,560.0,407976.0,1410.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,0.0,0.0,0.0,1300.0,244100.0,931136.0,560.0,423740.0,1594.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,0.0,0.0,0.0,1354.0,227386.0,927366.0,588.0,422862.0,1722.0,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,0.0,0.0,0.0,1394.0,252836.0,936358.0,608.0,427264.0,1656.0,322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,0.0,0.0,0.0,1424.0,274360.0,940432.0,626.0,427446.0,1620.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-13,0.0,0.0,0.0,0.0,238790.0,919702.0,538.0,392984.0,1582.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-16,0.0,0.0,0.0,0.0,230178.0,895408.0,530.0,405724.0,1506.0,260.0,9368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-17,0.0,0.0,0.0,0.0,234752.0,874416.0,530.0,387370.0,1482.0,270.0,12876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-18,0.0,0.0,0.0,0.0,242884.0,823776.0,530.0,382356.0,1432.0,262.0,28010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-23,0.0,0.0,0.0,0.0,243792.0,858734.0,526.0,379408.0,1384.0,234.0,37954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
