,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1806.CFE,IC1804.CFE,IC1805.CFE,IC1809.CFE
2015/4/16,7707.8,7652.4,,,7643.2,,,7625.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/17,7758.2,7674.8,,,7608.8,,,7562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/20,7622.2,7505,,,7419.4,,,7388.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/21,8140.4,8075,,,8024,,,7941.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/22,8189.8,8126.6,,,8029,,,7926.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/23,8265.6,8204,,,8102,,,8043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/24,8327.2,8240,,,8120,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/27,8347.2,8262.6,,,8187,,,8068.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/28,8147,8054,,,7993.4,,,7894.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/29,8302.2,8209,,,8118,,,8024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/4/30,8338.8,8234.6,,,8154,,,8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/4,8347.2,8226.4,,,8140.4,,,8031.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/5,8145,8019.4,,,7935.4,,,7830.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/6,8040.8,7933,,,7835.2,,,7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/7,7911.4,7834.4,,,7716,,,7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/8,8171.2,8085,,,7976.6,,,7859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/11,8489.8,8394,,,8211.6,,,8109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/12,8647.8,8557.6,,,8323.8,,,8226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/13,8695.8,8571.6,,,8367.4,,,8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/14,8760.4,8603,,,8345,,,8162.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/15,8755.2,8579.8,,,8348.6,,,8216.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/18,,8798.4,8705.6,,8557.6,,,8378.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/19,,9120.8,9043.6,,8969,,,8800.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/20,,9286.8,9203,,9156.2,,,8990.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/21,,9734.6,9666.6,,9594.2,,,9435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/22,,9741.2,9680.2,,9611.8,,,9449.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/25,,9966.6,9912.2,,9804,,,9646.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/26,,10532.2,10482.2,,10395,,,10200.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/27,,10552,10582,,10582.4,,,10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/28,,9977.2,10059,,10036,,,9840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/5/29,,10121,10170,,10245,,,10035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/1,,11025.6,11022.6,,11130,,,10906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/2,,11250.4,11312,,11430,,,11387.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/3,,11103.2,11134.4,,11248.4,,,11115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/4,,10869.2,10918.2,,10895.4,,,10697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/5,,10949,10944.6,,10900.4,,,10691.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/8,,10602.6,10529.8,,10451,,,10195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/9,,10700.4,10603,,10478,,,10230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/10,,10987.8,10853.2,,10775,,,10543.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/11,,11258.8,11133.8,,11044.8,,,10811.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/12,,11427.8,11400,,11375.6,,,11168.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/15,,11228.6,11222.6,,11177.8,,,10969.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/16,,10839,10714.2,,10663.2,,,10448.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/17,,11033.4,10988.8,,10903,,,10685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/18,,10672.6,10585,,10495.4,,,10265.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/19,,10210,9990,,9915.6,,,9650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/23,,,9862.6,9835,9782.2,,,9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/24,,,10058,9973.8,9909.4,,,9655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/25,,,9381.6,9259.4,9188,,,8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/26,,,8629,8519.4,8448.6,,,8219.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/29,,,7768.4,7667.6,7603.8,,,7397.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/6/30,,,8346,8205.8,8099.6,,,7876.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/1,,,7509.4,7380,7282.4,,,7086.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/2,,,7667.8,7510,7419,,,7249.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/3,,,7404.8,7275.8,7226.8,,,7062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/6,,,7440,7323.8,7217.8,,,6996.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/7,,,6516.2,6430.4,6334.2,,,6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/8,,,5956.6,5870.6,5786,,,5605.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/9,,,6552.2,6457.6,6364.6,,,6165.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/10,,,7207.4,7103.2,7001,,,6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/13,,,7569.6,7400,7131.2,,,6970.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/14,,,7645,7510.2,7336.2,,,7076.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/15,,,7136,6836.4,6665.8,,,6421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/16,,,7531.8,7226.6,6985.4,,,6643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/17,,,7934.4,7857.6,7599,,,7249.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/20,,,,7589,7315,,,6991,,,6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/21,,,,7715,7470,,,7100.8,,,6994.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/22,,,,7773,7518.8,,,7185,,,7033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/23,,,,8386,8225,,,7839.8,,,7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/24,,,,7980,7740,,,7419,,,7279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/27,,,,7341.4,7131.2,,,6823.8,,,6713.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/28,,,,7221,6939,,,6649,,,6503.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/29,,,,7702.8,7419.2,,,7111.2,,,6986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/30,,,,7232,6948.2,,,6658.6,,,6471.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/7/31,,,,7399,7100,,,6780.6,,,6638.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/3,,,,7065.2,6767.4,,,6410,,,6299.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/4,,,,7657.6,7290.8,,,6957,,,6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/5,,,,7486.4,7140,,,6802,,,6661.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/6,,,,7545.4,7235.8,,,6895,,,6754.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/7,,,,7851.2,7637.6,,,7285.6,,,7121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/10,,,,8330,8143,,,7780,,,7673.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/11,,,,8200.6,7968,,,7620,,,7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/12,,,,8082.2,7832.2,,,7445.6,,,7285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/13,,,,8345.8,8060,,,7665,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/14,,,,8397,8070,,,7662,,,7540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/17,,,,8659,8338.8,,,7819,,,7640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/18,,,,7802,7450.2,,,7000,,,6799.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/19,,,,8151.2,7710.6,,,7251,,,7048.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/20,,,,8003,7557,,,7050,,,6826.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/21,,,,7749.4,7207.4,,,6680,,,6431.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/24,,,,,6523.6,6523.6,,6033.6,,,5839.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/25,,,,,5871.4,5871.4,,5434.2,,,5257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/26,,,,,5400.2,5284.4,,4950,,,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/27,,,,,5928.2,5696.2,,5438.6,,,5297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/28,,,,,6402.6,6137.4,,5848,,,5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/8/31,,,,,5961.4,5663.8,,5367.8,,,5222.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/9/1,,,,,5373,5095.6,,4851,,,4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
