,C.DCE,M.DCE,index,c_standard,m_standard,index_standard,,C,M,,,,,"corr(c,index)","corr(m,index)","corr(c,m)"
2015/6/18,2387,2516,1190.405283,1.716031632,1.04964539,1.190405283,,1388.968611,3927.891895,,,,,,,
2015/6/19,2383,2529,1190.360951,1.713156003,1.055068836,1.190360951,,1386.641056,3948.187044,,,,,,,
2015/6/23,2395,2599,1202.842948,1.72178289,1.084272007,1.202842948,,1393.623722,4057.468615,,,,,,,
2015/6/24,2383,2579,1196.02563,1.713156003,1.075928244,1.19602563,,1388.430899,4026.245309,,,,,,,
2015/6/25,2329.8,2573,1193.640087,1.674910137,1.073425115,1.193640087,,1387.132694,4016.878317,,,,,,,
2015/6/26,2273.8,2605,1194.32823,1.63465133,1.086775136,1.19432823,,1383.238077,4066.835607,,,,,,,
2015/6/29,2214,2615,1190.665724,1.591660676,1.090947017,1.190665724,,1379.992563,4082.44726,,,,,,,
2015/6/30,2152,2574,1178.462232,1.547088426,1.073842303,1.178462232,,1370.256021,4018.439483,,,,,,,
2015/7/1,2131,2642,1194.95812,1.531991373,1.102211097,1.19495812,,1383.238077,4124.598723,,,,,,,
2015/7/2,2131,2685,1200.214059,1.531991373,1.120150188,1.200214059,,1383.238077,4191.728831,,,,,,,
2015/7/3,2143,2720,1209.402651,1.54061826,1.134751773,1.209402651,,1391.02731,4246.369617,,,,,,,
2015/7/6,2129,2707,1202.084727,1.530553559,1.129328327,1.202084727,,1381.939871,4226.074468,,,,,,,
2015/7/7,2097,2720,1190.579057,1.507548526,1.134751773,1.190579057,,1361.168581,4246.369617,,,,,,,
2015/7/8,2045,2640,1159.521721,1.470165349,1.101376721,1.159521721,,1327.415236,4121.476393,,,,,,,
2015/7/9,2081,2629,1172.908687,1.49604601,1.096787651,1.172908687,,1350.782937,4104.303574,,,,,,,
2015/7/10,2103,2714,1192.300922,1.51186197,1.132248644,1.192300922,,1365.063198,4237.002625,,,,,,,
2015/7/13,2084,2735,1187.092813,1.498202732,1.141009595,1.187092813,,1352.730245,4269.787096,,,,,,,
2015/7/14,2057,2785,1182.155738,1.478792236,1.161869003,1.182155738,,1335.204469,4347.845361,,,,,,,
2015/7/15,2055,2788,1181.704014,1.477354421,1.163120567,1.181704014,,1333.906264,4352.528857,,,,,,,
2015/7/16,2089,2761,1192.316865,1.501797268,1.151856487,1.192316865,,1355.975759,4310.377394,,,,,,,
2015/7/17,2088,2757,1191.418732,1.501078361,1.150187735,1.191418732,,1355.326656,4304.132733,,,,,,,
2015/7/20,2082,2699,1181.874075,1.496764917,1.125990822,1.181874075,,1351.432039,4213.585145,,,,,,,
2015/7/21,2074,2698,1178.478175,1.491013659,1.125573634,1.178478175,,1346.239217,4212.02398,,,,,,,
2015/7/22,2078,2714,1182.070707,1.493889288,1.132248644,1.182070707,,1348.835628,4237.002625,,,,,,,
2015/7/23,2075,2725,1182.187624,1.491732566,1.136837714,1.182187624,,1346.88832,4261.573861,,,,,,,
2015/7/24,2052,2717.4,1170.636502,1.475197699,1.133667084,1.170636502,,1331.958955,4224.717006,,,,,,,
2015/7/27,1994,2685.8,1142.067755,1.433501078,1.120483938,1.142067755,,1294.310993,4163.288915,,,,,,,
2015/7/28,1998,2658.8,1139.385146,1.436376707,1.109219858,1.139385146,,1296.907404,4103.396525,,,,,,,
2015/7/29,2015,2675.8,1147.584051,1.448598131,1.116312057,1.147584051,,1307.942151,4120.289251,,,,,,,
2015/7/30,2005,2695,1144.96994,1.441409058,1.124322069,1.14496994,,1301.451123,4138.717678,,,,,,,
2015/7/31,2017,2698,1150.22462,1.450035945,1.125573634,1.15022462,,1309.240357,4143.324785,,,,,,,
2015/8/3,2011,2681,1145.710781,1.445722502,1.118481435,1.145710781,,1305.34574,4117.217846,,,,,,,
2015/8/4,2023,2687,1151.33059,1.454349389,1.120984564,1.15133059,,1313.134974,4126.43206,,,,,,,
2015/8/5,2005,2719,1147.890971,1.441409058,1.134334585,1.147890971,,1301.451123,4175.574533,,,,,,,
2015/8/6,2008,2724,1149.721906,1.44356578,1.136420526,1.149721906,,1303.398432,4183.253045,,,,,,,
2015/8/7,1994,2707,1141.948367,1.433501078,1.129328327,1.141948367,,1294.310993,4157.146106,,,,,,,
2015/8/10,2004,2751,1151.378216,1.440690151,1.147684606,1.151378216,,1300.802021,4224.717006,,,,,,,
2015/8/11,2015,2801,1161.945785,1.448598131,1.168544013,1.161945785,,1307.942151,4301.502121,,,,,,,
2015/8/12,2006,2799,1158.035202,1.442127965,1.167709637,1.158035202,,1302.100226,4298.430716,,,,,,,
2015/8/13,2017,2762,1158.014035,1.450035945,1.152273675,1.158014035,,1309.240357,4241.609732,,,,,,,
2015/8/14,2027,2731,1158.315663,1.457225018,1.139340843,1.158315663,,1315.731385,4194.002961,,,,,,,
2015/8/17,2030,2718,1157.955826,1.45938174,1.133917397,1.157955826,,1317.678693,4174.038831,,,,,,,
2015/8/18,2039,2723,1162.231538,1.465851905,1.136003338,1.162231538,,1323.520619,4181.717342,,,,,,,
2015/8/19,2033,2676,1154.06641,1.461538462,1.116395494,1.15406641,,1319.626002,4109.539335,,,,,,,
2015/8/20,2019,2675,1148.240224,1.45147376,1.115978306,1.148240224,,1310.538563,4108.003632,,,,,,,
2015/8/21,2007,2685,1144.567769,1.442846873,1.120150188,1.144567769,,1302.749329,4123.360655,,,,,,,
2015/8/24,1989,2641,1131.878219,1.429906542,1.101793909,1.131878219,,1291.065478,4055.789754,,,,,,,
2015/8/25,2010,2650,1141.53032,1.445003595,1.105548602,1.14153032,,1304.696637,4069.611075,,,,,,,
2015/8/26,2018,2694,1150.145244,1.450754853,1.123904881,1.150145244,,1309.88946,4137.181976,,,,,,,
2015/8/27,2013,2697,1148.47306,1.447160316,1.125156446,1.14847306,,1306.643946,4141.789083,,,,,,,
2015/8/28,2018,2724,1153.796533,1.450754853,1.136420526,1.153796533,,1309.88946,4183.253045,,,,,,,
2015/8/31,1981,2700,1135.799385,1.424155284,1.12640801,1.135799385,,1285.872656,4146.39619,,,,,,,
2015/9/1,1941,2672,1116.093012,1.395398994,1.114726742,1.116093012,,1259.908544,4103.396525,,,,,,,
2015/9/2,1942,2675,1116.865603,1.396117901,1.115978306,1.116865603,,1260.557647,4108.003632,,,,,,,
2015/9/7,1947,2656,1116.590434,1.399712437,1.108051731,1.116590434,,1263.803161,4078.825289,,,,,,,
2015/9/8,1950,2663,1118.664789,1.401869159,1.110972048,1.118664789,,1269.09104,4089.575205,,,,,,,
2015/9/9,1955.4,2686,1126.125488,1.405751258,1.120567376,1.126125488,,1272.395965,4124.896357,,,,,,,
2015/9/10,1943.6,2684,1124.161031,1.397268152,1.119733,1.124161031,,1264.464146,4121.824953,,,,,,,
2015/9/11,1946.2,2685,1129.544736,1.399137311,1.120150188,1.129544736,,1273.717934,4123.360655,,,,,,,
2015/9/14,1924.8,2711,1127.881004,1.383752696,1.13099708,1.127881004,,1266.4471,4163.288915,,,,,,,
2015/9/15,1914,2734,1129.896181,1.375988497,1.140592407,1.129896181,,1265.125131,4198.610067,,,,,,,
2015/9/16,1920,2729,1131.760891,1.380301941,1.138506466,1.131760891,,1269.09104,4190.931556,,,,,,,
2015/9/17,1908,2728,1126.671898,1.371675054,1.138089278,1.126671898,,1261.159221,4189.395854,,,,,,,
2015/9/18,1862,2710,1105.413126,1.33860532,1.130579892,1.105413126,,1230.753915,4161.753212,,,,,,,
2015/9/21,1853,2671,1096.868777,1.332135155,1.114309554,1.096868777,,1224.805051,4101.860823,,,,,,,
2015/9/22,1843,2676,1093.348935,1.324946082,1.116395494,1.093348935,,1218.195201,4109.539335,,,,,,,
2015/9/23,1834,2665,1088.265316,1.318475917,1.111806425,1.088265316,,1212.246337,4092.646609,,,,,,,
2015/9/24,1837,2670,1090.124652,1.320632638,1.113892365,1.090124652,,1214.229292,4100.325121,,,,,,,
2015/9/25,1845,2671,1093.558513,1.326383896,1.114309554,1.093558513,,1219.517171,4101.860823,,,,,,,
2015/9/28,1830,2678,1088.216951,1.315600288,1.117229871,1.088216951,,1209.602398,4112.610739,,,,,,,
2015/9/29,1806,2652,1075.072625,1.298346513,1.106382979,1.075072625,,1193.73876,4072.68248,,,,,,,
2015/9/30,1802,2666,1075.147858,1.295470884,1.112223613,1.075147858,,1191.09482,4094.182312,,,,,,,
2015/10/8,1798,2667,1073.616324,1.292595255,1.112640801,1.073616324,,1188.45088,4095.718014,,,,,,,
2015/10/9,1807,2652,1075.486408,1.299065421,1.106382979,1.075486408,,1194.399744,4072.68248,,,,,,,
2015/10/12,1791,2652,1068.86588,1.287562904,1.106382979,1.06886588,,1183.823986,4072.68248,,,,,,,
2015/10/13,1772,2659,1061.869187,1.273903666,1.109303296,1.061869187,,1171.265272,4083.432396,,,,,,,
2015/10/14,1787,2688,1071.660259,1.284687275,1.121401752,1.071660259,,1181.180046,4127.967762,,,,,,,
2015/10/15,1802,2695,1078.732186,1.295470884,1.124322069,1.078732186,,1191.09482,4138.717678,,,,,,,
2015/10/16,1802,2689,1077.990601,1.295470884,1.12181894,1.077990601,,1191.09482,4129.503464,,,,,,,
2015/10/19,1806,2667,1076.926588,1.298346513,1.112640801,1.076926588,,1193.73876,4095.718014,,,,,,,
2015/10/20,1794,2640,1068.624059,1.289719626,1.101376721,1.068624059,,1185.806941,4054.254052,,,,,,,
2015/10/21,1801,2622,1069.295785,1.294751977,1.093867334,1.069295785,,1190.433835,4026.611411,,,,,,,
2015/10/22,1801,2616,1068.5542,1.294751977,1.091364205,1.0685542,,1190.433835,4017.397197,,,,,,,
2015/10/23,1801,2592,1065.58786,1.294751977,1.08135169,1.06558786,,1190.433835,3980.540342,,,,,,,
2015/10/26,1823,2574,1072.46633,1.310567937,1.073842303,1.07246633,,1204.975503,3952.897701,,,,,,,
2015/10/27,1830,2566,1074.37403,1.315600288,1.070504798,1.07437403,,1209.602398,3940.612082,,,,,,,
2015/10/28,1826,2582,1074.696459,1.312724659,1.077179808,1.074696459,,1206.958458,3965.183319,,,,,,,
2015/10/29,1818,2572,1070.15022,1.3069734,1.073007927,1.07015022,,1201.670579,3949.826296,,,,,,,
2015/10/30,1815,2560,1067.425701,1.304816679,1.068001669,1.067425701,,1199.687624,3931.397869,,,,,,,
2015/11/2,1818,2556,1068.17266,1.3069734,1.066332916,1.06817266,,1201.670579,3925.255059,,,,,,,
2015/11/3,1828,2528,1068.849759,1.314162473,1.054651648,1.068849759,,1208.280428,3882.255395,,,,,,,
2015/11/4,1840,2521,1072.949972,1.32278936,1.051731331,1.072949972,,1216.212247,3871.505479,,,,,,,
2015/11/5,1837,2507,1069.978258,1.320632638,1.045890697,1.069978258,,1214.229292,3850.005647,,,,,,,
2015/11/6,1839,2477,1067.097899,1.322070453,1.033375052,1.067097899,,1215.551262,3803.934578,,,,,,,
2015/11/9,1891,2470,1087.74943,1.35945363,1.030454735,1.08774943,,1249.922477,3793.184662,,,,,,,
2015/11/10,1858,2464,1073.353007,1.335729691,1.027951606,1.073353007,,1228.109975,3783.970449,,,,,,,
2015/11/11,1844,2467,1067.930838,1.325664989,1.029203171,1.067930838,,1218.856186,3788.577555,,,,,,,
2015/11/12,1862,2477,1076.614907,1.33860532,1.033375052,1.076614907,,1230.753915,3803.934578,,,,,,,
2015/11/13,1874,2460,1079.479145,1.347232207,1.026282854,1.079479145,,1238.685734,3777.827639,,,,,,,
2015/11/16,1873,2438,1076.346217,1.3465133,1.017104714,1.076346217,,1238.024749,3744.042189,,,,,,,
2015/11/17,1861,2416,1068.661676,1.337886413,1.007926575,1.068661676,,1230.09293,3710.256738,,,,,,,
2015/11/18,1873,2421,1074.245059,1.3465133,1.010012516,1.074245059,,1238.024749,3717.93525,,,,,,,
2015/11/19,1861,2408,1067.672896,1.337886413,1.00458907,1.067672896,,1230.09293,3697.97112,,,,,,,
2015/11/20,1849,2380,1059.24677,1.329259526,0.992907801,1.05924677,,1222.161111,3654.971456,,,,,,,
2015/11/23,1853,2336,1055.463611,1.332135155,0.974551523,1.055463611,,1224.805051,3569.174004,,,,,,,
2015/11/24,1861,2339.4,1060.386177,1.337886413,0.975969962,1.060386177,,1230.09293,3564.494143,,,,,,,
2015/11/25,1860,2355.6,1063.664482,1.337167505,0.982728411,1.063664482,,1229.431945,3612.852707,,,,,,,
2015/11/26,1874,2374.2,1073.429278,1.347232207,0.99048811,1.073429278,,1238.685734,3654.971456,,,,,,,
2015/11/27,1883,2374.2,1079.115789,1.353702372,0.99048811,1.079115789,,1244.634598,3679.930715,,,,,,,
2015/11/30,1896,2346,1082.917781,1.363048167,0.978723404,1.082917781,,1253.227402,3659.651317,,,,,,,
2015/12/1,1888,2363,1081.699194,1.357296909,0.985815603,1.081699194,,1247.939523,3686.170529,,,,,,,
2015/12/2,1893,2376,1085.403699,1.360891445,0.991239049,1.085403699,,1251.244447,3706.449927,,,,,,,
2015/12/3,1897,2353,1084.206776,1.363767074,0.981643721,1.084206776,,1253.888387,3670.570993,,,,,,,
2015/12/4,1896,2330,1080.924714,1.363048167,0.972048394,1.080924714,,1253.227402,3634.692058,,,,,,,
2015/12/7,1872,2359,1074.528486,1.345794393,0.98414685,1.074528486,,1237.363764,3679.930715,,,,,,,
2015/12/8,1864,2322,1066.583297,1.340043134,0.968710889,1.066583297,,1232.075885,3622.212429,,,,,,,
2015/12/9,1871,2304,1067.26029,1.345075485,0.961201502,1.06726029,,1236.702779,3594.133263,,,,,,,
2015/12/10,1876,2297,1068.473462,1.348670022,0.958281185,1.068473462,,1240.007704,3583.213587,,,,,,,
2015/12/11,1886,2316,1075.010505,1.355859094,0.96620776,1.075010505,,1246.617553,3612.852707,,,,,,,
2015/12/14,1896,2336,1081.672114,1.363048167,0.974551523,1.081672114,,1253.227402,3644.05178,,,,,,,
2015/12/15,1899,2351,1084.791697,1.365204889,0.980809345,1.084791697,,1255.210357,3667.451085,,,,,,,
2015/12/16,1898,2348,1084.00097,1.364485981,0.979557781,1.08400097,,1254.549372,3662.771224,,,,,,,
2015/12/17,1907,2336,1086.259418,1.370956147,0.974551523,1.086259418,,1260.498236,3644.05178,,,,,,,
2015/12/18,1914,2341,1089.801445,1.375988497,0.976637463,1.089801445,,1265.125131,3651.851549,,,,,,,
2015/12/21,1926,2385,1100.28671,1.384615385,0.994993742,1.10028671,,1273.05695,3720.48951,,,,,,,
2015/12/22,1930,2410,1105.068988,1.387491014,1.005423446,1.105068988,,1275.700889,3759.488352,,,,,,,
2015/12/23,1909,2398,1094.816608,1.372393961,1.000417188,1.094816608,,1261.820206,3740.768908,,,,,,,
2015/12/24,1912,2387,1094.697457,1.374550683,0.995828118,1.094697457,,1263.803161,3723.609418,,,,,,,
2015/12/25,1905,2375,1090.283464,1.369518332,0.990821861,1.090283464,,1259.176266,3704.889974,,,,,,,
2015/12/28,1872,2354,1073.905652,1.345794393,0.982060909,1.073905652,,1237.363764,3672.130946,,,,,,,
2015/12/29,1875,2355,1075.281302,1.347951114,0.982478098,1.075281302,,1239.346719,3673.6909,,,,,,,
2015/12/30,1893,2363,1083.784332,1.360891445,0.985815603,1.083784332,,1251.244447,3686.170529,,,,,,,
2015/12/31,1893,2367,1084.282599,1.360891445,0.987484355,1.084282599,,1251.244447,3692.410344,,,,,,,
2016/1/4,1889,2342,1079.500321,1.358015816,0.977054652,1.079500321,,1248.600508,3653.411502,,,,,,,
2016/1/5,1901,2336,1083.757252,1.366642703,0.974551523,1.083757252,,1256.532327,3644.05178,,,,,,,
2016/1/6,1919,2340,1091.762016,1.379583034,0.976220275,1.091762016,,1268.430055,3650.291595,,,,,,,
2016/1/7,1917,2369,1094.540395,1.378145219,0.988318732,1.094540395,,1267.108085,3695.530251,,,,,,,
2016/1/8,1913,2391,1095.612751,1.37526959,0.997496871,1.095612751,,1264.464146,3729.849232,,,,,,,
2016/1/11,1904,2393,1092.108636,1.368799425,0.998331247,1.092108636,,1258.515281,3732.96914,,,,,,,
2016/1/12,1908,2382,1092.406513,1.371675054,0.993742178,1.092406513,,1261.159221,3715.809649,,,,,,,
2016/1/13,1907,2392,1093.235152,1.370956147,0.997914059,1.093235152,,1260.498236,3731.409186,,,,,,,
2016/1/14,1905,2397,1093.023931,1.369518332,1,1.093023931,,1259.176266,3739.208954,,,,,,,
2016/1/15,1905,2405,1094.020464,1.369518332,1.003337505,1.094020464,,1259.176266,3751.688584,,,,,,,
2016/1/18,1916,2433,1102.095635,1.377426312,1.015018773,1.102095635,,1266.4471,3795.367287,,,,,,,
2016/1/19,1908,2461,1102.247281,1.371675054,1.026700042,1.102247281,,1261.159221,3839.045989,,,,,,,
2016/1/20,1906,2453,1100.416693,1.370237239,1.023362537,1.100416693,,1259.837251,3826.56636,,,,,,,
2016/1/21,1904,2436,1097.465004,1.368799425,1.016270338,1.097465004,,1258.515281,3800.047148,,,,,,,
2016/1/22,1914,2444,1102.631813,1.375988497,1.019607843,1.102631813,,1265.125131,3812.526777,,,,,,,
2016/1/25,1916,2443,1103.341302,1.377426312,1.019190655,1.103341302,,1266.4471,3810.966823,,,,,,,
2016/1/26,1919,2439,1104.094118,1.379583034,1.017521902,1.104094118,,1268.430055,3804.727009,,,,,,,
2016/1/27,1935,2441,1111.015693,1.39108555,1.018356279,1.111015693,,1279.005814,3807.846916,,,,,,,
2016/1/28,1940,2448,1113.972798,1.394680086,1.021276596,1.113972798,,1282.310738,3818.766592,,,,,,,
2016/1/29,1935,2424,1108.898059,1.39108555,1.01126408,1.108898059,,1279.005814,3781.327703,,,,,,,
2016/2/1,1938,2437,1111.768509,1.393242272,1.016687526,1.111768509,,1280.988769,3801.607101,,,,,,,
2016/2/2,1936,2449,1112.429254,1.391804457,1.021693784,1.112429254,,1279.666799,3820.326545,,,,,,,
2016/2/3,1943,2447,1115.099314,1.396836808,1.020859408,1.115099314,,1284.293693,3817.206638,,,,,,,
2016/2/4,1959,2446,1121.647189,1.408339324,1.020442219,1.121647189,,1294.869452,3815.646684,,,,,,,
2016/2/5,1958,2435,1119.859928,1.407620417,1.01585315,1.119859928,,1294.208467,3798.487194,,,,,,,
2016/2/15,1962,2429,1120.780638,1.410496046,1.013350021,1.120780638,,1296.852407,3789.127472,,,,,,,
2016/2/16,1972,2424,1124.328081,1.417685119,1.01126408,1.124328081,,1303.462256,3781.327703,,,,,,,
2016/2/17,1950,2401,1112.28844,1.401869159,1.001668753,1.11228844,,1288.920588,3745.448769,,,,,,,
2016/2/18,1948,2388,1109.835017,1.400431344,0.996245307,1.109835017,,1287.598618,3725.169371,,,,,,,
2016/2/19,1945,2391,1108.957635,1.398274623,0.997496871,1.108957635,,1285.615663,3729.849232,,,,,,,
2016/2/22,1912,2399,1096.192257,1.374550683,1.000834376,1.096192257,,1269.478228,3742.328862,,,,,,,
2016/2/23,1850.6,2396,1091.811842,1.330409777,0.999582812,1.091811842,,1257.951488,3737.649001,,,,,,,
2016/2/24,1774.4,2360,1077.233466,1.275629044,0.984564038,1.077233466,,1244.119401,3681.490668,,,,,,,
2016/2/25,1705.6,2345,1067.701354,1.226168224,0.978306216,1.067701354,,1232.592662,3658.091363,,,,,,,
2016/2/26,1640.6,2339,1060.451649,1.179439252,0.975803087,1.060451649,,1221.065923,3648.731641,,,,,,,
2016/2/29,1542,2308,1034.372304,1.108554996,0.962870254,1.034372304,,1184.948806,3600.373077,,,,,,,
2016/3/1,1583,2305,1052.962566,1.138030194,0.96161869,1.052962566,,1216.455227,3595.693216,,,,,,,
2016/3/2,1606,2318,1065.424303,1.154565061,0.967042136,1.065424303,,1234.12956,3615.972614,,,,,,,
2016/3/3,1611,2321,1068.157457,1.158159597,0.9682937,1.068157457,,1237.971807,3614.399768,,,,,,,
2016/3/4,1622,2333.4,1075.614865,1.166067577,0.973466834,1.075614865,,1246.424749,3647.429531,,,,,,,
2016/3/7,1595,2368.6,1068.463762,1.146657081,0.988151856,1.068463762,,1225.676618,3715.061903,,,,,,,
2016/3/8,1590,2345,1063.175764,1.143062545,0.978306216,1.063175764,,1221.834372,3685.177832,,,,,,,
2016/3/9,1588,2323,1059.335255,1.14162473,0.969128077,1.059335255,,1220.297473,3652.148069,,,,,,,
2016/3/10,1570,2313,1049.729712,1.1286844,0.964956195,1.049729712,,1206.465386,3637.992456,,,,,,,
2016/3/11,1574,2296,1049.229235,1.131560029,0.957863997,1.049229235,,1209.539183,3611.254077,,,,,,,
2016/3/14,1573,2318,1051.816038,1.130841121,0.967042136,1.051816038,,1208.770734,3645.856685,,,,,,,
2016/3/15,1563,2313,1046.479625,1.123652049,0.964956195,1.046479625,,1201.086241,3637.992456,,,,,,,
2016/3/16,1561,2299,1043.609419,1.122214234,0.959115561,1.043609419,,1199.549342,3615.972614,,,,,,,
2016/3/17,1556,2302,1041.703988,1.118619698,0.960367126,1.041703988,,1195.707096,3620.691152,,,,,,,
2016/3/18,1595,2324,1062.862715,1.146657081,0.969545265,1.062862715,,1225.676618,3655.29376,,,,,,,
2016/3/21,1623,2325,1076.001747,1.166786485,0.969962453,1.076001747,,1223.25752,3656.866606,,,,,,,
2016/3/22,1608.2,2349,1082.359893,1.156146657,0.979974969,1.082359893,,1226.482984,3694.614907,,,,,,,
2016/3/23,1577.8,2371,1081.400279,1.134291876,0.989153108,1.081400279,,1224.870252,3729.217515,,,,,,,
2016/3/24,1546.6,2362,1074.582752,1.11186197,0.985398415,1.074582752,,1213.581125,3715.061903,,,,,,,
2016/3/25,1517.4,2381,1073.270581,1.090869878,0.99332499,1.073270581,,1203.098365,3744.945974,,,,,,,
2016/3/28,1454,2387,1055.632319,1.045291157,0.995828118,1.055632319,,1172.456449,3754.383049,,,,,,,
2016/3/29,1427,2359,1038.405278,1.025880661,0.98414685,1.038405278,,1150.684562,3710.343365,,,,,,,
2016/3/30,1437,2360,1043.422187,1.033069734,0.984564038,1.043422187,,1158.748224,3711.916211,,,,,,,
2016/3/31,1428,2344,1036.709778,1.026599569,0.977889028,1.036709778,,1151.490928,3686.750677,,,,,,,
2016/4/1,1424,2342,1034.470199,1.02372394,0.977054652,1.034470199,,1148.265463,3683.604986,,,,,,,
2016/4/5,1432,2347,1039.094865,1.029475198,0.979140592,1.039094865,,1154.716393,3691.469215,,,,,,,
2016/4/6,1429,2350,1038.069974,1.027318476,0.980392157,1.038069974,,1152.297294,3696.187753,,,,,,,
2016/4/7,1431,2345,1038.316707,1.02875629,0.978306216,1.038316707,,1153.910027,3688.323523,,,,,,,
2016/4/8,1429,2336,1036.032843,1.027318476,0.974551523,1.036032843,,1152.297294,3674.167911,,,,,,,
2016/4/11,1434,2356,1041.378729,1.030913012,0.982895286,1.041378729,,1156.329125,3705.624828,,,,,,,
2016/4/12,1440,2386,1048.66685,1.035226456,0.99541093,1.04866685,,1161.167323,3752.810203,,,,,,,
2016/4/13,1454,2438,1063.053295,1.045291157,1.017104714,1.063053295,,1172.456449,3834.598188,,,,,,,
2016/4/14,1474,2471,1077.597903,1.059669303,1.030871923,1.077597903,,1188.583773,3886.502101,,,,,,,
2016/4/15,1469,2470,1075.016693,1.056074766,1.030454735,1.075016693,,1184.551942,3884.929255,,,,,,,
2016/4/18,1487,2496,1087.568456,1.069015097,1.041301627,1.087568456,,1199.066534,3925.823247,,,,,,,
2016/4/19,1489,2513,1091.016395,1.070452912,1.048393826,1.091016395,,1200.679266,3952.561627,,,,,,,
2016/4/20,1519,2577,1114.943192,1.092020129,1.075093867,1.114943192,,1224.870252,4053.223761,,,,,,,
2016/4/21,1576,2640,1151.877259,1.132997843,1.101376721,1.151877259,,1270.833125,4152.31305,,,,,,,
2016/4/22,1555,2635,1140.919773,1.117900791,1.09929078,1.140919773,,1253.899435,4144.44882,,,,,,,
2016/4/25,1529,2580,1120.251119,1.099209202,1.076345432,1.120251119,,1232.933914,4057.942299,,,,,,,
2016/4/26,1543,2603,1130.417794,1.109273904,1.085940759,1.130417794,,1244.223041,4094.117753,,,,,,,
2016/4/27,1535,2627,1130.012898,1.103522646,1.095953275,1.130012898,,1237.772111,4131.866054,,,,,,,
2016/4/28,1514,2613,1117.745828,1.088425593,1.090112641,1.117745828,,1220.838421,4109.846212,,,,,,,
2016/4/29,1523,2644,1126.640877,1.094895758,1.103045474,1.126640877,,1228.095717,4158.604433,,,,,,,
2016/5/3,1534,2696,1139.565903,1.102803738,1.124739257,1.139565903,,1236.965745,4240.392417,,,,,,,
2016/5/4,1526,2685,1134.06818,1.09705248,1.120150188,1.13406818,,1230.514815,4223.091113,,,,,,,
2016/5/5,1529,2685,1135.5296,1.099209202,1.120150188,1.1355296,,1232.933914,4223.091113,,,,,,,
2016/5/6,1513,2636,1120.605403,1.087706686,1.099707968,1.120605403,,1220.032055,4146.021666,,,,,,,
2016/5/9,1516,2644,1123.230898,1.089863408,1.103045474,1.123230898,,1222.451154,4158.604433,,,,,,,
2016/5/10,1511,2642,1120.504179,1.086268871,1.102211097,1.120504179,,1218.419323,4155.458741,,,,,,,
2016/5/11,1551,2692,1147.265245,1.115025162,1.123070505,1.147265245,,1250.67397,4234.101034,,,,,,,
2016/5/12,1548,2812,1163.264946,1.11286844,1.173133083,1.163264946,,1248.254872,4422.842536,,,,,,,
2016/5/13,1535,2803,1155.622543,1.103522646,1.16937839,1.155622543,,1237.772111,4408.686924,,,,,,,
2016/5/16,1546,2811,1162.145157,1.111430625,1.172715895,1.162145157,,1246.642139,4421.26969,,,,,,,
2016/5/17,1547,2817,1163.505353,1.112149533,1.175219024,1.163505353,,1247.448506,4430.706766,,,,,,,
2016/5/18,1556,2878,1176.765683,1.118619698,1.200667501,1.176765683,,1254.705801,4526.650363,,,,,,,
2016/5/19,1544,2843,1165.827176,1.109992811,1.186065916,1.165827176,,1245.029407,4471.600758,,,,,,,
2016/5/20,1544,2838,1165.099629,1.109992811,1.183979975,1.165099629,,1245.029407,4463.736528,,,,,,,
2016/5/23,1542,2862,1167.617574,1.108554996,1.193992491,1.167617574,,1243.416675,4501.484829,,,,,,,
2016/5/24,1525,2774,1146.531372,1.096333573,1.157279933,1.146531372,,1229.708449,4363.074394,,,,,,,
2016/5/25,1528,2764,1146.537698,1.098490295,1.153108052,1.146537698,,1232.127548,4347.345935,,,,,,,
2016/5/26,1540,2853,1165.33371,1.107117182,1.190237797,1.16533371,,1241.803942,4487.329216,,,,,,,
2016/5/27,1560,2869,1177.404658,1.121495327,1.196912808,1.177404658,,1257.931266,4512.49475,,,,,,,
2016/5/30,1599,2921,1203.969603,1.14953271,1.218606592,1.203969603,,1289.379548,4594.282734,,,,,,,
2016/5/31,1622,2942,1218.229519,1.166067577,1.227367543,1.218229519,,1307.92597,4627.312497,,,,,,,
2016/6/1,1609,2905,1206.512853,1.156721783,1.211931581,1.206512853,,1297.44321,4569.117201,,,,,,,
2016/6/2,1627,2951,1221.974803,1.169662114,1.231122236,1.221974803,,1311.957801,4641.46811,,,,,,,
2016/6/3,1612,3016,1224.12581,1.158878505,1.258239466,1.22412581,,1299.862308,4743.70309,,,,,,,
2016/6/6,1626,3062,1237.6392,1.168943206,1.277430121,1.2376392,,1311.151435,4816.053999,,,,,,,
2016/6/7,1626,3112,1244.914667,1.168943206,1.298289529,1.244914667,,1311.151435,4894.696292,,,,,,,
2016/6/8,1621,3133,1245.534663,1.16534867,1.30705048,1.245534663,,1307.119604,4927.726055,,,,,,,
2016/6/13,1659,3316,1290.674192,1.192667146,1.383395912,1.290674192,,1337.76152,5215.556846,,,,,,,
2016/6/14,1659,3295,1287.618495,1.192667146,1.37463496,1.287618495,,1337.76152,5182.527083,,,,,,,
2016/6/15,1625,3254,1265.089853,1.168224299,1.357530246,1.265089853,,1310.345069,5118.040403,,,,,,,
2016/6/16,1592,3255,1249.159744,1.144500359,1.357947434,1.249159744,,1283.734984,5119.613249,,,,,,,
