,AP805.CZC,AP807.CZC,AP810.CZC,AP811.CZC,AP812.CZC,AP901.CZC,AP903.CZC
2018-03-16,611516.0,16810.0,135072.0,1676.0,192.0,2490.0,8.0
2018-03-19,455230.0,11060.0,75790.0,980.0,66.0,1410.0,0.0
2018-03-20,431310.0,9582.0,68492.0,1176.0,64.0,1626.0,4.0
2018-03-21,607318.0,10958.0,81920.0,1516.0,104.0,2734.0,18.0
2018-03-22,509216.0,10820.0,92622.0,1614.0,102.0,3782.0,68.0
2018-03-23,681390.0,13050.0,86412.0,902.0,138.0,2420.0,16.0
2018-03-26,402936.0,8922.0,93916.0,1668.0,226.0,4330.0,30.0
2018-03-27,545684.0,11126.0,106550.0,1354.0,146.0,3066.0,12.0
2018-03-28,544064.0,9092.0,89012.0,2736.0,182.0,4842.0,34.0
2018-03-29,544174.0,14974.0,88048.0,1678.0,244.0,4018.0,14.0
2018-03-30,501562.0,13312.0,87966.0,1054.0,82.0,2494.0,6.0
2018-04-02,635948.0,10448.0,82172.0,904.0,74.0,2434.0,34.0
2018-04-03,400440.0,6256.0,67700.0,514.0,42.0,1514.0,2.0
2018-04-04,574360.0,15728.0,112334.0,1294.0,106.0,2146.0,70.0
2018-04-09,411800.0,11464.0,121560.0,5126.0,1980.0,8860.0,64.0
2018-04-10,370486.0,6732.0,217972.0,4100.0,876.0,12720.0,1372.0
2018-04-11,452892.0,14142.0,568324.0,10632.0,1152.0,20858.0,1628.0
2018-04-12,200854.0,14492.0,520134.0,6830.0,966.0,21812.0,880.0
2018-04-13,105312.0,10944.0,606690.0,3888.0,406.0,21962.0,1372.0
2018-04-16,57746.0,10416.0,640174.0,5426.0,1044.0,38722.0,2156.0
2018-04-17,64564.0,14262.0,666602.0,6632.0,818.0,57702.0,1892.0
2018-04-18,31250.0,13188.0,560674.0,2332.0,352.0,33968.0,1610.0
2018-04-19,14174.0,10810.0,503922.0,3570.0,208.0,48186.0,2292.0
2018-04-20,13080.0,9356.0,588000.0,1958.0,202.0,51612.0,2512.0
2018-04-23,38254.0,28622.0,1021878.0,7464.0,1814.0,105804.0,7088.0
2018-04-24,10552.0,10710.0,802598.0,7192.0,1928.0,189864.0,9968.0
2018-04-25,20182.0,10132.0,711790.0,5642.0,3232.0,229364.0,14964.0
2018-04-26,25194.0,29994.0,1728794.0,16222.0,6916.0,411334.0,37240.0
