,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1806.CFE,IC1804.CFE,IC1805.CFE,IC1809.CFE
2015-05-08,121062.0,11857.0,,,1654.0,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,124722.0,15844.0,,,1714.0,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,152019.0,30321.0,,,1296.0,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,189658.0,54812.0,,,2162.0,,,987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,112711.0,133372.0,,,2254.0,,,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,36739.0,182662.0,,,2397.0,,,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,202968.0,2668.0,,2430.0,,,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,228488.0,3071.0,,5180.0,,,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,239847.0,3463.0,,4424.0,,,1150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,256460.0,3449.0,,5113.0,,,1699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,285617.0,4414.0,,5058.0,,,1494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,262755.0,3597.0,,4823.0,,,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,258963.0,3984.0,,5326.0,,,1227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,307346.0,6728.0,,7783.0,,,1878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,360766.0,11122.0,,11907.0,,,2904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,354628.0,10791.0,,10630.0,,,2898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,257035.0,7174.0,,8648.0,,,1764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,280807.0,7565.0,,9661.0,,,3169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,334871.0,9180.0,,12460.0,,,2852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,376160.0,17262.0,,14256.0,,,4172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,337852.0,13551.0,,13897.0,,,2097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,305756.0,17139.0,,12290.0,,,3019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,322063.0,15362.0,,10152.0,,,1824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,312337.0,17065.0,,11747.0,,,2610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,267772.0,11819.0,,9440.0,,,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,253743.0,14465.0,,11040.0,,,2041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,237446.0,35585.0,,12139.0,,,1995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,296168.0,68258.0,,15153.0,,,2068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,255006.0,92647.0,,15812.0,,,1692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,125240.0,234442.0,,16427.0,,,2061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,41773.0,385745.0,,22346.0,,,3073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,363010.0,3382.0,19727.0,,,2436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,336011.0,1740.0,15131.0,,,2949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,355666.0,2629.0,17314.0,,,2571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,296036.0,3372.0,19315.0,,,3857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,370110.0,3965.0,26488.0,,,4569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,417585.0,6199.0,30911.0,,,5997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,418824.0,4286.0,23069.0,,,4704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,502523.0,5208.0,26156.0,,,6011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,407628.0,4685.0,22938.0,,,4964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,345855.0,5746.0,16840.0,,,4420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,126905.0,1323.0,5132.0,,,1630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,37070.0,664.0,1858.0,,,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,17083.0,774.0,2479.0,,,891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,11110.0,736.0,3259.0,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,95522.0,7403.0,12866.0,,,1856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,116607.0,15548.0,11788.0,,,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,92798.0,23277.0,9332.0,,,1458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,54002.0,118069.0,13661.0,,,2960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,9471.0,134674.0,12905.0,,,2064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,189519.0,14826.0,,,1995.0,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,185925.0,12344.0,,,1906.0,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,151210.0,8357.0,,,1469.0,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,172241.0,11263.0,,,1839.0,,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,185487.0,12627.0,,,2612.0,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,153759.0,8380.0,,,1705.0,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,168856.0,11605.0,,,1745.0,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,179005.0,11657.0,,,1299.0,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,190390.0,10597.0,,,1391.0,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,149888.0,7211.0,,,835.0,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,98428.0,4623.0,,,580.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,131506.0,8510.0,,,928.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,118095.0,7267.0,,,862.0,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,122864.0,7677.0,,,729.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,131512.0,11157.0,,,1289.0,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,108046.0,10267.0,,,1206.0,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,103813.0,11016.0,,,831.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,113709.0,10467.0,,,1042.0,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,112898.0,11755.0,,,998.0,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,116621.0,13905.0,,,1063.0,,,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,114466.0,18411.0,,,1016.0,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,136282.0,37123.0,,,1571.0,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,117489.0,75301.0,,,1754.0,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,54692.0,131354.0,,,1868.0,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,17348.0,173849.0,,,2769.0,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,89052.0,1512.0,,2425.0,,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,128798.0,4642.0,,2956.0,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,169262.0,7865.0,,3909.0,,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,166242.0,6643.0,,4384.0,,,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,129943.0,3132.0,,2917.0,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,85814.0,2071.0,,2265.0,,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,109123.0,3206.0,,4143.0,,,461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,158776.0,4689.0,,5041.0,,,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,11697.0,1412.0,,1018.0,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,10836.0,1170.0,,1008.0,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,9181.0,1275.0,,1187.0,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,6395.0,757.0,,552.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,6184.0,1015.0,,434.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,8153.0,1781.0,,639.0,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,6917.0,2695.0,,750.0,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,7708.0,5033.0,,1149.0,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,4130.0,7501.0,,1122.0,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,2184.0,8649.0,,919.0,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,10042.0,314.0,1024.0,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,9276.0,183.0,927.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,9051.0,208.0,912.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,8986.0,146.0,773.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,10687.0,187.0,800.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,9431.0,157.0,876.0,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,8872.0,129.0,726.0,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,7381.0,105.0,674.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,7856.0,307.0,1071.0,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,7489.0,348.0,981.0,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,8516.0,835.0,1456.0,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,6576.0,991.0,958.0,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,6975.0,1445.0,821.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,5867.0,4442.0,1301.0,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,3753.0,7352.0,1390.0,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,8686.0,1351.0,,,126.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,8843.0,1457.0,,,98.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,10707.0,1511.0,,,164.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,10515.0,1557.0,,,141.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,9940.0,1464.0,,,142.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,9359.0,1262.0,,,136.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,10357.0,1440.0,,,103.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,9763.0,1415.0,,,81.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,9744.0,1547.0,,,77.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,10368.0,1441.0,,,83.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,10294.0,1501.0,,,76.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,9553.0,1158.0,,,73.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,11240.0,1849.0,,,137.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,9820.0,1752.0,,,120.0,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,8847.0,1814.0,,,127.0,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,8477.0,1967.0,,,232.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,7301.0,1504.0,,,166.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,7006.0,1618.0,,,115.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,7645.0,2031.0,,,126.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,7923.0,2201.0,,,110.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,7723.0,2949.0,,,160.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,7544.0,3993.0,,,222.0,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,5941.0,5222.0,,,187.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,4148.0,7685.0,,,182.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,3192.0,9007.0,,,274.0,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,9003.0,344.0,,350.0,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,8658.0,285.0,,261.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,8171.0,272.0,,216.0,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,7986.0,217.0,,278.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,11342.0,444.0,,409.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,11040.0,376.0,,381.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,10169.0,391.0,,292.0,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,12101.0,481.0,,354.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,9758.0,416.0,,357.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,8667.0,340.0,,284.0,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,8792.0,489.0,,287.0,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,8842.0,534.0,,298.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,8429.0,703.0,,267.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,9567.0,834.0,,373.0,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,8567.0,1128.0,,350.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,9189.0,1949.0,,315.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,6822.0,2551.0,,316.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,6024.0,3186.0,,368.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,5077.0,5939.0,,430.0,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,4294.0,7874.0,,379.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,7880.0,172.0,580.0,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,7211.0,199.0,594.0,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,7931.0,170.0,519.0,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,7879.0,183.0,577.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,6734.0,186.0,347.0,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,8527.0,201.0,519.0,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,8751.0,160.0,405.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,7661.0,110.0,375.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,8521.0,132.0,428.0,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,5957.0,164.0,457.0,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,10206.0,436.0,913.0,,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,9565.0,394.0,752.0,,,139.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,2196.0,114.0,168.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,10654.0,877.0,1209.0,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,11236.0,1368.0,1557.0,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,11013.0,2554.0,1268.0,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,10420.0,3478.0,1206.0,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,8896.0,7263.0,1964.0,,,263.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,5486.0,10971.0,2063.0,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,12537.0,1727.0,,,489.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,11821.0,1783.0,,,332.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,11388.0,1564.0,,,219.0,,,85.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,13357.0,1956.0,,,246.0,,,147.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,12855.0,1805.0,,,259.0,,,200.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,10339.0,1620.0,,,357.0,,,304.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,12248.0,2002.0,,,408.0,,,382.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,14261.0,2357.0,,,569.0,,,317.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,11986.0,1883.0,,,412.0,,,278.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,13534.0,2054.0,,,472.0,,,389.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,11210.0,2253.0,,,303.0,,,299.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,11870.0,2131.0,,,305.0,,,325.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,11301.0,2439.0,,,254.0,,,208.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,11228.0,3236.0,,,315.0,,,312.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,8330.0,2275.0,,,207.0,,,181.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,9579.0,3341.0,,,292.0,,,171.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,9115.0,5212.0,,,327.0,,,165.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,7984.0,6230.0,,,384.0,,,190.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,5978.0,9806.0,,,370.0,,,215.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,3806.0,11752.0,,,379.0,,,175.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,12135.0,280.0,,468.0,,,249.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,11641.0,236.0,,457.0,,,192.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,14074.0,319.0,,620.0,,,346.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,16289.0,500.0,,711.0,,,479.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,14435.0,433.0,,519.0,,,463.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,16685.0,621.0,,704.0,,,517.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,16946.0,664.0,,805.0,,,443.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,17043.0,1023.0,,780.0,,,460.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,15720.0,885.0,,872.0,,,532.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,17931.0,1030.0,,934.0,,,500.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,15686.0,1077.0,,958.0,,,622.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,17416.0,1541.0,,883.0,,,574.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,14368.0,1390.0,,718.0,,,497.0,,,,,,,,,,,,,,,,,,,,,,
