,BU1402.SHF,BU1403.SHF,BU1404.SHF,BU1405.SHF,BU1406.SHF,BU1407.SHF,BU1408.SHF,BU1409.SHF,BU1410.SHF,BU1411.SHF,BU1412.SHF,BU1501.SHF,BU1502.SHF,BU1503.SHF,BU1504.SHF,BU1505.SHF,BU1506.SHF,BU1507.SHF,BU1508.SHF,BU1509.SHF,BU1510.SHF,BU1511.SHF,BU1512.SHF,BU1601.SHF,BU1602.SHF,BU1603.SHF,BU1604.SHF,BU1605.SHF,BU1606.SHF,BU1607.SHF,BU1608.SHF,BU1609.SHF,BU1610.SHF,BU1611.SHF,BU1612.SHF,BU1701.SHF,BU1702.SHF,BU1703.SHF,BU1704.SHF,BU1705.SHF,BU1706.SHF,BU1707.SHF,BU1708.SHF,BU1709.SHF,BU1710.SHF,BU1711.SHF,BU1712.SHF,BU1801.SHF,BU1802.SHF,BU1803.SHF,BU1804.SHF,BU1805.SHF,BU1806.SHF,BU1809.SHF,BU1812.SHF,BU1903.SHF,BU1906.SHF,BU1909.SHF,BU1912.SHF,BU1807.SHF,BU1808.SHF,BU2003.SHF,BU1810.SHF,WSet: quota exceeded.
2015-04-07,,,,,,,,,,,,,,,0.0,0.0,59556.0,0.0,0.0,2.0,,,0.0,,,0.0,,,10.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,,,,,,,,,,,0.0,0.0,145332.0,0.0,0.0,164.0,,,4.0,,,0.0,,,32.0,,,0.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,,,,,,,,,,,,0.0,0.0,115724.0,0.0,0.0,94.0,,,0.0,,,14.0,,,10.0,,,0.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,,,,,,,,,,,4.0,0.0,255384.0,4.0,0.0,284.0,,,4.0,,,0.0,,,184.0,,,6.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,,,,,,,,,,2.0,168.0,196110.0,44.0,0.0,132.0,,,0.0,,,0.0,,,34.0,,,10.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,,,,,,,,,,,,0.0,28.0,135340.0,18.0,0.0,168.0,,,0.0,,,0.0,,,6.0,,,18.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,,,,,,,,,,,,0.0,14.0,159762.0,6.0,0.0,104.0,,,0.0,,,0.0,,,12.0,,,6.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,,,,,,,,,,,,4.0,239586.0,2.0,0.0,344.0,0.0,,4.0,,,0.0,,,36.0,,,8.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,,,,,,,,,,,,52.0,177322.0,8.0,0.0,342.0,0.0,,0.0,,,0.0,,,6.0,,,4.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,,,,,,,,,,,,2.0,171280.0,4.0,0.0,1392.0,0.0,,2.0,,,4.0,,,28.0,,,58.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,,,,,,,,,,,,0.0,226852.0,0.0,0.0,1024.0,0.0,,0.0,,,16.0,,,10.0,,,4.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,,,,,,,,,,,,0.0,176018.0,0.0,0.0,676.0,0.0,,0.0,,,2.0,,,34.0,,,8.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,,,,,,,,,,,,0.0,186900.0,0.0,0.0,1258.0,0.0,,2.0,,,4.0,,,34.0,,,36.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,,,,,44.0,182228.0,0.0,0.0,698.0,0.0,,0.0,,,10.0,,,184.0,,,30.0,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,,,,,,,,,,,,2.0,210646.0,0.0,0.0,1140.0,0.0,,0.0,,,0.0,,,156.0,,,100.0,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,,,,,,,,,,,,0.0,181048.0,0.0,0.0,2278.0,0.0,,90.0,,,0.0,,,72.0,,,40.0,,,48.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,,,,,,,,,,,,0.0,139354.0,0.0,0.0,1726.0,20.0,,8.0,,,2.0,,,8.0,,,50.0,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,,,0.0,123384.0,0.0,0.0,1098.0,0.0,,8.0,,,2.0,,,16.0,,,10.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,,,,,,,,,,,,0.0,66116.0,0.0,0.0,1848.0,0.0,,4.0,,,0.0,,,6.0,,,8.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,,,,,,,,,,,,,0.0,166986.0,8.0,0.0,3910.0,0.0,,0.0,,,4.0,,,24.0,,,12.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,,,,,,,,,,,,2.0,145296.0,0.0,0.0,7176.0,0.0,,14.0,,,0.0,,,24.0,,,40.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,,,,,,,,,,,,0.0,118984.0,0.0,0.0,6522.0,0.0,,6.0,,,6.0,,,54.0,,,14.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,,,,,,,,,,,,0.0,129026.0,2.0,0.0,8802.0,10.0,,4.0,,,6.0,,,6.0,,,22.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,,,,,,,,,,,,0.0,116968.0,0.0,0.0,6306.0,0.0,,0.0,,,2.0,,,8.0,,,44.0,,,56.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,,,,,,,,,,,,0.0,64950.0,0.0,0.0,6196.0,0.0,,4.0,,,4.0,,,16.0,,,28.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,,,,,,,,,,,,0.0,63300.0,0.0,0.0,5900.0,0.0,,2.0,,,2.0,,,14.0,,,14.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,,,,,,,,,,,,0.0,54048.0,0.0,0.0,8880.0,0.0,,6.0,,,6.0,,,4.0,,,14.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,,,,,,,,,,,,0.0,44780.0,48.0,0.0,5856.0,0.0,,6.0,,,0.0,,,12.0,,,22.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,,,,,,,,,,,,44086.0,6.0,8.0,8100.0,0.0,0.0,28.0,,,0.0,,,56.0,,,46.0,,,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,,,,,,,,,,,,,,72550.0,0.0,0.0,18558.0,0.0,0.0,26.0,,,0.0,,,8.0,,,44.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,,,,,,,,,,,,59642.0,0.0,0.0,22058.0,22.0,0.0,20.0,,,0.0,,,36.0,,,22.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,,,,,,,,,,,,31722.0,0.0,0.0,11570.0,2.0,0.0,4.0,,,0.0,,,14.0,,,12.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,,,,,,,,,,,,30910.0,0.0,0.0,24630.0,0.0,0.0,0.0,,,0.0,,,18.0,,,4.0,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,,,,,,,,,,,,19538.0,0.0,2.0,17614.0,0.0,0.0,0.0,,,0.0,,,8.0,,,2.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,,,,,,,,,,,,,,23296.0,0.0,2.0,20024.0,0.0,0.0,6.0,,,0.0,,,16.0,,,0.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,,,,,,,,,,,,12334.0,0.0,0.0,18758.0,0.0,0.0,0.0,,,0.0,,,14.0,,,0.0,,,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,,,,,,,,,,,,13320.0,0.0,0.0,20274.0,0.0,0.0,12.0,,,16.0,,,12.0,,,12.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,,,,,,,,,,,,12562.0,0.0,0.0,29686.0,0.0,0.0,2.0,,,4.0,,,2.0,,,10.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,,,,,8870.0,0.0,14.0,38236.0,0.0,0.0,4.0,,,4.0,,,8.0,,,6.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,,,,,,,,,,,,,,3548.0,0.0,8.0,33112.0,0.0,0.0,52.0,,,2.0,,,10.0,,,12.0,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,,,,,,,,,,,,1708.0,0.0,0.0,31518.0,0.0,0.0,60.0,,,0.0,,,4.0,,,4.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,,,,,,,,,,,,2268.0,0.0,0.0,51176.0,0.0,0.0,26.0,,,0.0,,,4.0,,,38.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,,,,,,,,,,,,1516.0,0.0,0.0,50354.0,4.0,0.0,60.0,,,12.0,,,6.0,,,4.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,,,,,,,,,,,,1444.0,0.0,0.0,49018.0,0.0,0.0,26.0,,,42.0,,,10.0,,,8.0,,,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,,,,,,,,,,,,,,1658.0,0.0,0.0,28836.0,0.0,0.0,12.0,,,14.0,,,16.0,,,10.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,,,,,,,,,,,,2676.0,0.0,0.0,43230.0,0.0,0.0,14.0,,,2.0,,,2.0,,,0.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,,,,,,,,,,,,286.0,0.0,0.0,25516.0,0.0,0.0,50.0,,,18.0,,,2.0,,,6.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,,,,,,,,,,,24.0,0.0,0.0,50258.0,0.0,0.0,100.0,,,0.0,,,16.0,,,22.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,,,,,,,,,,,,,,1014.0,0.0,0.0,31160.0,0.0,0.0,86.0,,,6.0,,,8.0,,,26.0,,,16.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,,,,,,,,,,,,,,,0.0,0.0,32158.0,0.0,0.0,38.0,,,0.0,,,18.0,,,20.0,,,12.0,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,,,,,,,,,,,,,0.0,0.0,21406.0,0.0,0.0,18.0,,,0.0,,,36.0,,,24.0,,,12.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,,,,,,,,,,,,,0.0,0.0,28862.0,0.0,0.0,22.0,,,0.0,,,36.0,,,10.0,,,6.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,,,,,,,,,,,,,0.0,0.0,36408.0,0.0,0.0,16.0,,,0.0,,,12.0,,,28.0,,,8.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,,,,,,,,,,,,,,,,0.0,0.0,31642.0,0.0,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,,,,,,,,,,,,,,,0.0,0.0,32542.0,0.0,0.0,2.0,,,0.0,,,6.0,,,20.0,,,8.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,,,,,,,,,,,,,,,0.0,0.0,31996.0,0.0,14.0,2.0,,,0.0,,,8.0,,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,,,,,,,,,,,,0.0,0.0,32378.0,0.0,8.0,22.0,,,16.0,,,4.0,,,18.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,,,,,,,,,,,,,,,0.0,0.0,31124.0,0.0,0.0,0.0,,,0.0,,,24.0,,,26.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,,,,,,,,,,,,12.0,0.0,52186.0,6.0,0.0,12.0,,,0.0,,,36.0,,,26.0,,,0.0,,,14.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,,,,,,,,,,,,0.0,0.0,31576.0,0.0,0.0,6.0,,,0.0,,,28.0,,,6.0,,,8.0,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,,,,,,,,,,,,,,,0.0,0.0,36706.0,2.0,0.0,14.0,,,0.0,,,12.0,,,6.0,,,6.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,,,,,,,,,,,,,0.0,0.0,54178.0,8.0,0.0,60.0,,,0.0,,,14.0,,,40.0,,,2.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,,,,,,,,,,,,,,,0.0,0.0,46184.0,0.0,0.0,226.0,,,12.0,,,16.0,,,30.0,,,2.0,,,0.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,,,,,,,,,,,,,,,,0.0,0.0,59944.0,0.0,0.0,152.0,,,2.0,,,6.0,,,42.0,,,10.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,,,,,,,,,,,,,,,,0.0,0.0,43006.0,0.0,0.0,348.0,,,2.0,,,8.0,,,24.0,,,2.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,,,,,,,,,,,,,,,,0.0,0.0,154096.0,22.0,0.0,192.0,,,2.0,,,28.0,,,32.0,,,6.0,,,12.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,,,,,,,,,,,,,,,0.0,0.0,122816.0,6.0,120.0,108.0,,,18.0,,,10.0,,,42.0,,,56.0,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,,,,,,,,,,,,,,,4.0,0.0,93520.0,22.0,0.0,72.0,,,0.0,,,6.0,,,34.0,,,4.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,,,,,,,,,,,,,,,,0.0,0.0,106236.0,8.0,0.0,74.0,,,6.0,,,16.0,,,16.0,,,12.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,,,,,,,,,,,,,,,0.0,0.0,98840.0,4.0,0.0,68.0,,,0.0,,,10.0,,,18.0,,,26.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,,,,,,,,,,,,,,,,0.0,86876.0,2.0,0.0,54.0,0.0,,0.0,,,0.0,,,6.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,,,,,,,,,,,,,,0.0,74048.0,14.0,0.0,36.0,14.0,,0.0,,,10.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,,,,,,,,,,,,,,,,2.0,73380.0,0.0,0.0,112.0,0.0,,0.0,,,30.0,,,12.0,,,0.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,,,,,,,,,,,,,,,,0.0,54708.0,0.0,0.0,98.0,0.0,,0.0,,,8.0,,,4.0,,,2.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,,,,,,,,,,,,,,,,0.0,117858.0,0.0,0.0,144.0,0.0,,8.0,,,4.0,,,4.0,,,2.0,,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,,,,,,,,,,,,,,,,0.0,76050.0,0.0,0.0,180.0,0.0,,6.0,,,8.0,,,10.0,,,6.0,,,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,,,,,,,,,,,,,,0.0,98520.0,0.0,0.0,174.0,8.0,,8.0,,,10.0,,,22.0,,,16.0,,,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,,,,,,,,,,,,,,0.0,179932.0,0.0,0.0,1146.0,8.0,,8.0,,,44.0,,,90.0,,,14.0,,,4.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,,,,,,,,,,,,,,,,0.0,164332.0,0.0,0.0,332.0,44.0,,8.0,,,44.0,,,48.0,,,0.0,,,8.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,,,,,,,,,,,,,,,,4.0,101886.0,0.0,0.0,352.0,0.0,,36.0,,,38.0,,,18.0,,,8.0,,,2.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,,,,,,,,,,,,,,0.0,121506.0,0.0,0.0,690.0,26.0,,0.0,,,2.0,,,4.0,,,0.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,,,,,,,,,,,,4.0,74552.0,0.0,0.0,282.0,2.0,,0.0,,,6.0,,,10.0,,,4.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,,,,,,,,,,,,,,,,0.0,123886.0,0.0,0.0,1724.0,12.0,,4.0,,,68.0,,,52.0,,,12.0,,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,,,,,,,,,,,,,,,,0.0,88054.0,0.0,0.0,958.0,0.0,,0.0,,,4.0,,,6.0,,,4.0,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,,,,,,,,,,,,,,,,0.0,62144.0,0.0,0.0,1766.0,2.0,,4.0,,,22.0,,,18.0,,,14.0,,,24.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,,,,,,,,,,,,,,,,0.0,62174.0,0.0,8.0,1426.0,10.0,,0.0,,,4.0,,,8.0,,,14.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,,,,,,,,,,,,,,0.0,62910.0,0.0,0.0,1764.0,160.0,,0.0,,,26.0,,,8.0,,,12.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,,,,,,,,,,,,,,2.0,150334.0,0.0,0.0,5018.0,70.0,,4.0,,,68.0,,,54.0,,,34.0,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,,,,,,,,,,,,,,,,10.0,146172.0,0.0,0.0,7694.0,48.0,,10.0,,,114.0,,,72.0,,,82.0,,,14.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,,,,,,,,,,,,,,,,0.0,103094.0,0.0,0.0,7228.0,38.0,,48.0,,,30.0,,,42.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,,,,,,,,,,,,,,,,8.0,89786.0,0.0,0.0,13592.0,46.0,,16.0,,,36.0,,,30.0,,,30.0,,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,,,,,,,,,,,,,,0.0,88422.0,0.0,0.0,15818.0,68.0,,4.0,,,24.0,,,22.0,,,10.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,,,,,,,,,,,,,,,,0.0,92464.0,0.0,0.0,18140.0,84.0,,8.0,,,42.0,,,16.0,,,12.0,,,4.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,,,,,,,,,,,,,,,,,89146.0,0.0,0.0,15558.0,26.0,0.0,4.0,,,36.0,,,12.0,,,34.0,,,0.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,,,,,,,,,,,,,,,,,92868.0,2.0,58.0,25962.0,268.0,0.0,12.0,,,8.0,,,44.0,,,2.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,,,,,,,,,,,,,,,,,64490.0,8.0,0.0,59822.0,274.0,0.0,52.0,,,60.0,,,50.0,,,24.0,,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,,,,,,,,,,,,,,,62432.0,4.0,12.0,111068.0,176.0,0.0,4.0,,,104.0,,,60.0,,,12.0,,,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,,,,,,,,,,,,,,,,51864.0,0.0,4.0,110926.0,88.0,0.0,2.0,,,176.0,,,114.0,,,30.0,,,24.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,,,,,,,,,,,,,,,,41952.0,2.0,0.0,182292.0,270.0,0.0,26.0,,,134.0,,,84.0,,,26.0,,,10.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,,,,,,,,,,,,,,,,16970.0,0.0,0.0,146108.0,310.0,0.0,16.0,,,30.0,,,62.0,,,62.0,,,6.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,,,,,,,,,,,,,,,,22582.0,0.0,2.0,208604.0,154.0,0.0,4.0,,,60.0,,,46.0,,,42.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,,,,,,,,,,,,,,,14194.0,0.0,0.0,206808.0,438.0,0.0,8.0,,,74.0,,,70.0,,,110.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,,,,,,,,,,,,4744.0,0.0,0.0,267530.0,358.0,0.0,4.0,,,22.0,,,72.0,,,34.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,,,,,,,,3718.0,0.0,0.0,292622.0,870.0,0.0,0.0,,,40.0,,,156.0,,,32.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,,,,,,,,,,,,,,,,1634.0,0.0,0.0,285634.0,272.0,0.0,0.0,,,30.0,,,106.0,,,14.0,,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,,,,,,,,,,,,,,,330.0,0.0,0.0,133916.0,92.0,0.0,0.0,,,8.0,,,44.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,,,,,,,,,,,,,370.0,0.0,0.0,167724.0,108.0,0.0,0.0,,,8.0,,,12.0,,,0.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,,,,,,,,,,,,,,,378.0,0.0,8.0,318758.0,792.0,0.0,0.0,,,56.0,,,38.0,,,48.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,,,,,,,,,,,,,,,614.0,0.0,12.0,368164.0,756.0,0.0,34.0,,,34.0,,,48.0,,,4.0,,,28.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,,,,,,,,,,,,,,1392.0,0.0,4.0,477308.0,754.0,0.0,16.0,,,72.0,,,62.0,,,30.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,,,,,,,,,,,,,,,652.0,0.0,0.0,1097786.0,1776.0,0.0,2.0,,,70.0,,,64.0,,,36.0,,,4.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,,,,,,,,,,,,,,,520.0,0.0,76.0,1490268.0,3024.0,0.0,8.0,,,56.0,,,60.0,,,84.0,,,2.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,,,,,,,,,,,,,,,,0.0,28.0,1061500.0,1110.0,0.0,4.0,,,34.0,,,40.0,,,152.0,,,4.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,,,,,,,,,,,,,,,0.0,6.0,842872.0,1126.0,0.0,0.0,,,106.0,,,18.0,,,90.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,,,,,,,,,,,,0.0,0.0,710970.0,1112.0,0.0,8.0,,,40.0,,,32.0,,,68.0,,,0.0,,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,,,,,,,,,,,,,,,,0.0,0.0,591028.0,1622.0,0.0,10.0,,,32.0,,,38.0,,,58.0,,,0.0,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,,,,,,,,,,0.0,2.0,503334.0,1354.0,0.0,10.0,,,90.0,,,28.0,,,42.0,,,0.0,,,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,,,,,,,,,,,,,,,,0.0,0.0,498364.0,1072.0,0.0,4.0,,,46.0,,,42.0,,,50.0,,,0.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,,,,,,,,,,,,0.0,46.0,515178.0,838.0,0.0,4.0,,,68.0,,,42.0,,,94.0,,,0.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,,,,,,,,,,0.0,0.0,488562.0,542.0,4.0,0.0,,,18.0,,,46.0,,,92.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,,,,,,,,,,,,,,,,0.0,0.0,260744.0,784.0,6.0,6.0,,,20.0,,,16.0,,,10.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,,,,,,,,,,,,,,,,2.0,0.0,611312.0,1760.0,0.0,14.0,,,40.0,,,18.0,,,140.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,,,,,,,,,,0.0,16.0,250640.0,626.0,0.0,10.0,,,42.0,,,18.0,,,30.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
