,NI1507.SHF,NI1508.SHF,NI1509.SHF,NI1510.SHF,NI1511.SHF,NI1512.SHF,NI1601.SHF,NI1602.SHF,NI1603.SHF,NI1604.SHF,NI1605.SHF,NI1606.SHF,NI1607.SHF,NI1608.SHF,NI1609.SHF,NI1610.SHF,NI1611.SHF,NI1612.SHF,NI1701.SHF,NI1702.SHF,NI1703.SHF,NI1704.SHF,NI1705.SHF,NI1706.SHF,NI1707.SHF,NI1708.SHF,NI1709.SHF,NI1710.SHF,NI1711.SHF,NI1712.SHF,NI1801.SHF,NI1802.SHF,NI1803.SHF,NI1804.SHF,NI1805.SHF,NI1806.SHF,NI1807.SHF,NI1808.SHF,NI1809.SHF,NI1810.SHF,NI1811.SHF,NI1812.SHF,NI1901.SHF,NI1902.SHF,NI1903.SHF,NI1904.SHF
2015-04-13,180214.0,1188.0,3312.0,42.0,8.0,2.0,310.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,199150.0,1904.0,7562.0,26.0,6.0,16.0,400.0,8.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,220106.0,1610.0,5028.0,0.0,2.0,10.0,232.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,195920.0,1534.0,4902.0,0.0,6.0,4.0,502.0,16.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,168702.0,1794.0,5200.0,56.0,4.0,18.0,292.0,4.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,148104.0,4026.0,4350.0,4.0,0.0,0.0,154.0,24.0,88.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,140930.0,1670.0,4148.0,4.0,28.0,10.0,172.0,16.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,123902.0,1912.0,1644.0,0.0,10.0,8.0,222.0,0.0,58.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,101066.0,1450.0,2640.0,2.0,8.0,72.0,206.0,28.0,142.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,118180.0,2740.0,6740.0,36.0,8.0,14.0,454.0,0.0,84.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,241904.0,4124.0,21326.0,82.0,74.0,92.0,324.0,0.0,88.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,285722.0,4506.0,16910.0,64.0,42.0,268.0,1588.0,0.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,317634.0,3562.0,18452.0,46.0,24.0,210.0,528.0,0.0,60.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,552750.0,3406.0,27204.0,100.0,32.0,128.0,852.0,0.0,56.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,278844.0,2482.0,15322.0,30.0,8.0,32.0,482.0,0.0,26.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,518266.0,4458.0,32176.0,24.0,58.0,68.0,746.0,2.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,609024.0,11382.0,78406.0,92.0,70.0,136.0,1324.0,8.0,196.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,969052.0,7378.0,83700.0,38.0,20.0,96.0,1342.0,122.0,122.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,878416.0,7394.0,107406.0,20.0,8.0,28.0,760.0,88.0,112.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,728054.0,5012.0,102212.0,54.0,18.0,46.0,642.0,0.0,78.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,871696.0,3162.0,120400.0,78.0,2.0,36.0,1026.0,34.0,106.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,752614.0,3004.0,122478.0,20.0,0.0,14.0,816.0,26.0,58.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,760542.0,2340.0,96596.0,228.0,8.0,82.0,1364.0,46.0,124.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,609290.0,1848.0,77404.0,0.0,2.0,30.0,514.0,26.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,544094.0,1112.0,59744.0,0.0,6.0,20.0,836.0,8.0,16.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,467078.0,1272.0,74838.0,0.0,4.0,0.0,832.0,6.0,110.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,318956.0,1144.0,83294.0,0.0,2.0,10.0,1700.0,0.0,42.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,480198.0,1218.0,95444.0,90.0,32.0,24.0,4090.0,0.0,26.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,741862.0,2634.0,117658.0,20.0,6.0,28.0,5178.0,10.0,74.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,610232.0,746.0,87724.0,38.0,0.0,466.0,1968.0,0.0,60.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,550278.0,830.0,99040.0,30.0,4.0,56.0,2234.0,6.0,48.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,406048.0,1068.0,86754.0,22.0,0.0,10.0,2534.0,0.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,545222.0,996.0,211690.0,4.0,0.0,6.0,3376.0,16.0,28.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,462924.0,664.0,196314.0,32.0,6.0,30.0,3384.0,32.0,24.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,245968.0,384.0,171826.0,12.0,0.0,14.0,3994.0,2.0,18.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,274378.0,1084.0,428588.0,22.0,56.0,38.0,5888.0,30.0,22.0,26.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,107274.0,1452.0,409252.0,26.0,16.0,24.0,5204.0,38.0,72.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,71564.0,194.0,373158.0,46.0,0.0,2.0,5302.0,0.0,36.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,49526.0,514.0,349670.0,36.0,0.0,70.0,7344.0,0.0,68.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,63534.0,190.0,493720.0,18.0,6.0,36.0,6346.0,4.0,72.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,62398.0,444.0,602556.0,62.0,8.0,32.0,6190.0,26.0,10.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,25860.0,266.0,398440.0,92.0,8.0,4.0,5044.0,12.0,86.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,20214.0,196.0,323762.0,8.0,2.0,14.0,3812.0,22.0,34.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,28838.0,114.0,485268.0,74.0,8.0,12.0,7566.0,14.0,32.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,20514.0,100.0,314750.0,98.0,0.0,20.0,4268.0,22.0,14.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,24814.0,212.0,386062.0,8.0,2.0,28.0,7524.0,6.0,32.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,27268.0,364.0,399972.0,14.0,8.0,16.0,4780.0,0.0,26.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,21950.0,206.0,327414.0,28.0,2.0,2.0,4012.0,10.0,10.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,20550.0,156.0,314640.0,24.0,0.0,2.0,4560.0,0.0,10.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,7580.0,386.0,157974.0,6.0,0.0,18.0,3984.0,0.0,0.0,14.0,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,12102.0,448.0,335618.0,10.0,0.0,4.0,4104.0,0.0,12.0,2.0,126.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,8484.0,132.0,333244.0,2.0,0.0,16.0,6286.0,72.0,20.0,6.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,10680.0,116.0,506474.0,68.0,0.0,12.0,10148.0,28.0,22.0,16.0,54.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,9718.0,556.0,618386.0,90.0,54.0,36.0,18878.0,18.0,78.0,16.0,54.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,5854.0,552.0,479454.0,456.0,62.0,66.0,24514.0,76.0,176.0,2.0,110.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,2984.0,388.0,711488.0,250.0,20.0,24.0,24430.0,54.0,88.0,4.0,74.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,480.0,88.0,651868.0,164.0,2.0,26.0,24442.0,14.0,48.0,0.0,44.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,1164.0,322.0,530356.0,116.0,22.0,2.0,24618.0,18.0,38.0,4.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,504.0,416.0,497774.0,316.0,10.0,40.0,27532.0,70.0,184.0,54.0,92.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,552.0,120.0,563222.0,50.0,50.0,30.0,27900.0,28.0,96.0,4.0,38.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,60.0,12.0,25018.0,18.0,4.0,6.0,3162.0,22.0,32.0,2.0,24.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,1104.0,850.0,1040716.0,422.0,62.0,74.0,57450.0,92.0,524.0,66.0,154.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,144.0,172.0,552370.0,132.0,12.0,0.0,17898.0,4.0,0.0,6.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,756.0,184.0,771510.0,202.0,18.0,36.0,50144.0,10.0,112.0,2.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,276.0,380.0,831348.0,234.0,68.0,48.0,37158.0,6.0,266.0,0.0,74.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,240.0,420.0,859920.0,376.0,18.0,80.0,36334.0,4.0,34.0,0.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,54.0,949108.0,100.0,30.0,28.0,43650.0,0.0,102.0,0.0,20.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,12.0,589592.0,42.0,110.0,2.0,36590.0,0.0,82.0,2.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,448.0,574774.0,76.0,0.0,12.0,26212.0,0.0,10.0,2.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,112.0,608876.0,250.0,90.0,58.0,34534.0,0.0,64.0,6.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,470.0,737564.0,42.0,16.0,48.0,35830.0,0.0,126.0,54.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,82.0,701378.0,148.0,20.0,46.0,36092.0,0.0,22.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,210.0,696550.0,148.0,2.0,0.0,34228.0,20.0,60.0,18.0,22.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,1538.0,631090.0,52.0,8.0,18.0,38870.0,0.0,4.0,6.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,784.0,594918.0,102.0,14.0,4.0,44558.0,4.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,220.0,519938.0,230.0,16.0,0.0,36946.0,2.0,104.0,0.0,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,124.0,564582.0,152.0,2.0,0.0,40874.0,12.0,8.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,504.0,480272.0,82.0,22.0,2.0,37844.0,0.0,12.0,0.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,96.0,516712.0,210.0,270.0,14.0,77968.0,0.0,24.0,12.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,276.0,441778.0,260.0,4.0,10.0,59052.0,2.0,10.0,0.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,60.0,319588.0,204.0,10.0,0.0,59454.0,20.0,48.0,6.0,30.0,68.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,48.0,329536.0,82.0,0.0,0.0,50796.0,2.0,24.0,2.0,84.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,84.0,364892.0,176.0,14.0,28.0,59544.0,0.0,2.0,0.0,16.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,180.0,337824.0,138.0,2.0,20.0,73152.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,192.0,514684.0,590.0,128.0,152.0,143590.0,20.0,30.0,0.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,12.0,506474.0,702.0,268.0,26.0,202804.0,26.0,32.0,0.0,32.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,72.0,349908.0,558.0,98.0,14.0,168638.0,8.0,64.0,76.0,72.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,0.0,262984.0,366.0,24.0,2.0,135632.0,4.0,86.0,2.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,408.0,195836.0,96.0,0.0,8.0,132144.0,32.0,100.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,172078.0,198.0,22.0,0.0,180354.0,38.0,694.0,36.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,163224.0,358.0,98.0,0.0,286466.0,2.0,36.0,0.0,18.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,103876.0,436.0,90.0,6.0,379502.0,6.0,224.0,4.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,60154.0,90.0,40.0,0.0,311620.0,44.0,82.0,6.0,8.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,71246.0,460.0,72.0,10.0,370194.0,60.0,122.0,4.0,124.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,103170.0,888.0,68.0,1000.0,648246.0,0.0,414.0,32.0,160.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,69174.0,426.0,128.0,394.0,575928.0,0.0,200.0,56.0,42.0,14.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,53290.0,398.0,144.0,334.0,472478.0,22.0,68.0,48.0,22.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,55936.0,518.0,192.0,46.0,624826.0,4.0,322.0,6.0,116.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,28736.0,684.0,114.0,100.0,674872.0,0.0,156.0,18.0,118.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,3950.0,360.0,108.0,90.0,458718.0,8.0,96.0,2.0,58.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,3000.0,930.0,220.0,308.0,475672.0,16.0,14.0,0.0,92.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,3300.0,362.0,34.0,54.0,293244.0,0.0,4.0,14.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,996.0,302.0,44.0,46.0,595808.0,128.0,28.0,6.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,3156.0,758.0,290.0,766.0,1253336.0,0.0,56.0,46.0,162.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,1044.0,198.0,132.0,784.0,1047802.0,2.0,24.0,12.0,90.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,2112.0,1076.0,362.0,412.0,1420664.0,40.0,208.0,0.0,90.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,3288.0,330.0,194.0,62.0,1062540.0,48.0,60.0,4.0,186.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,2688.0,288.0,54.0,34.0,1094660.0,14.0,196.0,0.0,48.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,364.0,112.0,28.0,1478896.0,72.0,102.0,4.0,96.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,772.0,362.0,26.0,1678798.0,58.0,320.0,0.0,216.0,126.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,618.0,138.0,4.0,1444806.0,6.0,252.0,0.0,78.0,2.0,8.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,474.0,372.0,48.0,1442658.0,0.0,526.0,4.0,322.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,648.0,424.0,68.0,1253948.0,900.0,404.0,10.0,72.0,6.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,548.0,150.0,116.0,1147082.0,56.0,114.0,20.0,272.0,28.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,354.0,1200.0,306.0,779346.0,26.0,230.0,2.0,200.0,22.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,488.0,632.0,12.0,979700.0,52.0,114.0,0.0,122.0,16.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,384.0,348.0,0.0,384820.0,24.0,354.0,0.0,66.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,242.0,636.0,8.0,646524.0,2.0,118.0,50.0,138.0,6.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,286.0,178.0,34.0,479410.0,2.0,404.0,8.0,96.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,36.0,232.0,134.0,244958.0,2.0,296.0,8.0,52.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,228.0,290.0,144.0,663132.0,24.0,450.0,10.0,158.0,2.0,4.0,4.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,276.0,110.0,178.0,786262.0,8.0,662.0,18.0,514.0,6.0,0.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,0.0,156.0,138.0,632286.0,64.0,566.0,0.0,426.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,72.0,140.0,116.0,676222.0,32.0,624.0,50.0,250.0,4.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,12.0,298.0,116.0,875794.0,30.0,434.0,12.0,208.0,0.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,340.0,74.0,820446.0,20.0,416.0,0.0,152.0,0.0,6.0,2.0,120.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,116.0,518.0,675768.0,2.0,512.0,10.0,124.0,28.0,0.0,8.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,116.0,704.0,673374.0,16.0,410.0,10.0,356.0,6.0,0.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,26.0,280.0,563356.0,6.0,140.0,10.0,104.0,0.0,0.0,56.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,116.0,616.0,546592.0,0.0,362.0,12.0,144.0,0.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,120.0,1022.0,669468.0,52.0,78.0,12.0,416.0,4.0,0.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,172.0,756.0,679910.0,60.0,246.0,0.0,432.0,0.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,426.0,550.0,535496.0,26.0,122.0,30.0,174.0,0.0,0.0,8.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,498.0,286.0,562956.0,22.0,58.0,2.0,90.0,0.0,0.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,154.0,326.0,599260.0,2.0,92.0,6.0,108.0,4.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,464.0,632.0,743688.0,8.0,140.0,8.0,1006.0,4.0,0.0,0.0,42.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,0.0,412.0,598726.0,0.0,304.0,2.0,1234.0,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
