,JD1403.DCE,JD1404.DCE,JD1405.DCE,JD1406.DCE,JD1409.DCE,JD1410.DCE,JD1411.DCE,JD1412.DCE,JD1501.DCE,JD1502.DCE,JD1503.DCE,JD1504.DCE,JD1505.DCE,JD1506.DCE,JD1509.DCE,JD1510.DCE,JD1511.DCE,JD1512.DCE,JD1601.DCE,JD1602.DCE,JD1603.DCE,JD1604.DCE,JD1605.DCE,JD1606.DCE,JD1609.DCE,JD1610.DCE,JD1611.DCE,JD1612.DCE,JD1701.DCE,JD1702.DCE,JD1703.DCE,JD1704.DCE,JD1705.DCE,JD1706.DCE,JD1707.DCE,JD1708.DCE,JD1709.DCE,JD1710.DCE,JD1711.DCE,JD1712.DCE,JD1801.DCE,JD1802.DCE,JD1803.DCE,JD1804.DCE,JD1805.DCE,JD1806.DCE,JD1807.DCE,JD1808.DCE,JD1809.DCE,JD1810.DCE,JD1811.DCE,JD1812.DCE,JD1901.DCE,JD1902.DCE,JD1903.DCE
2014-01-28,46.0,56.0,92514.0,4.0,27814.0,2.0,6.0,4.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-29,8.0,12.0,37580.0,2.0,13560.0,2.0,0.0,0.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,36.0,0.0,23578.0,8.0,14538.0,0.0,2.0,0.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,18.0,18.0,44146.0,6.0,16722.0,0.0,0.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,32.0,0.0,65214.0,0.0,17472.0,2.0,0.0,0.0,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,28.0,0.0,78840.0,4.0,15140.0,0.0,0.0,0.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-12,8.0,0.0,36230.0,0.0,10240.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-13,10.0,0.0,32468.0,0.0,8178.0,22.0,0.0,0.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-14,30.0,146.0,176542.0,8.0,31096.0,34.0,0.0,0.0,522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-17,22.0,14.0,97176.0,38.0,44962.0,16.0,2.0,2.0,942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-18,20.0,10.0,83344.0,0.0,22538.0,0.0,0.0,6.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-19,40.0,4.0,58342.0,14.0,20412.0,2.0,4.0,0.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-20,26.0,2.0,74460.0,6.0,35074.0,16.0,2.0,0.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-21,32.0,90.0,50938.0,2.0,19176.0,0.0,0.0,0.0,130.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-24,88.0,0.0,76830.0,0.0,27496.0,0.0,0.0,4.0,188.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25,4.0,6.0,82562.0,2.0,35570.0,6.0,8.0,2.0,274.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,36.0,36.0,77210.0,40.0,29008.0,8.0,0.0,0.0,230.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27,16.0,4.0,54504.0,8.0,29372.0,0.0,4.0,0.0,166.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,14.0,0.0,46804.0,0.0,19842.0,0.0,0.0,0.0,266.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-03,0.0,10.0,92236.0,2.0,47926.0,4.0,0.0,2.0,434.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-04,0.0,0.0,82222.0,2.0,43854.0,0.0,0.0,0.0,422.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,0.0,2.0,67206.0,32.0,43288.0,4.0,0.0,0.0,414.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-06,2.0,2.0,55252.0,24.0,29796.0,22.0,0.0,0.0,622.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-07,2.0,6.0,146124.0,12.0,71534.0,16.0,2.0,4.0,712.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-10,0.0,4.0,254154.0,28.0,94796.0,22.0,2.0,2.0,2106.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11,0.0,0.0,190926.0,4.0,61926.0,0.0,0.0,0.0,1558.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-12,0.0,0.0,89754.0,0.0,39312.0,0.0,0.0,0.0,912.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13,0.0,6.0,221984.0,14.0,97048.0,0.0,0.0,0.0,1292.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-14,0.0,2.0,225102.0,0.0,59286.0,4.0,0.0,0.0,924.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17,,40.0,200160.0,388.0,121200.0,44.0,0.0,0.0,2416.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-18,,0.0,200338.0,44.0,113938.0,0.0,0.0,0.0,946.0,28.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-19,,4.0,95770.0,18.0,84944.0,0.0,8.0,0.0,672.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20,,0.0,126188.0,142.0,79900.0,0.0,0.0,0.0,688.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-21,,0.0,198992.0,34.0,149906.0,12.0,0.0,0.0,1024.0,4.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-24,,4.0,49994.0,0.0,96830.0,10.0,2.0,0.0,512.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-25,,2.0,39732.0,0.0,89562.0,12.0,0.0,0.0,522.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-26,,0.0,33138.0,0.0,150014.0,22.0,0.0,2.0,1246.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-27,,2.0,14898.0,4.0,105638.0,0.0,2.0,18.0,4270.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-28,,0.0,17998.0,18.0,139936.0,10.0,4.0,0.0,2558.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,0.0,14268.0,0.0,102864.0,2.0,2.0,0.0,2572.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,,0.0,18674.0,6.0,135354.0,98.0,2.0,0.0,3270.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-02,,0.0,10080.0,12.0,94320.0,80.0,0.0,0.0,2718.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-03,,0.0,11984.0,4.0,115898.0,14.0,0.0,4.0,4248.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-04,,0.0,4634.0,4.0,78948.0,0.0,0.0,0.0,2668.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-08,,0.0,4028.0,0.0,105614.0,10.0,0.0,2.0,2234.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-09,,0.0,2780.0,0.0,97620.0,4.0,0.0,2.0,5352.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-10,,0.0,17148.0,6.0,155446.0,126.0,0.0,0.0,6130.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-11,,0.0,13540.0,42.0,109218.0,8.0,0.0,0.0,4786.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-14,,0.0,6606.0,2.0,116424.0,0.0,2.0,0.0,3422.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-15,,0.0,2832.0,16.0,66722.0,64.0,0.0,0.0,2046.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,,,1012.0,0.0,95146.0,30.0,0.0,0.0,2644.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-17,,,1894.0,14.0,241768.0,108.0,80.0,0.0,20572.0,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-18,,,1452.0,6.0,174370.0,40.0,0.0,0.0,16856.0,0.0,68.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,,,5252.0,54.0,307270.0,74.0,4.0,4.0,21228.0,4.0,102.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-22,,,4052.0,16.0,298260.0,70.0,10.0,2.0,18914.0,0.0,22.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,,,1502.0,4.0,261398.0,22.0,2.0,0.0,15236.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,,,1330.0,0.0,345436.0,34.0,0.0,2.0,17522.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-25,,,526.0,0.0,179540.0,2.0,0.0,14.0,6124.0,0.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-28,,,692.0,18.0,258060.0,46.0,0.0,4.0,11358.0,0.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-29,,,524.0,2.0,174552.0,62.0,0.0,20.0,12632.0,0.0,54.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,,,856.0,114.0,260024.0,64.0,4.0,14.0,17802.0,0.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-05,,,34.0,6.0,250294.0,178.0,128.0,4.0,23876.0,0.0,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-06,,,2.0,40.0,221186.0,52.0,100.0,0.0,17094.0,0.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-07,,,26.0,206.0,327946.0,132.0,142.0,4.0,35426.0,0.0,98.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-08,,,0.0,428.0,573600.0,116.0,30.0,34.0,44846.0,0.0,124.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-09,,,0.0,146.0,346462.0,84.0,84.0,4.0,37546.0,6.0,128.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-12,,,6.0,410.0,493964.0,442.0,168.0,2.0,92840.0,0.0,380.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-13,,,0.0,752.0,419148.0,52.0,18.0,2.0,45484.0,4.0,132.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-14,,,2.0,898.0,420458.0,88.0,16.0,28.0,93222.0,10.0,400.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-15,,,2.0,938.0,426660.0,96.0,20.0,0.0,96348.0,8.0,336.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16,,,2.0,548.0,557598.0,402.0,10.0,8.0,102318.0,2.0,686.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-19,,,,240.0,644040.0,766.0,80.0,0.0,117842.0,0.0,724.0,14.0,3914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,,,,110.0,670536.0,496.0,8.0,0.0,108432.0,0.0,586.0,10.0,4088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-21,,,,282.0,908166.0,240.0,128.0,2.0,93802.0,4.0,102.0,2.0,5380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,,,,154.0,615944.0,90.0,2.0,4.0,56548.0,4.0,128.0,0.0,4640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-23,,,,110.0,622484.0,270.0,8.0,4.0,64572.0,6.0,118.0,22.0,10462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,,,,232.0,399130.0,190.0,32.0,20.0,45938.0,0.0,316.0,20.0,12400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-27,,,,224.0,504014.0,104.0,28.0,6.0,41160.0,0.0,118.0,10.0,7964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-28,,,,52.0,534860.0,292.0,46.0,4.0,36238.0,0.0,106.0,0.0,7326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-29,,,,36.0,363922.0,224.0,26.0,6.0,21964.0,0.0,60.0,0.0,2822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30,,,,118.0,567688.0,388.0,18.0,10.0,43188.0,0.0,130.0,0.0,5110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-03,,,,6.0,287684.0,108.0,14.0,0.0,35350.0,8.0,138.0,0.0,4984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-04,,,,0.0,277510.0,136.0,4.0,0.0,22482.0,0.0,50.0,0.0,2952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-05,,,,0.0,362470.0,150.0,4.0,84.0,41284.0,0.0,98.0,0.0,8586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-06,,,,0.0,514500.0,214.0,16.0,4.0,42340.0,4.0,84.0,0.0,6070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-09,,,,10.0,449908.0,204.0,16.0,48.0,43578.0,18.0,22.0,0.0,10512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
