,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE,WSet: quota exceeded.
2015-08-10,2362.0,1495.0,223.0,,,,,,,,,,,,
2015-08-11,3576.0,2085.0,323.0,,,,,,,,,,,,
2015-08-12,3719.0,3483.0,310.0,,,,,,,,,,,,
2015-08-13,1660.0,1843.0,158.0,,,,,,,,,,,,
2015-08-14,2421.0,2725.0,319.0,,,,,,,,,,,,
2015-08-17,3227.0,2941.0,38.0,,,,,,,,,,,,
2015-08-18,3189.0,3399.0,128.0,,,,,,,,,,,,
2015-08-19,1823.0,3266.0,214.0,,,,,,,,,,,,
2015-08-20,1073.0,1669.0,38.0,,,,,,,,,,,,
2015-08-21,1127.0,2469.0,136.0,,,,,,,,,,,,
2015-08-24,1557.0,3501.0,140.0,,,,,,,,,,,,
2015-08-25,523.0,3124.0,233.0,,,,,,,,,,,,
2015-08-26,744.0,4123.0,208.0,,,,,,,,,,,,
2015-08-27,286.0,3555.0,249.0,,,,,,,,,,,,
2015-08-28,235.0,4111.0,237.0,,,,,,,,,,,,
2015-08-31,97.0,4998.0,359.0,,,,,,,,,,,,
2015-09-01,0.0,3789.0,683.0,,,,,,,,,,,,
2015-09-02,43.0,3455.0,142.0,,,,,,,,,,,,
2015-09-07,10.0,3259.0,278.0,,,,,,,,,,,,
2015-09-08,0.0,5641.0,139.0,,,,,,,,,,,,
2015-09-09,29.0,5026.0,43.0,,,,,,,,,,,,
2015-09-10,25.0,4483.0,512.0,,,,,,,,,,,,
2015-09-11,0.0,5220.0,1317.0,,,,,,,,,,,,
2015-09-14,,4560.0,546.0,0.0,,,,,,,,,,,
2015-09-15,,5817.0,166.0,3.0,,,,,,,,,,,
2015-09-16,,5334.0,204.0,0.0,,,,,,,,,,,
2015-09-17,,4785.0,160.0,28.0,,,,,,,,,,,
2015-09-18,,4849.0,143.0,26.0,,,,,,,,,,,
2015-09-21,,3236.0,336.0,44.0,,,,,,,,,,,
2015-09-22,,4242.0,479.0,56.0,,,,,,,,,,,
2015-09-23,,3321.0,608.0,8.0,,,,,,,,,,,
2015-09-24,,3168.0,314.0,14.0,,,,,,,,,,,
2015-09-25,,3746.0,395.0,20.0,,,,,,,,,,,
2015-09-28,,3408.0,380.0,77.0,,,,,,,,,,,
2015-09-29,,4541.0,606.0,8.0,,,,,,,,,,,
2015-09-30,,4148.0,385.0,10.0,,,,,,,,,,,
2015-10-08,,3485.0,638.0,13.0,,,,,,,,,,,
2015-10-09,,7969.0,377.0,2.0,,,,,,,,,,,
2015-10-12,,8046.0,446.0,58.0,,,,,,,,,,,
2015-10-13,,8400.0,555.0,30.0,,,,,,,,,,,
2015-10-14,,19060.0,1667.0,15.0,,,,,,,,,,,
2015-10-15,,12203.0,1026.0,5.0,,,,,,,,,,,
2015-10-16,,15051.0,997.0,122.0,,,,,,,,,,,
2015-10-19,,10185.0,983.0,255.0,,,,,,,,,,,
2015-10-20,,15347.0,1007.0,132.0,,,,,,,,,,,
2015-10-21,,17607.0,1458.0,102.0,,,,,,,,,,,
2015-10-22,,12503.0,772.0,78.0,,,,,,,,,,,
2015-10-23,,20198.0,1066.0,120.0,,,,,,,,,,,
2015-10-26,,21935.0,1604.0,151.0,,,,,,,,,,,
2015-10-27,,23940.0,1481.0,372.0,,,,,,,,,,,
2015-10-28,,22024.0,1187.0,226.0,,,,,,,,,,,
2015-10-29,,23932.0,1836.0,62.0,,,,,,,,,,,
2015-10-30,,23990.0,1541.0,85.0,,,,,,,,,,,
2015-11-02,,20079.0,1182.0,137.0,,,,,,,,,,,
2015-11-03,,16498.0,1574.0,113.0,,,,,,,,,,,
2015-11-04,,24150.0,2428.0,142.0,,,,,,,,,,,
2015-11-05,,23579.0,1419.0,109.0,,,,,,,,,,,
2015-11-06,,20920.0,2616.0,227.0,,,,,,,,,,,
2015-11-09,,21147.0,4453.0,50.0,,,,,,,,,,,
2015-11-10,,21504.0,3810.0,58.0,,,,,,,,,,,
2015-11-11,,26937.0,6216.0,65.0,,,,,,,,,,,
2015-11-12,,23493.0,5542.0,41.0,,,,,,,,,,,
2015-11-13,,21928.0,4907.0,29.0,,,,,,,,,,,
2015-11-16,,19878.0,6352.0,63.0,,,,,,,,,,,
2015-11-17,,18146.0,7766.0,109.0,,,,,,,,,,,
2015-11-18,,16083.0,7511.0,48.0,,,,,,,,,,,
2015-11-19,,14921.0,8200.0,219.0,,,,,,,,,,,
2015-11-20,,13085.0,9457.0,278.0,,,,,,,,,,,
2015-11-23,,8155.0,14024.0,173.0,,,,,,,,,,,
2015-11-24,,6196.0,18816.0,107.0,,,,,,,,,,,
2015-11-25,,4149.0,17429.0,249.0,,,,,,,,,,,
2015-11-26,,2603.0,21702.0,115.0,,,,,,,,,,,
2015-11-27,,1285.0,18537.0,115.0,,,,,,,,,,,
2015-11-30,,66.0,14663.0,81.0,,,,,,,,,,,
2015-12-01,,78.0,16350.0,99.0,,,,,,,,,,,
2015-12-02,,80.0,19033.0,128.0,,,,,,,,,,,
2015-12-03,,0.0,14287.0,161.0,,,,,,,,,,,
2015-12-04,,0.0,17651.0,498.0,,,,,,,,,,,
2015-12-07,,59.0,15918.0,183.0,,,,,,,,,,,
2015-12-08,,0.0,13639.0,267.0,,,,,,,,,,,
2015-12-09,,0.0,16204.0,359.0,,,,,,,,,,,
2015-12-10,,0.0,16452.0,368.0,,,,,,,,,,,
2015-12-11,,102.0,14679.0,291.0,,,,,,,,,,,
2015-12-14,,,22071.0,660.0,33.0,,,,,,,,,,
2015-12-15,,,15886.0,316.0,120.0,,,,,,,,,,
2015-12-16,,,14768.0,457.0,119.0,,,,,,,,,,
2015-12-17,,,17340.0,422.0,116.0,,,,,,,,,,
2015-12-18,,,20000.0,853.0,69.0,,,,,,,,,,
2015-12-21,,,20148.0,421.0,18.0,,,,,,,,,,
2015-12-22,,,20619.0,526.0,141.0,,,,,,,,,,
2015-12-23,,,15354.0,298.0,103.0,,,,,,,,,,
2015-12-24,,,19091.0,811.0,23.0,,,,,,,,,,
2015-12-25,,,20146.0,304.0,73.0,,,,,,,,,,
2015-12-28,,,14896.0,338.0,88.0,,,,,,,,,,
2015-12-29,,,19802.0,437.0,114.0,,,,,,,,,,
2015-12-30,,,19466.0,634.0,152.0,,,,,,,,,,
2015-12-31,,,19984.0,459.0,92.0,,,,,,,,,,
2016-01-04,,,25642.0,610.0,30.0,,,,,,,,,,
2016-01-05,,,21604.0,752.0,20.0,,,,,,,,,,
2016-01-06,,,23014.0,662.0,35.0,,,,,,,,,,
2016-01-07,,,34218.0,917.0,37.0,,,,,,,,,,
2016-01-08,,,25004.0,806.0,10.0,,,,,,,,,,
2016-01-11,,,22898.0,575.0,15.0,,,,,,,,,,
2016-01-12,,,23394.0,836.0,88.0,,,,,,,,,,
2016-01-13,,,22407.0,1077.0,14.0,,,,,,,,,,
2016-01-14,,,30554.0,1707.0,52.0,,,,,,,,,,
2016-01-15,,,23749.0,963.0,90.0,,,,,,,,,,
2016-01-18,,,26390.0,1625.0,5.0,,,,,,,,,,
2016-01-19,,,29061.0,825.0,10.0,,,,,,,,,,
2016-01-20,,,30440.0,1015.0,7.0,,,,,,,,,,
2016-01-21,,,22667.0,1396.0,4.0,,,,,,,,,,
2016-01-22,,,20325.0,1651.0,6.0,,,,,,,,,,
2016-01-25,,,25812.0,2168.0,92.0,,,,,,,,,,
2016-01-26,,,29566.0,4538.0,29.0,,,,,,,,,,
2016-01-27,,,26694.0,4053.0,49.0,,,,,,,,,,
2016-01-28,,,27029.0,4133.0,11.0,,,,,,,,,,
2016-01-29,,,24693.0,4818.0,18.0,,,,,,,,,,
2016-02-01,,,19920.0,4152.0,0.0,,,,,,,,,,
2016-02-02,,,25058.0,5969.0,7.0,,,,,,,,,,
2016-02-03,,,21276.0,7217.0,36.0,,,,,,,,,,
2016-02-04,,,21056.0,6755.0,93.0,,,,,,,,,,
2016-02-05,,,11548.0,3861.0,12.0,,,,,,,,,,
2016-02-15,,,14835.0,9147.0,135.0,,,,,,,,,,
2016-02-16,,,13380.0,10914.0,193.0,,,,,,,,,,
2016-02-17,,,11742.0,13880.0,146.0,,,,,,,,,,
2016-02-18,,,9926.0,19504.0,883.0,,,,,,,,,,
2016-02-19,,,6665.0,22430.0,854.0,,,,,,,,,,
2016-02-22,,,3680.0,17570.0,484.0,,,,,,,,,,
2016-02-23,,,3621.0,19948.0,492.0,,,,,,,,,,
2016-02-24,,,2502.0,19084.0,639.0,,,,,,,,,,
2016-02-25,,,1574.0,27070.0,513.0,,,,,,,,,,
2016-02-26,,,1282.0,28926.0,1036.0,,,,,,,,,,
2016-02-29,,,181.0,23042.0,375.0,,,,,,,,,,
2016-03-01,,,296.0,27724.0,508.0,,,,,,,,,,
2016-03-02,,,90.0,27637.0,1520.0,,,,,,,,,,
2016-03-03,,,49.0,30864.0,3282.0,,,,,,,,,,
2016-03-04,,,50.0,27890.0,1885.0,,,,,,,,,,
2016-03-07,,,272.0,25119.0,1302.0,,,,,,,,,,
2016-03-08,,,37.0,31416.0,699.0,,,,,,,,,,
2016-03-09,,,183.0,23160.0,677.0,,,,,,,,,,
2016-03-10,,,70.0,28185.0,1673.0,,,,,,,,,,
2016-03-11,,,10.0,24293.0,645.0,,,,,,,,,,
2016-03-14,,,,18532.0,537.0,63.0,,,,,,,,,
2016-03-15,,,,22704.0,794.0,49.0,,,,,,,,,
2016-03-16,,,,25859.0,941.0,11.0,,,,,,,,,
2016-03-17,,,,27551.0,1362.0,219.0,,,,,,,,,
2016-03-18,,,,19213.0,385.0,28.0,,,,,,,,,
2016-03-21,,,,20902.0,1036.0,66.0,,,,,,,,,
2016-03-22,,,,19083.0,438.0,53.0,,,,,,,,,
2016-03-23,,,,17426.0,1214.0,187.0,,,,,,,,,
2016-03-24,,,,18110.0,705.0,58.0,,,,,,,,,
2016-03-25,,,,18430.0,940.0,159.0,,,,,,,,,
2016-03-28,,,,16988.0,971.0,216.0,,,,,,,,,
2016-03-29,,,,18588.0,1143.0,156.0,,,,,,,,,
2016-03-30,,,,16371.0,1220.0,29.0,,,,,,,,,
2016-03-31,,,,16736.0,1184.0,73.0,,,,,,,,,
2016-04-01,,,,11375.0,918.0,71.0,,,,,,,,,
2016-04-05,,,,14463.0,748.0,47.0,,,,,,,,,
2016-04-06,,,,18504.0,2371.0,118.0,,,,,,,,,
2016-04-07,,,,14882.0,1717.0,46.0,,,,,,,,,
2016-04-08,,,,21139.0,4684.0,182.0,,,,,,,,,
2016-04-11,,,,12604.0,1967.0,76.0,,,,,,,,,
2016-04-12,,,,9424.0,1707.0,118.0,,,,,,,,,
2016-04-13,,,,19762.0,2038.0,139.0,,,,,,,,,
2016-04-14,,,,17490.0,2913.0,112.0,,,,,,,,,
2016-04-15,,,,19921.0,3885.0,145.0,,,,,,,,,
2016-04-18,,,,13439.0,1730.0,88.0,,,,,,,,,
2016-04-19,,,,14364.0,2022.0,177.0,,,,,,,,,
2016-04-20,,,,20141.0,5180.0,227.0,,,,,,,,,
2016-04-21,,,,18187.0,4628.0,319.0,,,,,,,,,
2016-04-22,,,,13232.0,3978.0,106.0,,,,,,,,,
2016-04-25,,,,15703.0,5698.0,227.0,,,,,,,,,
2016-04-26,,,,17539.0,8680.0,190.0,,,,,,,,,
2016-04-27,,,,12679.0,8127.0,190.0,,,,,,,,,
2016-04-28,,,,11923.0,7431.0,120.0,,,,,,,,,
2016-04-29,,,,8118.0,5581.0,87.0,,,,,,,,,
2016-05-03,,,,7632.0,5240.0,247.0,,,,,,,,,
2016-05-04,,,,9708.0,7443.0,306.0,,,,,,,,,
2016-05-05,,,,4874.0,3810.0,121.0,,,,,,,,,
2016-05-06,,,,6608.0,6549.0,363.0,,,,,,,,,
2016-05-09,,,,9929.0,9749.0,482.0,,,,,,,,,
2016-05-10,,,,9102.0,16980.0,804.0,,,,,,,,,
2016-05-11,,,,5539.0,13393.0,433.0,,,,,,,,,
2016-05-12,,,,4319.0,14406.0,362.0,,,,,,,,,
2016-05-13,,,,3948.0,16985.0,692.0,,,,,,,,,
2016-05-16,,,,3089.0,16362.0,831.0,,,,,,,,,
2016-05-17,,,,2212.0,13276.0,350.0,,,,,,,,,
2016-05-18,,,,2302.0,16862.0,400.0,,,,,,,,,
2016-05-19,,,,1751.0,16645.0,296.0,,,,,,,,,
2016-05-20,,,,1111.0,14451.0,300.0,,,,,,,,,
2016-05-23,,,,746.0,12110.0,311.0,,,,,,,,,
2016-05-24,,,,683.0,13864.0,334.0,,,,,,,,,
2016-05-25,,,,528.0,12053.0,388.0,,,,,,,,,
2016-05-26,,,,591.0,11141.0,587.0,,,,,,,,,
2016-05-27,,,,313.0,9716.0,326.0,,,,,,,,,
2016-05-30,,,,328.0,11375.0,600.0,,,,,,,,,
2016-05-31,,,,92.0,13465.0,616.0,,,,,,,,,
2016-06-01,,,,38.0,11538.0,280.0,,,,,,,,,
2016-06-02,,,,0.0,12030.0,343.0,,,,,,,,,
2016-06-03,,,,24.0,11168.0,554.0,,,,,,,,,
2016-06-06,,,,20.0,9241.0,436.0,,,,,,,,,
2016-06-07,,,,0.0,7208.0,224.0,,,,,,,,,
2016-06-08,,,,0.0,7589.0,475.0,,,,,,,,,
2016-06-13,,,,43.0,10929.0,418.0,,,,,,,,,
2016-06-14,,,,,15554.0,1259.0,116.0,,,,,,,,
2016-06-15,,,,,10931.0,586.0,94.0,,,,,,,,
2016-06-16,,,,,13358.0,1074.0,143.0,,,,,,,,
2016-06-17,,,,,14007.0,1947.0,130.0,,,,,,,,
2016-06-20,,,,,10449.0,972.0,82.0,,,,,,,,
2016-06-21,,,,,13256.0,903.0,164.0,,,,,,,,
2016-06-22,,,,,17282.0,895.0,62.0,,,,,,,,
2016-06-23,,,,,10841.0,1134.0,194.0,,,,,,,,
2016-06-24,,,,,23542.0,1884.0,193.0,,,,,,,,
2016-06-27,,,,,15141.0,1688.0,299.0,,,,,,,,
2016-06-28,,,,,18030.0,1753.0,588.0,,,,,,,,
2016-06-29,,,,,14123.0,1037.0,368.0,,,,,,,,
2016-06-30,,,,,16466.0,1734.0,166.0,,,,,,,,
2016-07-01,,,,,17164.0,883.0,97.0,,,,,,,,
2016-07-04,,,,,18985.0,1871.0,66.0,,,,,,,,
2016-07-05,,,,,16184.0,1262.0,124.0,,,,,,,,
2016-07-06,,,,,15430.0,1914.0,63.0,,,,,,,,
2016-07-07,,,,,12389.0,932.0,122.0,,,,,,,,
2016-07-08,,,,,17245.0,1557.0,117.0,,,,,,,,
2016-07-11,,,,,14297.0,1872.0,182.0,,,,,,,,
2016-07-12,,,,,15147.0,1805.0,153.0,,,,,,,,
2016-07-13,,,,,13838.0,1372.0,99.0,,,,,,,,
2016-07-14,,,,,13299.0,1610.0,27.0,,,,,,,,
2016-07-15,,,,,21822.0,2553.0,166.0,,,,,,,,
2016-07-18,,,,,11497.0,1846.0,115.0,,,,,,,,
2016-07-19,,,,,8954.0,1503.0,44.0,,,,,,,,
2016-07-20,,,,,17138.0,2200.0,138.0,,,,,,,,
2016-07-21,,,,,18316.0,2847.0,121.0,,,,,,,,
2016-07-22,,,,,18030.0,1672.0,76.0,,,,,,,,
2016-07-25,,,,,13629.0,2059.0,352.0,,,,,,,,
2016-07-26,,,,,14955.0,2070.0,133.0,,,,,,,,
2016-07-27,,,,,15291.0,2235.0,158.0,,,,,,,,
2016-07-28,,,,,17343.0,3977.0,110.0,,,,,,,,
2016-07-29,,,,,13182.0,2953.0,120.0,,,,,,,,
2016-08-01,,,,,13252.0,3101.0,75.0,,,,,,,,
2016-08-02,,,,,10850.0,4137.0,172.0,,,,,,,,
2016-08-03,,,,,11981.0,6152.0,572.0,,,,,,,,
2016-08-04,,,,,7568.0,4009.0,443.0,,,,,,,,
2016-08-05,,,,,10045.0,5572.0,128.0,,,,,,,,
2016-08-08,,,,,10720.0,6419.0,194.0,,,,,,,,
2016-08-09,,,,,9929.0,8557.0,146.0,,,,,,,,
2016-08-10,,,,,15794.0,16143.0,716.0,,,,,,,,
2016-08-11,,,,,7838.0,12898.0,203.0,,,,,,,,
2016-08-12,,,,,7576.0,19153.0,244.0,,,,,,,,
2016-08-15,,,,,6949.0,24714.0,833.0,,,,,,,,
2016-08-16,,,,,4233.0,21304.0,1036.0,,,,,,,,
2016-08-17,,,,,3770.0,17553.0,668.0,,,,,,,,
2016-08-18,,,,,3695.0,20388.0,596.0,,,,,,,,
2016-08-19,,,,,4099.0,24507.0,850.0,,,,,,,,
2016-08-22,,,,,1617.0,16055.0,305.0,,,,,,,,
2016-08-23,,,,,1591.0,31432.0,798.0,,,,,,,,
2016-08-24,,,,,782.0,28394.0,801.0,,,,,,,,
2016-08-25,,,,,408.0,22161.0,329.0,,,,,,,,
2016-08-26,,,,,300.0,19504.0,287.0,,,,,,,,
2016-08-29,,,,,646.0,17526.0,356.0,,,,,,,,
2016-08-30,,,,,543.0,24490.0,612.0,,,,,,,,
2016-08-31,,,,,637.0,17426.0,707.0,,,,,,,,
2016-09-01,,,,,246.0,25206.0,662.0,,,,,,,,
2016-09-02,,,,,731.0,18030.0,441.0,,,,,,,,
2016-09-05,,,,,40.0,13263.0,227.0,,,,,,,,
2016-09-06,,,,,17.0,15084.0,457.0,,,,,,,,
2016-09-07,,,,,3.0,16329.0,329.0,,,,,,,,
2016-09-08,,,,,2.0,17209.0,287.0,,,,,,,,
2016-09-09,,,,,11.0,18616.0,475.0,,,,,,,,
2016-09-12,,,,,,15917.0,434.0,297.0,,,,,,,
2016-09-13,,,,,,22740.0,367.0,102.0,,,,,,,
2016-09-14,,,,,,21223.0,477.0,74.0,,,,,,,
2016-09-19,,,,,,11595.0,280.0,274.0,,,,,,,
2016-09-20,,,,,,16928.0,707.0,394.0,,,,,,,
2016-09-21,,,,,,19104.0,379.0,279.0,,,,,,,
2016-09-22,,,,,,15740.0,358.0,82.0,,,,,,,
2016-09-23,,,,,,15769.0,489.0,112.0,,,,,,,
2016-09-26,,,,,,13341.0,466.0,151.0,,,,,,,
2016-09-27,,,,,,13541.0,478.0,232.0,,,,,,,
2016-09-28,,,,,,11653.0,390.0,376.0,,,,,,,
2016-09-29,,,,,,9924.0,220.0,266.0,,,,,,,
2016-09-30,,,,,,7290.0,101.0,67.0,,,,,,,
2016-10-10,,,,,,13061.0,605.0,95.0,,,,,,,
2016-10-11,,,,,,13177.0,779.0,97.0,,,,,,,
2016-10-12,,,,,,14882.0,608.0,123.0,,,,,,,
2016-10-13,,,,,,12475.0,410.0,198.0,,,,,,,
2016-10-14,,,,,,15493.0,598.0,246.0,,,,,,,
2016-10-17,,,,,,11840.0,885.0,133.0,,,,,,,
2016-10-18,,,,,,11916.0,1179.0,234.0,,,,,,,
2016-10-19,,,,,,15557.0,974.0,245.0,,,,,,,
2016-10-20,,,,,,16958.0,1428.0,182.0,,,,,,,
2016-10-21,,,,,,12729.0,651.0,73.0,,,,,,,
2016-10-24,,,,,,24611.0,3745.0,648.0,,,,,,,
2016-10-25,,,,,,21481.0,4519.0,606.0,,,,,,,
2016-10-26,,,,,,26380.0,5432.0,569.0,,,,,,,
2016-10-27,,,,,,22811.0,5227.0,575.0,,,,,,,
2016-10-28,,,,,,17340.0,4788.0,275.0,,,,,,,
2016-10-31,,,,,,19350.0,5413.0,466.0,,,,,,,
2016-11-01,,,,,,18060.0,7408.0,461.0,,,,,,,
2016-11-02,,,,,,14309.0,4820.0,345.0,,,,,,,
2016-11-03,,,,,,16213.0,7349.0,518.0,,,,,,,
2016-11-04,,,,,,10341.0,4425.0,380.0,,,,,,,
2016-11-07,,,,,,12962.0,8487.0,566.0,,,,,,,
2016-11-08,,,,,,16705.0,12407.0,933.0,,,,,,,
2016-11-09,,,,,,18916.0,18545.0,985.0,,,,,,,
2016-11-10,,,,,,12015.0,21070.0,745.0,,,,,,,
2016-11-11,,,,,,8310.0,23380.0,1102.0,,,,,,,
2016-11-14,,,,,,6945.0,28341.0,1445.0,,,,,,,
2016-11-15,,,,,,5604.0,30839.0,1414.0,,,,,,,
2016-11-16,,,,,,3302.0,24215.0,639.0,,,,,,,
2016-11-17,,,,,,2810.0,27797.0,851.0,,,,,,,
2016-11-18,,,,,,1437.0,30562.0,715.0,,,,,,,
2016-11-21,,,,,,941.0,16954.0,391.0,,,,,,,
2016-11-22,,,,,,750.0,24110.0,596.0,,,,,,,
2016-11-23,,,,,,492.0,21437.0,1127.0,,,,,,,
2016-11-24,,,,,,546.0,18002.0,755.0,,,,,,,
2016-11-25,,,,,,401.0,18330.0,928.0,,,,,,,
2016-11-28,,,,,,279.0,13425.0,460.0,,,,,,,
2016-11-29,,,,,,236.0,38482.0,2007.0,,,,,,,
2016-11-30,,,,,,50.0,42391.0,2697.0,,,,,,,
2016-12-01,,,,,,0.0,47292.0,2572.0,,,,,,,
2016-12-02,,,,,,0.0,39139.0,2425.0,,,,,,,
2016-12-05,,,,,,1.0,30794.0,1624.0,,,,,,,
2016-12-06,,,,,,0.0,55950.0,4882.0,,,,,,,
2016-12-07,,,,,,7.0,44824.0,2666.0,,,,,,,
2016-12-08,,,,,,1.0,37756.0,3580.0,,,,,,,
