,IH1505.CFE,IH1506.CFE,IH1507.CFE,IH1508.CFE,IH1509.CFE,IH1510.CFE,IH1511.CFE,IH1512.CFE,IH1601.CFE,IH1602.CFE,IH1603.CFE,IH1604.CFE,IH1605.CFE,IH1606.CFE,IH1607.CFE,IH1608.CFE,IH1609.CFE,IH1610.CFE,IH1611.CFE,IH1612.CFE,IH1701.CFE,IH1702.CFE,IH1703.CFE,IH1704.CFE,IH1705.CFE,IH1706.CFE,IH1707.CFE,IH1708.CFE,IH1709.CFE,IH1710.CFE,IH1711.CFE,IH1712.CFE,IH1801.CFE,IH1802.CFE,IH1803.CFE,IH1804.CFE,IH1805.CFE,IH1806.CFE,IH1809.CFE,IH1812.CFE
2015-05-12,3194.6,3207.0,,,3216.2,,,3257.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,3204.8,3204.6,,,3209.8,,,3254.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,3158.4,3165.0,,,3171.8,,,3214.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,3140.0,3129.8,,,3136.2,,,3180.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,3049.0,3038.6,,3051.6,,,3099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,3145.6,3131.4,,3149.0,,,3192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,3217.0,3204.2,,3222.4,,,3267.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,3200.2,3185.0,,3206.8,,,3251.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,3310.0,3299.0,,3318.8,,,3368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,3435.4,3430.2,,3454.8,,,3502.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,3458.0,3458.4,,3485.4,,,3552.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,3507.0,3503.4,,3547.6,,,3607.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,3419.0,3422.8,,3464.8,,,3516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,3194.8,3189.2,,3228.8,,,3294.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,3340.4,3338.2,,3374.0,,,3442.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,3349.2,3354.6,,3389.0,,,3455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,3336.0,3340.6,,3377.6,,,3437.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,3395.8,3399.8,,3424.8,,,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,3426.2,3431.0,,3463.6,,,3536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,3543.0,3554.2,,3562.6,,,3626.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,3565.0,3585.0,,3608.6,,,3676.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,3445.8,3462.6,,3479.8,,,3550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,3415.0,3429.6,,3449.6,,,3516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,3408.0,3429.4,,3443.0,,,3502.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,3417.4,3441.6,,3454.8,,,3514.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,3293.0,3311.0,,3337.8,,,3390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,3233.6,3250.0,,3278.2,,,3337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,3205.0,3223.2,,3253.0,,,3315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,3098.2,3106.8,,3137.0,,,3184.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,3038.8,3053.8,3073.2,,,3124.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,3058.0,3070.0,3092.0,,,3148.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,3097.4,3122.0,3132.0,,,3190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,2968.8,2981.0,3004.8,,,3058.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,2836.2,2847.4,2868.0,,,2917.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,2886.2,2899.0,2921.4,,,2959.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,2878.2,2895.6,2916.0,,,2955.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,2814.4,2829.0,2841.2,,,2880.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,2760.0,2769.8,2800.0,,,2829.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,2870.0,2886.0,2916.6,,,2941.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,2826.0,2805.0,2824.4,,,2857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,3055.8,2750.4,2665.0,,,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,2751.4,2728.8,2739.8,,,2763.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,3020.0,2975.0,2967.8,,,3016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,2892.0,2858.0,2828.0,,,2847.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,2814.4,2785.2,2770.0,,,2787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,2734.0,2682.0,2659.8,,,2647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,2784.4,2711.8,2683.2,,,2682.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,2799.0,2816.0,2767.4,,,2755.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,2763.0,2731.0,,,2726.4,,,2744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,2711.0,2660.8,,,2655.0,,,2666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,2662.0,2620.2,,,2614.4,,,2623.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,2762.0,2719.2,,,2710.0,,,2711.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,2754.4,2719.0,,,2718.2,,,2720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,2661.0,2628.0,,,2606.2,,,2612.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,2487.4,2455.0,,,2422.8,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,2487.0,2450.0,,,2424.8,,,2428.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,2487.2,2450.2,,,2423.8,,,2431.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,2470.0,2418.8,,,2383.6,,,2387.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,2409.4,2362.8,,,2327.0,,,2320.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,2507.6,2445.8,,,2380.0,,,2384.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,2487.6,2429.8,,,2370.8,,,2370.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,2484.8,2436.0,,,2368.6,,,2363.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,2519.8,2483.2,,,2442.0,,,2452.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,2608.0,2573.8,,,2534.4,,,2550.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,2594.6,2563.6,,,2532.6,,,2547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,2589.0,2559.6,,,2523.0,,,2528.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,2582.0,2554.0,,,2516.8,,,2542.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,2574.2,2546.0,,,2510.0,,,2520.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,2546.6,2510.0,,,2456.4,,,2470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,2531.8,2485.6,,,2428.2,,,2426.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,2440.0,2374.8,,,2305.0,,,2292.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,2394.0,2339.8,,,2277.6,,,2276.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,2358.6,2297.0,,,2227.8,,,2228.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,2194.6,2214.2,,2112.0,,,2140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,2002.2,1970.0,,1937.0,,,1928.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,1956.4,1919.0,,1890.0,,,1894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,2043.0,2004.8,,1967.0,,,1958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,2104.0,2077.0,,2021.4,,,2026.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,2072.6,2028.8,,1999.8,,,2008.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,2095.0,2030.0,,1977.8,,,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,2144.0,2058.8,,1980.0,,,1939.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,2208.0,2140.0,,2040.0,,,2010.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,2182.0,2159.0,,2070.0,,,2042.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,2205.4,2162.0,,2127.0,,,2118.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,2198.6,2140.0,,2113.4,,,2099.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,2213.4,2165.8,,2122.8,,,2104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,2211.0,2161.2,,2110.2,,,2085.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,2175.0,2106.0,,2009.8,,,1993.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,2269.8,2228.8,,2147.8,,,2108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,2255.4,2212.8,,2128.6,,,2087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,2224.4,2186.6,,2106.6,,,2078.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,2187.6,2151.0,2149.0,,,2098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,2220.0,2190.6,2159.8,,,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,2184.8,2150.4,2133.6,,,2095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,2169.0,2136.2,2110.0,,,2076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,2160.6,2120.0,2095.8,,,2072.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,2145.8,2103.0,2074.6,,,2039.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,2114.2,2076.8,2050.2,,,2007.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,2141.0,2098.8,2067.8,,,2028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,2250.0,2270.0,2162.0,,,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,2215.6,2188.0,2150.0,,,2116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,2310.8,2289.2,2260.0,,,2216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,2282.8,2257.4,2224.8,,,2193.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,2278.0,2257.4,2225.6,,,2193.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,2340.0,2287.0,2272.8,,,2241.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,2325.0,2317.6,2294.8,,,2263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,2305.0,2277.0,,,2257.8,,,2210.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,2299.0,2268.0,,,2223.8,,,2190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,2313.4,2275.2,,,2230.0,,,2203.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,2305.0,2273.4,,,2225.6,,,2185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,2321.0,2292.6,,,2249.6,,,2219.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,2348.8,2323.2,,,2284.0,,,2259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,2319.8,2295.6,,,2260.0,,,2223.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,2311.0,2285.0,,,2249.6,,,2228.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,2299.0,2275.8,,,2240.2,,,2206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,2311.0,2287.6,,,2248.4,,,2216.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,2293.6,2271.0,,,2220.0,,,2212.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,2282.8,2259.0,,,2225.8,,,2240.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,2372.0,2351.6,,,2309.8,,,2299.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,2476.0,2452.0,,,2414.0,,,2395.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,2493.6,2475.0,,,2454.4,,,2436.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,2564.8,2544.0,,,2530.0,,,2544.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,2534.8,2515.4,,,2493.8,,,2492.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,2510.8,2488.6,,,2463.0,,,2477.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,2510.8,2492.8,,,2461.2,,,2445.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,2468.4,2446.8,,,2423.8,,,2409.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,2437.4,2415.6,,,2385.6,,,2373.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,2503.0,2484.2,,,2449.0,,,2440.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,2454.8,2419.0,,,2389.4,,,2375.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,2471.6,2440.0,,,2393.8,,,2365.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,2476.8,2445.0,,,2396.6,,,2369.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,2441.8,2412.2,,2379.8,,,2358.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,2411.8,2384.2,,2366.0,,,2329.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,2434.0,2396.4,,2360.0,,,2333.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,2461.2,2429.4,,2398.8,,,2366.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,2421.8,2400.4,,2365.8,,,2345.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,2329.0,2314.4,,2270.0,,,2245.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,2348.0,2319.4,,2291.2,,,2281.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,2451.8,2423.6,,2389.2,,,2360.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,2448.6,2419.8,,2384.6,,,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,2423.8,2393.6,,2368.4,,,2341.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,2392.8,2363.4,,2327.4,,,2304.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,2362.0,2333.8,,2291.8,,,2250.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,2373.8,2337.6,,2287.0,,,2251.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,2395.6,2365.6,,2305.0,,,2275.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,2350.0,2320.0,,2264.0,,,2232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,2419.8,2388.8,,2338.4,,,2287.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,2416.2,2388.8,,2339.4,,,2282.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,2396.6,2370.0,,2315.2,,,2265.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,2429.6,2403.8,,2359.0,,,2300.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,2465.8,2426.8,,2374.8,,,2323.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,2474.8,2453.2,2424.2,,,2376.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,2479.8,2452.2,2436.0,,,2383.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,2512.8,2486.0,2470.6,,,2408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,2478.6,2451.0,2436.6,,,2384.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,2480.8,2450.8,2434.0,,,2391.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,2479.6,2450.0,2435.0,,,2384.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,2422.6,2395.4,2380.0,,,2338.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,2422.6,2396.8,2379.2,,,2335.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,2425.4,2392.8,2385.4,,,2337.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,2388.4,2364.0,2343.0,,,2298.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,2299.0,2275.0,2259.0,,,2224.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,2303.4,2276.8,2254.0,,,2206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,2268.2,2245.0,2217.4,,,2166.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,2244.8,2236.0,2194.0,,,2143.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,2186.0,2168.0,2136.6,,,2079.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,2154.8,2125.0,2105.0,,,2049.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,2167.4,2161.0,2111.2,,,2055.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,2133.8,2103.8,2074.0,,,2031.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,2124.4,2091.2,2062.2,,,2015.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,2069.0,2040.0,,,1985.0,,,1947.6,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,2096.0,2067.6,,,2007.0,,,1959.8,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,2079.0,2051.0,,,1988.6,,,1943.4,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,2075.6,2042.0,,,1970.8,,,1908.8,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,2042.2,2007.6,,,1923.0,,,1867.2,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,2045.8,2009.2,,,1925.0,,,1860.8,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,2022.8,1987.6,,,1898.0,,,1819.6,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,1947.6,1911.2,,,1836.8,,,1787.2,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,1939.6,1904.6,,,1828.0,,,1778.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,1972.8,1941.6,,,1875.0,,,1818.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,1961.0,1931.6,,,1867.6,,,1819.4,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,1973.8,1948.0,,,1882.4,,,1840.8,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,1948.0,1921.4,,,1863.4,,,1811.6,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,1981.4,1952.4,,,1894.4,,,1843.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,1972.0,1944.0,,,1882.0,,,1834.2,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,1949.8,1923.8,,,1867.2,,,1816.2,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,2001.8,1975.8,,,1913.8,,,1858.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,2013.2,1988.0,,,1918.2,,,1864.8,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,2028.8,2000.0,,,1936.8,,,1879.8,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,2012.0,1983.8,,,1918.6,,,1865.6,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,2031.2,2002.8,,1957.6,,,1894.2,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,2018.0,1991.8,,1944.6,,,1883.8,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,2016.0,1986.4,,1936.2,,,1870.0,,,,,,,,,,,,,,,,,,,,,,,
