,OI1501.CZC,OI1503.CZC,OI1505.CZC,OI1507.CZC,OI1509.CZC,OI1511.CZC,OI1601.CZC,OI1603.CZC,OI1605.CZC,OI607.CZC,OI609.CZC,OI611.CZC,OI701.CZC,OI703.CZC,OI705.CZC,OI707.CZC,OI709.CZC,OI711.CZC,OI801.CZC,OI803.CZC,OI805.CZC,OI807.CZC,OI809.CZC,OI811.CZC,OI901.CZC,OI903.CZC
2015-02-13,,,5866.0,,5918.0,,5984.0,,,,,,,,,,,,,,,,,,,
2015-02-16,,,5890.0,,5930.0,,5992.0,,,,,,,,,,,,,,,,,,,
2015-02-17,,,5850.0,,5908.0,,5990.0,,,,,,,,,,,,,,,,,,,
2015-02-25,,,5816.0,,5878.0,,5960.0,,,,,,,,,,,,,,,,,,,
2015-02-26,,,5856.0,,5922.0,,6018.0,,,,,,,,,,,,,,,,,,,
2015-02-27,,5876.0,5988.0,,6042.0,,6132.0,,,,,,,,,,,,,,,,,,,
2015-03-02,,,6068.0,6088.0,6128.0,,6210.0,,,,,,,,,,,,,,,,,,,
2015-03-03,,,6022.0,,6092.0,,6170.0,,,,,,,,,,,,,,,,,,,
2015-03-04,,,6020.0,,6076.0,,6156.0,,,,,,,,,,,,,,,,,,,
2015-03-05,,,5910.0,,5972.0,,6060.0,,,,,,,,,,,,,,,,,,,
2015-03-06,,,5858.0,,5916.0,,6006.0,,,,,,,,,,,,,,,,,,,
2015-03-09,,5700.0,5880.0,,5912.0,,5994.0,,,,,,,,,,,,,,,,,,,
2015-03-10,,,5866.0,,5886.0,,5962.0,,,,,,,,,,,,,,,,,,,
2015-03-11,,,5918.0,5920.0,5896.0,,5920.0,,,,,,,,,,,,,,,,,,,
2015-03-12,,,5918.0,,5916.0,5950.0,5936.0,,,,,,,,,,,,,,,,,,,
2015-03-13,,,5864.0,,5882.0,,5924.0,,,,,,,,,,,,,,,,,,,
2015-03-16,,,5902.0,,5820.0,,5862.0,,,,,,,,,,,,,,,,,,,
2015-03-17,,,5840.0,,5822.0,,5854.0,,,,,,,,,,,,,,,,,,,
2015-03-18,,,5860.0,,5816.0,,5836.0,,,,,,,,,,,,,,,,,,,
2015-03-19,,,5946.0,,5912.0,,5916.0,,,,,,,,,,,,,,,,,,,
2015-03-20,,,5916.0,,5866.0,,5870.0,,,,,,,,,,,,,,,,,,,
2015-03-23,,,5924.0,,5888.0,,5884.0,,,,,,,,,,,,,,,,,,,
2015-03-24,,,5960.0,,5936.0,,5936.0,,,,,,,,,,,,,,,,,,,
2015-03-25,,,5950.0,,5910.0,,5904.0,,,,,,,,,,,,,,,,,,,
2015-03-26,,,5950.0,,5920.0,,5918.0,,,,,,,,,,,,,,,,,,,
2015-03-27,,,5928.0,,5894.0,,5896.0,,,,,,,,,,,,,,,,,,,
2015-03-30,,,5892.0,,5852.0,,5866.0,,,,,,,,,,,,,,,,,,,
2015-03-31,,,5892.0,,5838.0,,5882.0,,,,,,,,,,,,,,,,,,,
2015-04-01,,,5928.0,,5878.0,,5902.0,,,,,,,,,,,,,,,,,,,
2015-04-02,,,5910.0,,5864.0,,5880.0,,,,,,,,,,,,,,,,,,,
2015-04-03,,,5936.0,,5868.0,,5878.0,,,,,,,,,,,,,,,,,,,
2015-04-07,,,5984.0,,5912.0,,5908.0,,,,,,,,,,,,,,,,,,,
2015-04-08,,,5966.0,,5872.0,,5874.0,,,,,,,,,,,,,,,,,,,
2015-04-09,,,5944.0,,5842.0,,5834.0,,,,,,,,,,,,,,,,,,,
2015-04-10,,,5972.0,,5868.0,,5864.0,,,,,,,,,,,,,,,,,,,
2015-04-13,,,6012.0,,5886.0,,5886.0,,,,,,,,,,,,,,,,,,,
2015-04-14,,,5982.0,,5870.0,,5872.0,,,,,,,,,,,,,,,,,,,
2015-04-15,,,6042.0,6048.0,5960.0,,5948.0,,,,,,,,,,,,,,,,,,,
2015-04-16,,,6094.0,6110.0,6018.0,,5996.0,,,,,,,,,,,,,,,,,,,
2015-04-17,,,6006.0,5970.0,5972.0,,5966.0,,,,,,,,,,,,,,,,,,,
2015-04-20,,,5978.0,5970.0,6026.0,,6010.0,,,,,,,,,,,,,,,,,,,
2015-04-21,,,5936.0,,6070.0,,6058.0,,,,,,,,,,,,,,,,,,,
2015-04-22,,,5890.0,6046.0,6034.0,,6036.0,,,,,,,,,,,,,,,,,,,
2015-04-23,,,5876.0,,6038.0,,6046.0,,,,,,,,,,,,,,,,,,,
2015-04-24,,,5882.0,,6048.0,,6066.0,,,,,,,,,,,,,,,,,,,
2015-04-27,,,5930.0,,6052.0,6068.0,6028.0,,,,,,,,,,,,,,,,,,,
2015-04-28,,,5948.0,,6088.0,,6058.0,,,,,,,,,,,,,,,,,,,
2015-04-29,,,5922.0,,5996.0,,5996.0,,,,,,,,,,,,,,,,,,,
2015-04-30,,,5982.0,,6048.0,,6038.0,6130.0,,,,,,,,,,,,,,,,,,
2015-05-04,,,6058.0,,6120.0,,6106.0,,,,,,,,,,,,,,,,,,,
2015-05-05,,,6050.0,,6218.0,,6226.0,,,,,,,,,,,,,,,,,,,
2015-05-06,,,6060.0,6266.0,6244.0,,6262.0,,,,,,,,,,,,,,,,,,,
2015-05-07,,,6020.0,6090.0,6160.0,,6180.0,,,,,,,,,,,,,,,,,,,
2015-05-08,,,5960.0,6134.0,6138.0,,6168.0,,,,,,,,,,,,,,,,,,,
2015-05-11,,,5998.0,6180.0,6160.0,,6210.0,,,,,,,,,,,,,,,,,,,
2015-05-12,,,6058.0,,6170.0,,6224.0,,,,,,,,,,,,,,,,,,,
2015-05-13,,,6050.0,,6196.0,6236.0,6284.0,,,,,,,,,,,,,,,,,,,
2015-05-14,,,6000.0,6040.0,6124.0,,6202.0,,,,,,,,,,,,,,,,,,,
2015-05-15,,,6050.0,,6154.0,6160.0,6240.0,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,6104.0,,6204.0,,6252.0,,,,,,,,,,,,,,,,,
2015-05-19,,,,,6070.0,,6162.0,,6202.0,,,,,,,,,,,,,,,,,
2015-05-20,,,,,5958.0,,6036.0,,6068.0,,,,,,,,,,,,,,,,,
2015-05-21,,,,,5946.0,,6020.0,,6080.0,,,,,,,,,,,,,,,,,
2015-05-22,,,,,5936.0,5974.0,6028.0,,6076.0,,,,,,,,,,,,,,,,,
2015-05-25,,,,,5896.0,,5980.0,,6048.0,,,,,,,,,,,,,,,,,
2015-05-26,,,,,5998.0,6028.0,6084.0,,6140.0,,,,,,,,,,,,,,,,,
2015-05-27,,,,,5978.0,,6080.0,,6124.0,,,,,,,,,,,,,,,,,
2015-05-28,,,,,5996.0,,6104.0,,6140.0,,,,,,,,,,,,,,,,,
2015-05-29,,,,,5972.0,,6098.0,,6128.0,,,,,,,,,,,,,,,,,
2015-06-01,,,,,6148.0,,6266.0,,6296.0,,,,,,,,,,,,,,,,,
2015-06-02,,,,5998.0,6178.0,6222.0,6318.0,,6372.0,,,,,,,,,,,,,,,,,
2015-06-03,,,,,6138.0,6180.0,6296.0,,6366.0,,,,,,,,,,,,,,,,,
2015-06-04,,,,,6098.0,6294.0,6264.0,,6350.0,,,,,,,,,,,,,,,,,
2015-06-05,,,,,6046.0,,6186.0,,6288.0,,,,,,,,,,,,,,,,,
2015-06-08,,,,,6022.0,6224.0,6176.0,,6282.0,,,,,,,,,,,,,,,,,
2015-06-09,,,,,5980.0,6106.0,6104.0,,6204.0,,,,,,,,,,,,,,,,,
2015-06-10,,,,,5992.0,,6098.0,,6208.0,,,,,,,,,,,,,,,,,
2015-06-11,,,,,5998.0,6080.0,6098.0,,6188.0,,,,,,,,,,,,,,,,,
2015-06-12,,,,,5988.0,,6076.0,,6160.0,,,,,,,,,,,,,,,,,
2015-06-15,,,,,5956.0,,6056.0,,6140.0,,,,,,,,,,,,,,,,,
2015-06-16,,,,,5978.0,6132.0,6078.0,,6150.0,,,,,,,,,,,,,,,,,
2015-06-17,,,,,5994.0,,6104.0,,6186.0,,,,,,,,,,,,,,,,,
2015-06-18,,,,,5984.0,,6102.0,,6172.0,,,,,,,,,,,,,,,,,
2015-06-19,,,,,5970.0,,6062.0,,6140.0,,,,,,,,,,,,,,,,,
2015-06-23,,,,,6036.0,,6150.0,,6224.0,,,,,,,,,,,,,,,,,
2015-06-24,,,,,6082.0,,6190.0,,6258.0,,,,,,,,,,,,,,,,,
2015-06-25,,,,,6092.0,6186.0,6200.0,,6276.0,,,,,,,,,,,,,,,,,
2015-06-26,,,,,6118.0,6206.0,6230.0,,6308.0,,,,,,,,,,,,,,,,,
2015-06-29,,,,,6122.0,6358.0,6214.0,,6280.0,,,,,,,,,,,,,,,,,
2015-06-30,,,,,6094.0,,6152.0,,6226.0,,,,,,,,,,,,,,,,,
2015-07-01,,,,,6196.0,6180.0,6246.0,,6300.0,,,,,,,,,,,,,,,,,
2015-07-02,,,,,6116.0,6198.0,6166.0,,6212.0,,,,,,,,,,,,,,,,,
2015-07-03,,,,,6108.0,6222.0,6170.0,,6216.0,,,,,,,,,,,,,,,,,
2015-07-06,,,,,6092.0,,6156.0,,6194.0,,,,,,,,,,,,,,,,,
2015-07-07,,,,,6098.0,,6148.0,6086.0,6206.0,,,,,,,,,,,,,,,,,
2015-07-08,,,,,6010.0,5940.0,6044.0,6010.0,6100.0,,,,,,,,,,,,,,,,,
2015-07-09,,,,,6018.0,,5962.0,,6012.0,,,,,,,,,,,,,,,,,
2015-07-10,,,,,6084.0,,6036.0,6072.0,6114.0,,,,,,,,,,,,,,,,,
2015-07-13,,,,,6120.0,5982.0,6072.0,,6132.0,,,,,,,,,,,,,,,,,
2015-07-14,,,,,6136.0,6128.0,6128.0,6094.0,6174.0,,,,,,,,,,,,,,,,,
2015-07-15,,,,,6114.0,,6094.0,,6130.0,,,,,,,,,,,,,,,,,
2015-07-16,,,,,6066.0,,6042.0,,6084.0,,,,,,,,,,,,,,,,,
2015-07-17,,,,,6094.0,,6046.0,,6096.0,,,,,,,,,,,,,,,,,
2015-07-20,,,,,6048.0,6010.0,5974.0,5966.0,6026.0,,,,,,,,,,,,,,,,,
2015-07-21,,,,,6068.0,,5998.0,6030.0,6036.0,,,,,,,,,,,,,,,,,
2015-07-22,,,,,6070.0,,6042.0,,6072.0,,,,,,,,,,,,,,,,,
2015-07-23,,,,,6046.0,,5986.0,,6022.0,,,,,,,,,,,,,,,,,
2015-07-24,,,,,6044.0,5966.0,5954.0,,6012.0,,,,,,,,,,,,,,,,,
2015-07-27,,,,,6056.0,,5942.0,,5998.0,,,,,,,,,,,,,,,,,
2015-07-28,,,,,6016.0,,5830.0,,5888.0,,,,,,,,,,,,,,,,,
2015-07-29,,,,,6042.0,,5868.0,5942.0,5922.0,,,,,,,,,,,,,,,,,
2015-07-30,,,,,6024.0,,5862.0,5946.0,5922.0,,,,,,,,,,,,,,,,,
2015-07-31,,,,,6018.0,,5916.0,,5976.0,,,,,,,,,,,,,,,,,
2015-08-03,,,,,5974.0,,5832.0,,5890.0,,,,,,,,,,,,,,,,,
2015-08-04,,,,,5942.0,,5770.0,,5850.0,,,,,,,,,,,,,,,,,
2015-08-05,,,,,5964.0,,5816.0,,5896.0,,,,,,,,,,,,,,,,,
2015-08-06,,,,,5946.0,,5788.0,,5870.0,,,,,,,,,,,,,,,,,
2015-08-07,,,,,5966.0,,5786.0,,5880.0,,,,,,,,,,,,,,,,,
2015-08-10,,,,,5962.0,,5808.0,,5896.0,,,,,,,,,,,,,,,,,
2015-08-11,,,,,5974.0,,5888.0,,5960.0,,,,,,,,,,,,,,,,,
2015-08-12,,,,,5970.0,,5888.0,,5976.0,,,,,,,,,,,,,,,,,
2015-08-13,,,,,6022.0,5874.0,5942.0,,6028.0,,,,,,,,,,,,,,,,,
2015-08-14,,,,,6000.0,,5860.0,,5940.0,,,,,,,,,,,,,,,,,
2015-08-17,,,,,6068.0,,5872.0,,5948.0,,,,,,,,,,,,,,,,,
2015-08-18,,,,,6048.0,6056.0,5898.0,,5972.0,,,,,,,,,,,,,,,,,
2015-08-19,,,,,5998.0,,5826.0,,5922.0,,,,,,,,,,,,,,,,,
2015-08-20,,,,,6032.0,6018.0,5842.0,,5918.0,,,,,,,,,,,,,,,,,
2015-08-21,,,,,6016.0,,5814.0,,5894.0,,,,,,,,,,,,,,,,,
2015-08-24,,,,,5996.0,,5794.0,,5870.0,,,,,,,,,,,,,,,,,
2015-08-25,,,,,5918.0,5934.0,5688.0,5652.0,5776.0,,,,,,,,,,,,,,,,,
2015-08-26,,,,,5998.0,5864.0,5662.0,,5746.0,,,,,,,,,,,,,,,,,
2015-08-27,,,,,5982.0,5856.0,5618.0,,5710.0,,,,,,,,,,,,,,,,,
2015-08-28,,,,,5988.0,5848.0,5746.0,,5814.0,,,,,,,,,,,,,,,,,
2015-08-31,,,,,6160.0,,5710.0,,5782.0,,,,,,,,,,,,,,,,,
2015-09-01,,,,,6000.0,,5686.0,,5744.0,,,,,,,,,,,,,,,,,
2015-09-02,,,,,5710.0,,5664.0,,5722.0,,,,,,,,,,,,,,,,,
2015-09-07,,,,,5990.0,5760.0,5624.0,,5684.0,,,,,,,,,,,,,,,,,
2015-09-08,,,,,5990.0,,5682.0,,5722.0,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,,5694.0,,5728.0,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,5688.0,5676.0,,5722.0,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,5696.0,5690.0,5742.0,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,5726.0,5666.0,,5692.0,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,5770.0,5688.0,,5710.0,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,,5624.0,,5664.0,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,5650.0,,5680.0,,5720.0,,,,,,,,,,,,,,,
2015-09-18,,,,,,,5642.0,,5680.0,,5702.0,,,,,,,,,,,,,,,
2015-09-21,,,,,,,5618.0,,5662.0,,5700.0,,,,,,,,,,,,,,,
2015-09-22,,,,,,,5626.0,,5672.0,,5698.0,,,,,,,,,,,,,,,
2015-09-23,,,,,,5810.0,5596.0,,5662.0,,5700.0,,,,,,,,,,,,,,,
2015-09-24,,,,,,5512.0,5612.0,,5668.0,,5720.0,,,,,,,,,,,,,,,
2015-09-25,,,,,,,5646.0,,5686.0,,5756.0,,,,,,,,,,,,,,,
2015-09-28,,,,,,,5688.0,,5714.0,,5774.0,,,,,,,,,,,,,,,
2015-09-29,,,,,,,5674.0,,5702.0,5722.0,5744.0,,,,,,,,,,,,,,,
2015-09-30,,,,,,,5632.0,,5666.0,,5714.0,,,,,,,,,,,,,,,
2015-10-08,,,,,,,5738.0,,5764.0,,5806.0,,,,,,,,,,,,,,,
2015-10-09,,,,,,,5724.0,,5728.0,,5756.0,,,,,,,,,,,,,,,
2015-10-12,,,,,,5602.0,5808.0,,5776.0,,5792.0,,,,,,,,,,,,,,,
2015-10-13,,,,,,,5814.0,,5770.0,,5780.0,,,,,,,,,,,,,,,
2015-10-14,,,,,,,5804.0,,5760.0,,5770.0,,,,,,,,,,,,,,,
2015-10-15,,,,,,,5830.0,,5778.0,,5784.0,,,,,,,,,,,,,,,
2015-10-16,,,,,,,5780.0,,5748.0,,5766.0,,,,,,,,,,,,,,,
2015-10-19,,,,,,,5752.0,,5732.0,,5742.0,,,,,,,,,,,,,,,
2015-10-20,,,,,,,5710.0,,5700.0,,5704.0,,,,,,,,,,,,,,,
2015-10-21,,,,,,,5696.0,,5664.0,,5682.0,,,,,,,,,,,,,,,
2015-10-22,,,,,,5824.0,5744.0,,5696.0,,5706.0,,,,,,,,,,,,,,,
2015-10-23,,,,,,5900.0,5746.0,,5702.0,,5712.0,,,,,,,,,,,,,,,
2015-10-26,,,,,,5666.0,5690.0,5720.0,5648.0,5660.0,5666.0,,,,,,,,,,,,,,,
2015-10-27,,,,,,5480.0,5674.0,,5616.0,,5624.0,,,,,,,,,,,,,,,
2015-10-28,,,,,,5602.0,5680.0,,5610.0,,5616.0,,,,,,,,,,,,,,,
2015-10-29,,,,,,,5728.0,,5642.0,,5636.0,,,,,,,,,,,,,,,
2015-10-30,,,,,,,5692.0,,5598.0,,5598.0,,,,,,,,,,,,,,,
2015-11-02,,,,,,,5710.0,,5598.0,,5594.0,,,,,,,,,,,,,,,
2015-11-03,,,,,,,5698.0,,5584.0,,5576.0,,,,,,,,,,,,,,,
2015-11-04,,,,,,,5774.0,5698.0,5628.0,,5598.0,,,,,,,,,,,,,,,
2015-11-05,,,,,,,5808.0,,5674.0,,5622.0,,,,,,,,,,,,,,,
2015-11-06,,,,,,,5780.0,,5644.0,,5590.0,,,,,,,,,,,,,,,
2015-11-09,,,,,,,5784.0,5576.0,5632.0,,5592.0,,,,,,,,,,,,,,,
2015-11-10,,,,,,,5792.0,,5638.0,,5590.0,,,,,,,,,,,,,,,
2015-11-11,,,,,,,5768.0,,5616.0,5608.0,5572.0,,,,,,,,,,,,,,,
2015-11-12,,,,,,,5750.0,,5566.0,,5528.0,,,,,,,,,,,,,,,
2015-11-13,,,,,,,5766.0,,5584.0,,5534.0,,,,,,,,,,,,,,,
2015-11-16,,,,,,,5724.0,,5556.0,,5520.0,,,,,,,,,,,,,,,
2015-11-17,,,,,,,5708.0,,5522.0,,5488.0,,,,,,,,,,,,,,,
2015-11-18,,,,,,,5714.0,,5534.0,,5494.0,,,,,,,,,,,,,,,
2015-11-19,,,,,,,5716.0,,5526.0,,5482.0,,,,,,,,,,,,,,,
2015-11-20,,,,,,,5804.0,,5566.0,,5516.0,,,,,,,,,,,,,,,
2015-11-23,,,,,,,5854.0,,5612.0,,5562.0,,,,,,,,,,,,,,,
2015-11-24,,,,,,,5932.0,,5746.0,5620.0,5676.0,,,,,,,,,,,,,,,
2015-11-25,,,,,,,5904.0,,5728.0,,5672.0,,,,,,,,,,,,,,,
2015-11-26,,,,,,,5878.0,,5800.0,5686.0,5742.0,,,,,,,,,,,,,,,
2015-11-27,,,,,,,5870.0,,5798.0,,5728.0,,,,,,,,,,,,,,,
2015-11-30,,,,,,,5852.0,,5792.0,,5722.0,,,,,,,,,,,,,,,
2015-12-01,,,,,,,5942.0,,5852.0,,5782.0,,,,,,,,,,,,,,,
2015-12-02,,,,,,,5934.0,,5848.0,,5788.0,,,,,,,,,,,,,,,
2015-12-03,,,,,,,5912.0,,5844.0,5794.0,5782.0,5706.0,,,,,,,,,,,,,,
2015-12-04,,,,,,,5896.0,,5840.0,,5780.0,5848.0,,,,,,,,,,,,,,
2015-12-07,,,,,,,5998.0,,5944.0,,5864.0,,,,,,,,,,,,,,,
2015-12-08,,,,,,,5954.0,,5890.0,,5826.0,,,,,,,,,,,,,,,
2015-12-09,,,,,,,5830.0,,5716.0,5650.0,5702.0,,,,,,,,,,,,,,,
2015-12-10,,,,,,,5724.0,,5662.0,,5658.0,,,,,,,,,,,,,,,
2015-12-11,,,,,,,5758.0,,5662.0,,5634.0,,,,,,,,,,,,,,,
2015-12-14,,,,,,,5720.0,,5680.0,,5652.0,,,,,,,,,,,,,,,
2015-12-15,,,,,,,5706.0,,5680.0,,5668.0,,,,,,,,,,,,,,,
2015-12-16,,,,,,,5650.0,,5630.0,,5628.0,,,,,,,,,,,,,,,
2015-12-17,,,,,,,5676.0,,5646.0,,5636.0,,,,,,,,,,,,,,,
2015-12-18,,,,,,,5628.0,,5610.0,,5616.0,,,,,,,,,,,,,,,
2015-12-21,,,,,,,5698.0,,5662.0,,5680.0,,,,,,,,,,,,,,,
2015-12-22,,,,,,,5674.0,,5682.0,,5700.0,,,,,,,,,,,,,,,
2015-12-23,,,,,,,5642.0,,5666.0,,5686.0,,,,,,,,,,,,,,,
2015-12-24,,,,,,,5658.0,,5690.0,,5696.0,,,,,,,,,,,,,,,
2015-12-25,,,,,,,5696.0,,5672.0,,5684.0,,,,,,,,,,,,,,,
2015-12-28,,,,,,,5662.0,,5670.0,,5682.0,,,,,,,,,,,,,,,
2015-12-29,,,,,,,5656.0,,5676.0,,5708.0,,,,,,,,,,,,,,,
2015-12-30,,,,,,,5696.0,5780.0,5730.0,,5762.0,,,,,,,,,,,,,,,
2015-12-31,,,,,,,5670.0,,5710.0,,5742.0,,,,,,,,,,,,,,,
2016-01-04,,,,,,,5602.0,,5726.0,,5750.0,,,,,,,,,,,,,,,
2016-01-05,,,,,,,5654.0,,5700.0,,5716.0,,,,,,,,,,,,,,,
2016-01-06,,,,,,,5750.0,,5694.0,,5712.0,,,,,,,,,,,,,,,
2016-01-07,,,,,,,5768.0,,5666.0,,5658.0,,,,,,,,,,,,,,,
2016-01-08,,,,,,,5750.0,,5656.0,,5652.0,,,,,,,,,,,,,,,
2016-01-11,,,,,,,5680.0,,5626.0,5658.0,5636.0,,,,,,,,,,,,,,,
2016-01-12,,,,,,,5600.0,,5596.0,,5604.0,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,5560.0,,5588.0,,,,,,,,,,,,,,,
2016-01-14,,,,,,,5492.0,,5568.0,,5584.0,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,5560.0,,5578.0,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,5584.0,,5612.0,,5662.0,,,,,,,,,,,,,
2016-01-19,,,,,,,,,5602.0,,5626.0,,5688.0,,,,,,,,,,,,,
2016-01-20,,,,,,,,,5608.0,,5628.0,,5696.0,,,,,,,,,,,,,
2016-01-21,,,,,,,,,5568.0,,5596.0,,5664.0,,,,,,,,,,,,,
2016-01-22,,,,,,,,,5576.0,,5606.0,,5670.0,,,,,,,,,,,,,
2016-01-25,,,,,,,,,5598.0,,5618.0,,5686.0,,,,,,,,,,,,,
2016-01-26,,,,,,,,,5596.0,,5624.0,,5696.0,,,,,,,,,,,,,
2016-01-27,,,,,,,,,5594.0,5656.0,5620.0,,5692.0,,,,,,,,,,,,,
2016-01-28,,,,,,,,,5594.0,5654.0,5626.0,5670.0,5698.0,,,,,,,,,,,,,
2016-01-29,,,,,,,,,5584.0,,5624.0,,5700.0,,,,,,,,,,,,,
2016-02-01,,,,,,,,,5572.0,,5612.0,,5686.0,,,,,,,,,,,,,
2016-02-02,,,,,,,,,5580.0,,5634.0,,5710.0,,,,,,,,,,,,,
2016-02-03,,,,,,,,,5588.0,,5640.0,,5710.0,,,,,,,,,,,,,
2016-02-04,,,,,,,,,5580.0,5590.0,5652.0,,5726.0,,,,,,,,,,,,,
2016-02-05,,,,,,,,,5586.0,,5660.0,,5724.0,,,,,,,,,,,,,
2016-02-15,,,,,,,,5908.0,5680.0,,5768.0,,5830.0,,,,,,,,,,,,,
2016-02-16,,,,,,,,,5650.0,5716.0,5730.0,,5796.0,,,,,,,,,,,,,
2016-02-17,,,,,,,,,5624.0,,5690.0,,5756.0,,,,,,,,,,,,,
2016-02-18,,,,,,,,,5648.0,5698.0,5724.0,,5798.0,,,,,,,,,,,,,
2016-02-19,,,,,,,,,5620.0,,5694.0,5754.0,5766.0,,,,,,,,,,,,,
2016-02-22,,,,,,,,,5600.0,,5700.0,5752.0,5774.0,,,,,,,,,,,,,
2016-02-23,,,,,,,,,5592.0,,5686.0,,5760.0,,,,,,,,,,,,,
2016-02-24,,,,,,,,,5576.0,,5664.0,,5750.0,,,,,,,,,,,,,
2016-02-25,,,,,,,,,5538.0,,5628.0,,5708.0,,,,,,,,,,,,,
2016-02-26,,,,,,,,,5520.0,,5630.0,,5714.0,,,,,,,,,,,,,
2016-02-29,,,,,,,,,5510.0,,5630.0,,5718.0,,,,,,,,,,,,,
2016-03-01,,,,,,,,,5500.0,,5602.0,,5694.0,,,,,,,,,,,,,
2016-03-02,,,,,,,,,5518.0,,5618.0,,5714.0,,,,,,,,,,,,,
2016-03-03,,,,,,,,,5480.0,,5588.0,5588.0,5704.0,,,,,,,,,,,,,
2016-03-04,,,,,,,,,5510.0,,5624.0,,5736.0,,,,,,,,,,,,,
2016-03-07,,,,,,,,,5604.0,,5720.0,,5844.0,,,,,,,,,,,,,
2016-03-08,,,,,,,,,5576.0,5684.0,5724.0,,5840.0,,,,,,,,,,,,,
2016-03-09,,,,,,,,,5556.0,,5660.0,,5794.0,,,,,,,,,,,,,
2016-03-10,,,,,,,,,5576.0,5644.0,5696.0,,5832.0,,,,,,,,,,,,,
2016-03-11,,,,,,,,,5636.0,5694.0,5794.0,5778.0,5926.0,,,,,,,,,,,,,
2016-03-14,,,,,,,,,5666.0,,5826.0,,5958.0,,,,,,,,,,,,,
2016-03-15,,,,,,,,,5630.0,,5790.0,,5918.0,,,,,,,,,,,,,
2016-03-16,,,,,,,,,5630.0,,5796.0,,5920.0,,,,,,,,,,,,,
