,TC1501.CZC,TC1502.CZC,TC1503.CZC,TC1504.CZC,TC1505.CZC,TC1506.CZC,TC1507.CZC,TC1508.CZC,TC1509.CZC,TC1510.CZC,TC1511.CZC,TC1512.CZC,TC1601.CZC,TC1602.CZC,TC1603.CZC,TC1604.CZC,ZC1605.CZC,ZC1606.CZC,ZC607.CZC,ZC608.CZC,ZC609.CZC,ZC610.CZC,ZC611.CZC,ZC612.CZC,ZC701.CZC,ZC702.CZC,ZC703.CZC,ZC704.CZC,ZC705.CZC,ZC706.CZC,ZC707.CZC,ZC708.CZC,ZC709.CZC,ZC710.CZC,ZC711.CZC,ZC712.CZC,ZC801.CZC,ZC802.CZC,ZC803.CZC,ZC804.CZC,ZC805.CZC,ZC806.CZC,ZC807.CZC,ZC808.CZC,ZC809.CZC,ZC810.CZC,ZC811.CZC,ZC812.CZC,ZC901.CZC,ZC902.CZC,ZC903.CZC,ZC904.CZC
2016-07-13,,,,,,,,,,,,,,,,,,,,411.2,433.2,450.8,446.0,,476.4,,,,458.6,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,,407.8,429.2,,,,479.4,,,,461.6,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,,420.0,432.2,442.4,,,485.0,,,,466.6,465.8,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,,432.6,,,,487.4,482.2,,,468.4,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,,432.2,,,,486.0,,,,469.8,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,440.8,434.8,,,,490.0,482.8,,,471.4,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,459.0,440.0,451.4,,,489.4,,,,472.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,445.6,436.4,449.6,,472.8,488.0,,,,473.6,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,,437.6,,,,484.2,,,,465.6,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,,447.4,434.4,,,,481.4,,,,460.2,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,,435.8,,,,485.4,480.8,,,463.8,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,,445.6,,,,492.2,482.6,,,466.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,447.0,450.0,,,477.2,492.2,,,,467.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,456.0,443.0,466.2,501.2,494.0,,473.0,459.6,467.6,446.2,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,,440.8,453.4,458.4,476.2,488.6,,,,462.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,,,449.2,,,,489.8,,,,463.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,,,452.4,471.2,,,488.0,,,,461.2,463.6,480.6,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,,,,,,456.8,,,,496.2,,,,469.4,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,,,471.6,,,,504.2,,,,477.4,476.8,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,,,475.2,,,482.6,509.6,,,,487.6,,475.0,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,,,480.8,480.8,,,519.8,,,,501.4,,493.4,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,,,478.4,,,,514.8,,,,496.4,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,,,,,,477.0,480.0,495.0,,514.2,,,,497.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,,,467.2,,,,519.4,510.2,,,500.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,,463.6,493.0,,,522.6,,,,504.6,500.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,,,465.4,475.0,,,519.8,,,,503.0,493.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,,445.0,459.0,464.8,,511.6,,,,495.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,,,,,,416.0,,,,496.4,,,,479.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,410.8,441.2,,,499.8,496.6,,,482.6,480.4,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,405.6,,,,499.4,,,,481.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,399.2,409.4,,,497.2,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,393.8,,,489.0,494.2,488.6,,,477.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,385.0,415.4,,,496.0,,,,478.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,389.8,,470.0,484.8,498.6,484.8,487.8,,481.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,396.2,,,482.0,498.4,488.6,,,480.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,398.6,,,491.6,516.2,505.6,,,496.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,396.0,,,,515.2,,,,491.6,,500.0,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,408.6,,,,518.6,506.8,,,491.4,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,415.0,400.6,,492.0,531.8,,,,499.8,,507.0,,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,410.0,,,,532.6,,,,499.4,491.2,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,430.0,,,471.0,528.8,505.2,,,497.4,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,471.2,518.2,,,,482.6,,,,479.4,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,,422.4,,494.2,514.8,,,,481.8,,485.0,,478.4,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,,443.6,,479.0,504.8,486.8,,,475.0,,,,471.4,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,,463.2,,,503.6,489.2,,,474.6,,,,471.6,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,,445.2,,,501.4,,,482.2,471.2,,,,466.0,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,517.4,,,,483.6,,,,480.2,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,468.4,,,530.8,515.0,,,494.0,,493.0,,490.0,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,455.2,489.4,,529.6,,,,491.0,,,,488.2,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,532.4,529.6,,,494.6,499.8,,,490.0,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,488.6,507.2,524.6,,,,487.6,,,,483.0,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,529.4,,,,495.0,,,,490.4,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,513.2,529.6,519.8,,,493.4,,,,484.4,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,549.6,,515.2,528.2,,,509.0,493.2,,,,480.8,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,564.2,,532.0,548.0,528.0,,,512.6,506.0,,,495.0,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,524.8,,,543.0,,,,507.2,,,,489.8,,,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,561.6,,519.0,545.4,,,,511.4,,,,495.0,,,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,536.0,,542.6,,,,506.0,,,,490.6,,,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,575.0,510.2,,544.4,522.0,,511.6,506.8,,,,490.6,,,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,545.0,558.8,540.8,528.0,518.8,511.0,509.0,,,495.2,,,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,568.8,,,,517.8,,,,500.0,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,564.0,587.0,566.0,545.0,,536.4,,,,520.2,,,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,589.6,576.6,,,536.8,,,,520.8,,,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,569.4,,600.6,588.0,,556.2,543.0,,,,526.4,,,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,592.8,,572.2,,539.2,,,,523.0,551.4,,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,591.2,601.4,585.0,558.0,,547.6,521.6,,550.6,527.6,,,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,619.6,625.6,603.8,575.0,,557.8,545.8,,,532.6,,,,,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,591.4,649.0,645.6,,,,569.8,,,,541.2,,,,,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,646.8,662.0,645.6,,,581.0,,,520.4,551.4,,,,,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,629.4,,637.6,608.0,,,566.8,,,,537.8,532.0,,,,,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,577.6,,629.0,606.8,,,561.0,,,,538.0,551.0,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,598.6,636.4,595.8,,,566.6,,,,544.4,,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,622.6,649.0,619.0,,,579.0,,,551.8,558.8,,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,639.0,646.8,637.0,,,577.2,,,,557.4,,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,639.0,643.0,,,,572.6,,,,554.2,,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,668.2,649.0,618.4,,591.8,,,,568.0,,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,681.6,654.0,625.8,619.6,598.6,,,,570.0,,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,674.8,678.8,649.0,604.0,,594.4,548.4,586.2,,568.6,578.0,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,632.8,657.0,640.8,603.8,606.6,582.6,,572.8,,563.4,,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,627.0,665.8,657.8,595.4,,589.4,,,,568.0,547.2,,,,,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,651.0,648.0,,,,583.0,,,,564.0,,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,674.4,643.0,,608.6,605.2,,,,583.8,,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,651.0,662.0,598.0,595.0,589.8,598.2,,,,576.0,,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,640.0,596.4,593.0,,585.0,575.0,,,564.2,542.0,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,633.8,,608.2,587.0,584.6,,578.4,539.0,562.0,,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,614.4,593.0,,567.8,566.0,,527.2,,546.8,,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,619.0,594.0,,556.8,548.6,541.0,,,530.0,,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,639.2,627.8,605.0,,,555.0,,538.4,,535.8,,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,616.0,,565.0,,546.2,,525.4,,529.0,,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,617.8,601.0,593.4,,558.0,,535.6,,538.8,,,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,615.0,609.6,,555.0,553.0,550.0,,,535.6,,,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,615.0,621.0,,,558.6,,,,541.2,,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,613.4,602.0,,,554.8,566.0,537.2,,540.4,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,598.8,604.8,,,545.8,,535.8,,539.8,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,604.6,606.0,,,542.8,,530.2,,537.4,,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,610.0,607.0,,541.2,539.4,541.2,527.4,,531.6,,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,611.4,603.6,575.2,,535.8,,,,532.0,,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,605.0,596.2,575.4,,534.8,531.6,,,530.0,,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,618.2,609.2,,,553.6,535.0,536.6,,550.8,,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,617.0,608.8,602.0,558.0,546.6,,,,543.0,,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,616.2,614.8,,538.0,542.6,,,,538.6,,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,626.0,617.8,,,556.4,,,,551.6,,,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,619.4,625.2,599.6,562.0,549.0,542.2,,,543.4,,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,613.0,611.0,593.8,552.0,548.8,,,,542.0,,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,610.0,608.0,,,542.0,,,,536.8,,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,614.8,616.0,,,548.0,,,,542.4,,,566.2,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,612.0,609.6,565.6,,542.0,530.0,,,537.6,,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,610.6,611.6,,,539.0,,,,534.0,,,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,610.0,609.0,,,534.6,526.8,,,529.4,,,,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,609.2,615.4,,,532.8,521.2,,,527.6,,,518.0,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,610.0,613.2,,,524.2,509.0,,,517.8,,,,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,609.0,610.2,,,520.8,513.4,,,515.6,,,,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,618.0,605.6,,,515.8,,,515.4,511.8,,,,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,619.0,606.8,,,519.4,,514.0,512.2,515.0,,,,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,617.8,606.6,,,513.0,500.6,,,508.0,,,,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,623.0,611.0,,512.6,507.6,505.8,,,503.2,,,,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,650.0,601.0,524.8,499.0,504.6,,,504.2,500.6,,,514.0,,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,620.0,603.0,521.2,,502.0,496.2,,,492.6,494.6,,,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,605.0,606.8,,505.6,512.0,,,,502.2,,,,,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,600.0,618.0,,,514.8,508.0,,,505.0,,,,,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,600.0,612.0,,,518.0,504.0,,,508.6,,,,,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,623.0,,,528.0,514.8,,,519.0,,,,533.2,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,646.0,,,530.0,523.2,529.2,526.2,520.8,,,,536.4,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,620.0,559.6,,529.0,524.0,,,519.6,,,,534.6,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,,,527.2,524.6,,,518.2,,,,534.8,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,641.0,,,545.0,519.0,,,535.4,,,550.2,550.0,,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,564.8,541.6,542.0,535.0,,,532.8,,548.6,,551.4,,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,707.8,,573.2,516.8,517.0,,,507.8,,,,528.4,,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,742.8,,590.4,514.0,,,,506.6,,,,529.0,,,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,730.0,570.0,575.4,513.0,519.0,,506.0,506.0,,,,529.8,,,,,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,700.6,,565.0,519.8,530.8,514.6,527.8,512.0,,,,533.0,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,,571.2,532.0,,520.6,,522.8,,,,540.2,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,633.0,,570.0,536.6,537.6,522.2,532.0,524.2,,,,538.6,,,,,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,679.0,,585.4,538.6,537.6,,,524.2,,,,536.2,,,,,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,563.4,550.0,538.0,534.0,,,525.0,,,,537.6,,,,,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,597.4,,540.0,,,,525.8,,,,534.0,,,,,,,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.6,,,,524.2,,,506.0,534.0,,,,,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,587.8,,542.8,534.2,,,528.8,,,,535.2,,,,,,,,,,,,,,,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,,,,524.0,,,,532.6,,,,,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,,,,524.8,,,,532.8,,,,,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0,540.0,,,,526.0,,,,535.0,,,,,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.8,536.4,,,525.8,,,,535.8,,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.8,538.4,536.0,,,528.4,,503.6,,536.4,,,,,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.4,552.8,550.0,,,538.0,,,,544.0,,,,,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,622.4,,550.0,,,,536.0,542.8,,,540.4,,,,,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0,,,,542.0,540.0,,519.0,546.4,553.2,,,,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,639.4,570.0,562.6,,,,547.0,,,,559.8,,,,,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,605.4,,559.4,,,,544.0,,,,550.6,,,,,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.4,562.8,,,549.8,546.2,,552.8,556.8,,,,,,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,568.0,544.6,,,547.6,,,,555.6,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.8,568.4,,,549.8,,,,557.6,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,579.8,,585.6,574.2,,,557.8,,,,564.4,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.2,571.4,,,555.8,,556.8,,564.4,,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.6,,,,563.4,,,,567.6,,,,,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6,,,,556.4,,,,568.6,,,,,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.4,,595.0,,568.0,,,,580.0,,,,,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.8,586.6,,,564.6,,,,582.0,,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0,,,560.6,556.0,,,,577.2,,,,,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.6,567.4,,,555.6,,,,576.6,,,,,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,,,,548.0,,,,573.2,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0,,,,549.8,,,,572.2,,,,,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0,,,,553.8,,,,574.0,,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,605.8,,,578.0,,,,590.0,,,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.6,620.0,600.0,,,568.6,,,,585.0,,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.8,623.2,,,550.8,566.6,593.4,,,583.0,,,,,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.8,,,,569.0,571.4,,,583.2,,,,,,,,,,,,,,,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.8,,,,570.4,,,,584.2,,,,,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.2,,,,561.2,,,,574.0,,,,,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.4,596.4,,,564.4,,,,576.0,,,,,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.4,589.0,,553.8,562.2,,,,568.2,,,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,602.6,,565.6,559.2,543.6,,,570.0,,,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,624.0,589.2,,,557.8,,,,565.8,,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2,599.0,,566.8,570.0,,,,573.8,,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.8,597.4,606.2,570.6,577.0,,,,579.6,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.6,639.0,597.0,,576.8,583.6,,,,585.0,,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.6,,606.0,592.0,596.2,597.2,,,597.0,,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4,618.0,,588.2,595.0,,,,595.4,,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.6,591.6,,577.0,587.0,575.6,,,590.4,,,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.4,,,562.2,579.2,,,,586.8,,,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.6,596.6,,550.4,571.8,,,561.8,578.4,,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,555.0,540.8,563.0,,,,573.6,,,,,,,,,,,,,,,
