,CF1501.CZC,CF1503.CZC,CF1505.CZC,CF1507.CZC,CF1509.CZC,CF1511.CZC,CF1601.CZC,CF1603.CZC,CF1605.CZC,CF607.CZC,CF609.CZC,CF611.CZC,CF701.CZC,CF703.CZC,CF705.CZC,CF707.CZC,CF709.CZC,CF711.CZC,CF801.CZC,CF803.CZC,CF805.CZC,CF807.CZC,CF809.CZC,CF811.CZC,CF901.CZC,CF903.CZC
2015-03-05,,12915.0,13205.0,13295.0,13585.0,13850.0,14035.0,,,,,,,,,,,,,,,,,,,
2015-03-06,,13015.0,13220.0,13315.0,13610.0,13865.0,14045.0,,,,,,,,,,,,,,,,,,,
2015-03-09,,12950.0,13160.0,13265.0,13540.0,13780.0,13955.0,,,,,,,,,,,,,,,,,,,
2015-03-10,,12925.0,13120.0,13210.0,13425.0,13685.0,13810.0,,,,,,,,,,,,,,,,,,,
2015-03-11,,12920.0,13085.0,13120.0,13420.0,13675.0,13775.0,,,,,,,,,,,,,,,,,,,
2015-03-12,,12965.0,13285.0,13230.0,13625.0,13840.0,13900.0,,,,,,,,,,,,,,,,,,,
2015-03-13,,,13170.0,13285.0,13535.0,13750.0,13885.0,,,,,,,,,,,,,,,,,,,
2015-03-16,,,13155.0,13285.0,13490.0,13645.0,13830.0,14005.0,,,,,,,,,,,,,,,,,,
2015-03-17,,,13150.0,13260.0,13435.0,13625.0,13770.0,13870.0,,,,,,,,,,,,,,,,,,
2015-03-18,,,13090.0,13180.0,13365.0,13550.0,13705.0,,,,,,,,,,,,,,,,,,,
2015-03-19,,,13145.0,13260.0,13450.0,13565.0,13800.0,13775.0,,,,,,,,,,,,,,,,,,
2015-03-20,,,13040.0,13130.0,13265.0,13470.0,13640.0,13815.0,,,,,,,,,,,,,,,,,,
2015-03-23,,,13010.0,13105.0,13315.0,13510.0,13650.0,,,,,,,,,,,,,,,,,,,
2015-03-24,,,13070.0,13195.0,13420.0,13630.0,13755.0,,,,,,,,,,,,,,,,,,,
2015-03-25,,,13030.0,13130.0,13355.0,13555.0,13705.0,13840.0,,,,,,,,,,,,,,,,,,
2015-03-26,,,12950.0,13080.0,13245.0,13490.0,13615.0,13735.0,,,,,,,,,,,,,,,,,,
2015-03-27,,,12975.0,13015.0,13285.0,13470.0,13620.0,13700.0,,,,,,,,,,,,,,,,,,
2015-03-30,,,12990.0,13100.0,13295.0,13500.0,13620.0,,,,,,,,,,,,,,,,,,,
2015-03-31,,,12920.0,13000.0,13210.0,13415.0,13535.0,13700.0,,,,,,,,,,,,,,,,,,
2015-04-01,,,12840.0,,13135.0,13350.0,13445.0,13605.0,,,,,,,,,,,,,,,,,,
2015-04-02,,,12820.0,12860.0,13095.0,13325.0,13400.0,13545.0,,,,,,,,,,,,,,,,,,
2015-04-03,,,12775.0,12855.0,13080.0,13315.0,13385.0,13485.0,,,,,,,,,,,,,,,,,,
2015-04-07,,,12755.0,12850.0,13045.0,13265.0,13325.0,13450.0,,,,,,,,,,,,,,,,,,
2015-04-08,,,12780.0,12840.0,13085.0,13295.0,13300.0,,,,,,,,,,,,,,,,,,,
2015-04-09,,,12855.0,12895.0,13135.0,13300.0,13320.0,13420.0,,,,,,,,,,,,,,,,,,
2015-04-10,,,12815.0,12895.0,13040.0,13170.0,13265.0,13400.0,,,,,,,,,,,,,,,,,,
2015-04-13,,,12700.0,12725.0,12975.0,13150.0,13195.0,,,,,,,,,,,,,,,,,,,
2015-04-14,,,12650.0,,13015.0,13135.0,13205.0,13360.0,,,,,,,,,,,,,,,,,,
2015-04-15,,,12690.0,12795.0,13045.0,13170.0,13220.0,13370.0,,,,,,,,,,,,,,,,,,
2015-04-16,,,12715.0,12810.0,13090.0,13250.0,13285.0,13430.0,,,,,,,,,,,,,,,,,,
2015-04-17,,,12720.0,,13095.0,13205.0,13260.0,13420.0,,,,,,,,,,,,,,,,,,
2015-04-20,,,12710.0,,13065.0,,13255.0,13415.0,,,,,,,,,,,,,,,,,,
2015-04-21,,,12745.0,,13120.0,13260.0,13310.0,13460.0,,,,,,,,,,,,,,,,,,
2015-04-22,,,12925.0,13110.0,13355.0,13380.0,13515.0,13675.0,,,,,,,,,,,,,,,,,,
2015-04-23,,,12930.0,13105.0,13355.0,13375.0,13495.0,13550.0,,,,,,,,,,,,,,,,,,
2015-04-24,,,12830.0,13025.0,13255.0,13315.0,13410.0,13560.0,,,,,,,,,,,,,,,,,,
2015-04-27,,,13075.0,13250.0,13495.0,13535.0,13590.0,13730.0,,,,,,,,,,,,,,,,,,
2015-04-28,,,13095.0,13270.0,13530.0,13535.0,13590.0,13730.0,,,,,,,,,,,,,,,,,,
2015-04-29,,,13130.0,13280.0,13565.0,13610.0,13655.0,13830.0,,,,,,,,,,,,,,,,,,
2015-04-30,,,13070.0,13220.0,13500.0,,13595.0,13750.0,,,,,,,,,,,,,,,,,,
2015-05-04,,,13180.0,13300.0,13610.0,13615.0,13660.0,13830.0,,,,,,,,,,,,,,,,,,
2015-05-05,,,13215.0,13340.0,13640.0,13635.0,13715.0,13870.0,,,,,,,,,,,,,,,,,,
2015-05-06,,,13180.0,13290.0,13590.0,13685.0,13840.0,13960.0,,,,,,,,,,,,,,,,,,
2015-05-07,,,13180.0,13500.0,13575.0,13655.0,13745.0,13915.0,,,,,,,,,,,,,,,,,,
2015-05-08,,,13060.0,13055.0,13335.0,13475.0,13545.0,13730.0,,,,,,,,,,,,,,,,,,
2015-05-11,,,13015.0,13110.0,13370.0,13515.0,13600.0,13785.0,,,,,,,,,,,,,,,,,,
2015-05-12,,,13010.0,13035.0,13290.0,13420.0,13555.0,13735.0,,,,,,,,,,,,,,,,,,
2015-05-13,,,12895.0,13000.0,13215.0,13385.0,13545.0,13705.0,,,,,,,,,,,,,,,,,,
2015-05-14,,,12900.0,12995.0,13250.0,13395.0,13580.0,13745.0,,,,,,,,,,,,,,,,,,
2015-05-15,,,12970.0,13040.0,13315.0,13520.0,13650.0,13810.0,,,,,,,,,,,,,,,,,,
2015-05-18,,,,13015.0,13290.0,13450.0,13600.0,13775.0,13905.0,,,,,,,,,,,,,,,,,
2015-05-19,,,,12995.0,13275.0,13390.0,13600.0,13710.0,13850.0,,,,,,,,,,,,,,,,,
2015-05-20,,,,12900.0,13130.0,13280.0,13465.0,13630.0,13775.0,,,,,,,,,,,,,,,,,
2015-05-21,,,,12885.0,13115.0,13265.0,13490.0,13630.0,13725.0,,,,,,,,,,,,,,,,,
2015-05-22,,,,12875.0,13125.0,13270.0,13495.0,13610.0,13740.0,,,,,,,,,,,,,,,,,
2015-05-25,,,,12805.0,13045.0,13250.0,13435.0,13610.0,13720.0,,,,,,,,,,,,,,,,,
2015-05-26,,,,12910.0,13180.0,13325.0,13480.0,13645.0,13790.0,,,,,,,,,,,,,,,,,
2015-05-27,,,,12865.0,13120.0,13265.0,13465.0,13580.0,13755.0,,,,,,,,,,,,,,,,,
2015-05-28,,,,12860.0,13115.0,13280.0,13470.0,13620.0,13770.0,,,,,,,,,,,,,,,,,
2015-05-29,,,,12880.0,13150.0,13320.0,13500.0,13650.0,13785.0,,,,,,,,,,,,,,,,,
2015-06-01,,,,12880.0,13200.0,13350.0,13540.0,13650.0,13825.0,,,,,,,,,,,,,,,,,
2015-06-02,,,,12810.0,13155.0,13285.0,13515.0,13690.0,13820.0,,,,,,,,,,,,,,,,,
2015-06-03,,,,12860.0,13135.0,,13475.0,13645.0,13770.0,,,,,,,,,,,,,,,,,
2015-06-04,,,,12850.0,13140.0,13280.0,13480.0,13620.0,13790.0,,,,,,,,,,,,,,,,,
2015-06-05,,,,12860.0,13095.0,13275.0,13420.0,13605.0,13725.0,,,,,,,,,,,,,,,,,
2015-06-08,,,,12800.0,13060.0,13270.0,13405.0,13580.0,13720.0,,,,,,,,,,,,,,,,,
2015-06-09,,,,12775.0,13070.0,13260.0,13430.0,13605.0,13725.0,,,,,,,,,,,,,,,,,
2015-06-10,,,,12765.0,13070.0,13260.0,13420.0,13595.0,13700.0,,,,,,,,,,,,,,,,,
2015-06-11,,,,12730.0,13060.0,13240.0,13420.0,13585.0,13700.0,,,,,,,,,,,,,,,,,
2015-06-12,,,,12535.0,12870.0,13095.0,13280.0,13475.0,13590.0,,,,,,,,,,,,,,,,,
2015-06-15,,,,12480.0,12820.0,13045.0,13295.0,13480.0,13610.0,,,,,,,,,,,,,,,,,
2015-06-16,,,,12410.0,12725.0,12905.0,13215.0,13405.0,13520.0,,,,,,,,,,,,,,,,,
2015-06-17,,,,12430.0,12780.0,12975.0,13260.0,13435.0,13540.0,,,,,,,,,,,,,,,,,
2015-06-18,,,,12435.0,12780.0,12975.0,13250.0,13430.0,13540.0,,,,,,,,,,,,,,,,,
2015-06-19,,,,12465.0,12760.0,12990.0,13245.0,13410.0,13540.0,,,,,,,,,,,,,,,,,
2015-06-23,,,,12495.0,12795.0,13035.0,13330.0,13445.0,13610.0,,,,,,,,,,,,,,,,,
2015-06-24,,,,12485.0,12740.0,12990.0,13240.0,13415.0,13520.0,,,,,,,,,,,,,,,,,
2015-06-25,,,,12485.0,12770.0,13010.0,13280.0,13415.0,13650.0,,,,,,,,,,,,,,,,,
2015-06-26,,,,12550.0,12770.0,12990.0,13250.0,13390.0,13550.0,,,,,,,,,,,,,,,,,
2015-06-29,,,,12550.0,12855.0,13075.0,13295.0,13460.0,13580.0,,,,,,,,,,,,,,,,,
2015-06-30,,,,12505.0,12810.0,13000.0,13260.0,13405.0,13550.0,,,,,,,,,,,,,,,,,
2015-07-01,,,,12585.0,12920.0,13120.0,13355.0,13505.0,13620.0,,,,,,,,,,,,,,,,,
2015-07-02,,,,12600.0,12865.0,13080.0,13305.0,13450.0,13575.0,,,,,,,,,,,,,,,,,
2015-07-03,,,,12610.0,12900.0,13140.0,13355.0,13500.0,13625.0,,,,,,,,,,,,,,,,,
2015-07-06,,,,12580.0,12875.0,13085.0,13320.0,13480.0,13585.0,,,,,,,,,,,,,,,,,
2015-07-07,,,,12500.0,12750.0,12985.0,13215.0,13385.0,13495.0,,,,,,,,,,,,,,,,,
2015-07-08,,,,12500.0,12715.0,12925.0,13055.0,13190.0,13325.0,,,,,,,,,,,,,,,,,
2015-07-09,,,,12500.0,12735.0,12850.0,12995.0,13075.0,13210.0,,,,,,,,,,,,,,,,,
2015-07-10,,,,12400.0,12750.0,12875.0,13080.0,13145.0,13210.0,,,,,,,,,,,,,,,,,
2015-07-13,,,,12440.0,12675.0,12820.0,13015.0,12945.0,13155.0,,,,,,,,,,,,,,,,,
2015-07-14,,,,12380.0,12600.0,12730.0,12890.0,12905.0,12970.0,,,,,,,,,,,,,,,,,
2015-07-15,,,,,12470.0,12610.0,12790.0,12795.0,12870.0,,,,,,,,,,,,,,,,,
2015-07-16,,,,,12450.0,12560.0,12725.0,12710.0,12805.0,12970.0,,,,,,,,,,,,,,,,
2015-07-17,,,,,12500.0,12580.0,12720.0,12695.0,12815.0,12885.0,,,,,,,,,,,,,,,,
2015-07-20,,,,,12735.0,12590.0,12765.0,12765.0,12850.0,,,,,,,,,,,,,,,,,
2015-07-21,,,,,12680.0,12590.0,12775.0,12760.0,12855.0,12980.0,,,,,,,,,,,,,,,,
2015-07-22,,,,,12675.0,12600.0,12755.0,12735.0,12845.0,,,,,,,,,,,,,,,,,
2015-07-23,,,,,12625.0,12560.0,12730.0,12705.0,12825.0,12895.0,,,,,,,,,,,,,,,,
2015-07-24,,,,,12655.0,12580.0,12790.0,12765.0,12880.0,12850.0,,,,,,,,,,,,,,,,
2015-07-27,,,,,12640.0,12605.0,12780.0,12730.0,12880.0,12890.0,,,,,,,,,,,,,,,,
2015-07-28,,,,,12655.0,12610.0,12810.0,12765.0,12915.0,,,,,,,,,,,,,,,,,
2015-07-29,,,,,12655.0,12630.0,12805.0,12760.0,12920.0,12785.0,,,,,,,,,,,,,,,,
2015-07-30,,,,,12640.0,12590.0,12770.0,12740.0,12895.0,12925.0,,,,,,,,,,,,,,,,
2015-07-31,,,,,12625.0,12600.0,12760.0,12765.0,12885.0,,,,,,,,,,,,,,,,,
2015-08-03,,,,,12550.0,12505.0,12720.0,12735.0,12840.0,,,,,,,,,,,,,,,,,
2015-08-04,,,,,12435.0,12430.0,12680.0,12620.0,12815.0,,,,,,,,,,,,,,,,,
2015-08-05,,,,,12405.0,12430.0,12655.0,12630.0,12775.0,,,,,,,,,,,,,,,,,
2015-08-06,,,,,12260.0,12310.0,12570.0,12555.0,12710.0,,,,,,,,,,,,,,,,,
2015-08-07,,,,,12130.0,,12440.0,12455.0,12600.0,,,,,,,,,,,,,,,,,
2015-08-10,,,,,12110.0,12260.0,12450.0,12420.0,12590.0,,,,,,,,,,,,,,,,,
2015-08-11,,,,,12160.0,12300.0,12540.0,12550.0,12635.0,,,,,,,,,,,,,,,,,
2015-08-12,,,,,12100.0,12285.0,12480.0,,12615.0,,,,,,,,,,,,,,,,,
2015-08-13,,,,,12260.0,12435.0,12700.0,12695.0,12845.0,12940.0,,,,,,,,,,,,,,,,
2015-08-14,,,,,12215.0,12645.0,12730.0,12735.0,12870.0,,,,,,,,,,,,,,,,,
2015-08-17,,,,,12255.0,12425.0,12670.0,,12825.0,,,,,,,,,,,,,,,,,
2015-08-18,,,,,12260.0,12380.0,12695.0,12645.0,12850.0,,,,,,,,,,,,,,,,,
2015-08-19,,,,,12400.0,12515.0,12765.0,12795.0,12865.0,,,,,,,,,,,,,,,,,
2015-08-20,,,,,12390.0,12520.0,12780.0,12800.0,12890.0,,,,,,,,,,,,,,,,,
2015-08-21,,,,,12320.0,12460.0,12720.0,12710.0,12835.0,,,,,,,,,,,,,,,,,
2015-08-24,,,,,12250.0,12320.0,12560.0,12530.0,12715.0,12755.0,,,,,,,,,,,,,,,,
2015-08-25,,,,,12245.0,12260.0,12470.0,12510.0,12600.0,,,,,,,,,,,,,,,,,
2015-08-26,,,,,12115.0,12255.0,12480.0,12440.0,12600.0,,,,,,,,,,,,,,,,,
2015-08-27,,,,,12110.0,,12455.0,,12570.0,,,,,,,,,,,,,,,,,
2015-08-28,,,,,12135.0,12365.0,12585.0,12525.0,12685.0,,,,,,,,,,,,,,,,,
2015-08-31,,,,,12070.0,12230.0,12440.0,,12555.0,,,,,,,,,,,,,,,,,
2015-09-01,,,,,12450.0,12310.0,12520.0,12510.0,12630.0,12650.0,,,,,,,,,,,,,,,,
2015-09-02,,,,,12300.0,12320.0,12515.0,12515.0,12625.0,,,,,,,,,,,,,,,,,
2015-09-07,,,,,12300.0,12365.0,12565.0,12570.0,12670.0,,,,,,,,,,,,,,,,,
2015-09-08,,,,,12370.0,12370.0,12525.0,,12635.0,,,,,,,,,,,,,,,,,
2015-09-09,,,,,12405.0,12405.0,12595.0,12600.0,12710.0,12765.0,,,,,,,,,,,,,,,,
2015-09-10,,,,,12425.0,12420.0,12620.0,12650.0,12740.0,,,,,,,,,,,,,,,,,
2015-09-11,,,,,12590.0,12445.0,12640.0,12615.0,12765.0,,,,,,,,,,,,,,,,,
2015-09-14,,,,,12525.0,12395.0,12560.0,12545.0,12695.0,,,,,,,,,,,,,,,,,
2015-09-15,,,,,12460.0,12400.0,12580.0,12545.0,12715.0,,,,,,,,,,,,,,,,,
2015-09-16,,,,,12440.0,12340.0,12520.0,12545.0,12645.0,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,12490.0,,12620.0,12675.0,12760.0,,,,,,,,,,,,,,,
2015-09-18,,,,,,12345.0,12485.0,12435.0,12605.0,,12750.0,,,,,,,,,,,,,,,
2015-09-21,,,,,,12360.0,12425.0,12430.0,12545.0,12560.0,12720.0,,,,,,,,,,,,,,,
2015-09-22,,,,,,12440.0,12425.0,,12550.0,,12670.0,,,,,,,,,,,,,,,
2015-09-23,,,,,,12480.0,12485.0,12495.0,12605.0,12660.0,12690.0,,,,,,,,,,,,,,,
2015-09-24,,,,,,12500.0,12525.0,,12645.0,12730.0,12750.0,,,,,,,,,,,,,,,
2015-09-25,,,,,,12540.0,12535.0,12505.0,12630.0,12710.0,12735.0,,,,,,,,,,,,,,,
2015-09-28,,,,,,12500.0,12365.0,,12340.0,12285.0,12390.0,,,,,,,,,,,,,,,
2015-09-29,,,,,,12435.0,12235.0,12160.0,12240.0,,12345.0,,,,,,,,,,,,,,,
2015-09-30,,,,,,12485.0,12280.0,12170.0,12265.0,,12370.0,,,,,,,,,,,,,,,
2015-10-08,,,,,,12515.0,12400.0,,12320.0,12260.0,12415.0,,,,,,,,,,,,,,,
2015-10-09,,,,,,12425.0,12285.0,,12240.0,12245.0,12335.0,,,,,,,,,,,,,,,
2015-10-12,,,,,,12460.0,12285.0,12295.0,12175.0,,12150.0,,,,,,,,,,,,,,,
2015-10-13,,,,,,12500.0,12230.0,12220.0,12110.0,,12100.0,,,,,,,,,,,,,,,
2015-10-14,,,,,,12480.0,12305.0,12235.0,12185.0,12195.0,12165.0,,,,,,,,,,,,,,,
2015-10-15,,,,,,12455.0,12255.0,12150.0,12140.0,,12120.0,,,,,,,,,,,,,,,
2015-10-16,,,,,,12315.0,12070.0,11985.0,11965.0,,12030.0,,,,,,,,,,,,,,,
2015-10-19,,,,,,12225.0,11975.0,11890.0,11865.0,,11920.0,,,,,,,,,,,,,,,
2015-10-20,,,,,,,11950.0,11850.0,11800.0,,11845.0,,,,,,,,,,,,,,,
2015-10-21,,,,,,12260.0,11980.0,11860.0,11770.0,,11815.0,,,,,,,,,,,,,,,
2015-10-22,,,,,,12400.0,12080.0,11925.0,11780.0,,11820.0,,,,,,,,,,,,,,,
2015-10-23,,,,,,12365.0,12130.0,11840.0,11795.0,11750.0,11825.0,,,,,,,,,,,,,,,
2015-10-26,,,,,,12380.0,12060.0,11875.0,11745.0,,11720.0,,,,,,,,,,,,,,,
2015-10-27,,,,,,12360.0,12135.0,11905.0,11765.0,11780.0,11730.0,,,,,,,,,,,,,,,
2015-10-28,,,,,,,12185.0,,11785.0,11775.0,11755.0,,,,,,,,,,,,,,,
2015-10-29,,,,,,,12175.0,,11725.0,11560.0,11660.0,,,,,,,,,,,,,,,
2015-10-30,,,,,,12175.0,12195.0,,11780.0,11770.0,11695.0,,,,,,,,,,,,,,,
2015-11-02,,,,,,12395.0,12190.0,11935.0,11850.0,11835.0,11750.0,,,,,,,,,,,,,,,
2015-11-03,,,,,,12280.0,12165.0,12070.0,11825.0,11820.0,11760.0,,,,,,,,,,,,,,,
2015-11-04,,,,,,,12205.0,,11810.0,,11725.0,,,,,,,,,,,,,,,
2015-11-05,,,,,,12250.0,12170.0,11845.0,11805.0,,11720.0,,,,,,,,,,,,,,,
2015-11-06,,,,,,12300.0,12150.0,11930.0,11695.0,11680.0,11610.0,,,,,,,,,,,,,,,
2015-11-09,,,,,,12300.0,12195.0,11950.0,11765.0,,11685.0,,,,,,,,,,,,,,,
2015-11-10,,,,,,12300.0,12240.0,12010.0,11800.0,11690.0,11680.0,,,,,,,,,,,,,,,
2015-11-11,,,,,,12300.0,12250.0,,11830.0,11700.0,11710.0,,,,,,,,,,,,,,,
2015-11-12,,,,,,,12300.0,,11800.0,11660.0,11670.0,,,,,,,,,,,,,,,
2015-11-13,,,,,,12400.0,12305.0,12005.0,11930.0,11735.0,11780.0,,,,,,,,,,,,,,,
2015-11-16,,,,,,,12310.0,12170.0,11920.0,11720.0,11795.0,11865.0,,,,,,,,,,,,,,
2015-11-17,,,,,,,12375.0,12175.0,12000.0,11820.0,11915.0,11830.0,,,,,,,,,,,,,,
2015-11-18,,,,,,,12385.0,12260.0,12010.0,11900.0,11930.0,11880.0,,,,,,,,,,,,,,
2015-11-19,,,,,,,12375.0,12150.0,11995.0,11840.0,11945.0,11850.0,,,,,,,,,,,,,,
2015-11-20,,,,,,,12320.0,12160.0,11955.0,11830.0,11910.0,11880.0,,,,,,,,,,,,,,
2015-11-23,,,,,,,12320.0,12020.0,11945.0,11775.0,11895.0,11860.0,,,,,,,,,,,,,,
2015-11-24,,,,,,,12320.0,11980.0,11890.0,11755.0,11850.0,11855.0,,,,,,,,,,,,,,
2015-11-25,,,,,,,12320.0,11985.0,11920.0,11810.0,11865.0,11840.0,,,,,,,,,,,,,,
2015-11-26,,,,,,,12305.0,,11900.0,11780.0,11850.0,11875.0,,,,,,,,,,,,,,
2015-11-27,,,,,,,12255.0,11980.0,11790.0,11690.0,11785.0,11790.0,,,,,,,,,,,,,,
2015-11-30,,,,,,,12220.0,11910.0,11710.0,11610.0,11700.0,11720.0,,,,,,,,,,,,,,
2015-12-01,,,,,,,12240.0,12160.0,11855.0,11660.0,11860.0,11810.0,,,,,,,,,,,,,,
2015-12-02,,,,,,,12165.0,11955.0,11740.0,11650.0,11725.0,11760.0,,,,,,,,,,,,,,
2015-12-03,,,,,,,12140.0,11870.0,11700.0,11545.0,11675.0,11680.0,,,,,,,,,,,,,,
2015-12-04,,,,,,,12120.0,11965.0,11605.0,,11590.0,11655.0,,,,,,,,,,,,,,
2015-12-07,,,,,,,12145.0,11960.0,11635.0,11575.0,11640.0,11705.0,,,,,,,,,,,,,,
2015-12-08,,,,,,,12145.0,11935.0,11630.0,11515.0,11625.0,11600.0,,,,,,,,,,,,,,
2015-12-09,,,,,,,12120.0,11845.0,11495.0,11420.0,11495.0,11545.0,,,,,,,,,,,,,,
2015-12-10,,,,,,,12120.0,11845.0,11485.0,11400.0,11500.0,11510.0,,,,,,,,,,,,,,
2015-12-11,,,,,,,12040.0,11835.0,11435.0,11370.0,11455.0,11490.0,,,,,,,,,,,,,,
2015-12-14,,,,,,,12130.0,11835.0,11465.0,11375.0,11475.0,11505.0,,,,,,,,,,,,,,
2015-12-15,,,,,,,12125.0,11800.0,11445.0,11385.0,11450.0,11455.0,,,,,,,,,,,,,,
2015-12-16,,,,,,,12110.0,11830.0,11480.0,11350.0,11480.0,11500.0,,,,,,,,,,,,,,
2015-12-17,,,,,,,12130.0,11780.0,11450.0,11365.0,11445.0,11490.0,,,,,,,,,,,,,,
2015-12-18,,,,,,,12135.0,11760.0,11430.0,11325.0,11365.0,11395.0,,,,,,,,,,,,,,
2015-12-21,,,,,,,12170.0,11835.0,11540.0,11445.0,11490.0,11510.0,,,,,,,,,,,,,,
2015-12-22,,,,,,,12170.0,11815.0,11530.0,11450.0,11485.0,11500.0,,,,,,,,,,,,,,
2015-12-23,,,,,,,12090.0,11725.0,11520.0,11380.0,11480.0,11500.0,,,,,,,,,,,,,,
2015-12-24,,,,,,,12045.0,,11420.0,11345.0,11350.0,11400.0,,,,,,,,,,,,,,
2015-12-25,,,,,,,12050.0,,11495.0,11380.0,11365.0,11420.0,,,,,,,,,,,,,,
2015-12-28,,,,,,,12045.0,,11510.0,11350.0,11360.0,11400.0,,,,,,,,,,,,,,
2015-12-29,,,,,,,12000.0,11665.0,11520.0,11355.0,11360.0,11400.0,,,,,,,,,,,,,,
2015-12-30,,,,,,,11990.0,11635.0,11500.0,11325.0,11330.0,11400.0,,,,,,,,,,,,,,
2015-12-31,,,,,,,11970.0,11690.0,11430.0,11340.0,11340.0,11380.0,,,,,,,,,,,,,,
