,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE,PP1901.DCE,PP1902.DCE,PP1903.DCE,PP1904.DCE
2015-02-26,,,,8724.0,8261.0,,8370.0,,7943.0,,,,7806.0,7830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,8500.0,8173.0,8393.0,8184.0,8176.0,7960.0,,,,7836.0,7777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,9000.0,8432.0,8340.0,8090.0,8499.0,8349.0,8042.0,,8035.0,,7960.0,7889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,8500.0,8417.0,7973.0,8447.0,8445.0,8068.0,8141.0,8062.0,,7951.0,7969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,8320.0,8359.0,8368.0,8419.0,8001.0,,8083.0,,7900.0,7914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,8700.0,8167.0,8176.0,8179.0,,,7888.0,8036.0,7901.0,,7770.0,7821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,7999.0,8152.0,8242.0,8144.0,,7862.0,,,,7741.0,7807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,8069.0,7999.0,8011.0,,8008.0,7676.0,7716.0,7725.0,,7560.0,7586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,8071.0,8116.0,,8018.0,7730.0,,,,7608.0,7665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,7931.0,8004.0,,,7667.0,,,,7550.0,7650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,8029.0,7935.0,7938.0,,8055.0,7696.0,,,,7583.0,7791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,8209.0,8269.0,,,7914.0,,,,7792.0,7898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,8097.0,8128.0,8164.0,8212.0,8204.0,7809.0,,7954.0,,7687.0,7851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,8290.0,8350.0,8380.0,,8316.0,7918.0,8078.0,,,7738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,8212.0,8261.0,,,7756.0,7806.0,,,7562.0,,7485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,8350.0,8332.0,,,7802.0,7947.0,,,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,8400.0,8411.0,8344.0,8367.0,,7828.0,,7868.0,,7591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,8112.0,8482.0,8483.0,8587.0,,7965.0,7942.0,7989.0,7954.0,7724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,8661.0,8555.0,8575.0,8300.0,8136.0,8254.0,8100.0,,7835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,8271.0,8671.0,8582.0,,8552.0,8161.0,,,,7822.0,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,8800.0,8721.0,8685.0,,,8154.0,8260.0,,,7840.0,,7982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,8710.0,8511.0,8724.0,8408.0,8151.0,8200.0,8039.0,,7856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,8712.0,8665.0,8619.0,,,8126.0,,,,7820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,8712.0,8771.0,8690.0,8865.0,8551.0,8202.0,,8279.0,,7900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,8778.0,8772.0,,,8160.0,8259.0,8170.0,,7860.0,,8028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,9017.0,8965.0,8948.0,8756.0,8421.0,,,8466.0,8112.0,8141.0,8185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,9069.0,8852.0,8776.0,8677.0,8669.0,8122.0,8370.0,8093.0,8267.0,7821.0,7868.0,7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,,9043.0,9060.0,8979.0,8475.0,8186.0,,8094.0,,7891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,9125.0,9065.0,9112.0,8685.0,8232.0,,8300.0,8165.0,7934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,,9185.0,8935.0,8975.0,,8220.0,8290.0,,,7910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,9132.0,8864.0,8972.0,,8260.0,8323.0,,,7941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,9204.0,8852.0,,,8351.0,8387.0,,8357.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,8900.0,8891.0,8750.0,8947.0,8740.0,8286.0,,,8272.0,7937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,,8857.0,,8726.0,,8280.0,,,,7946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,8975.0,,,8838.0,8409.0,,,,8067.0,,,8086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,9097.0,8919.0,,8882.0,8560.0,,,,8237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,9180.0,8927.0,9148.0,8941.0,8675.0,,,8650.0,8370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,9212.0,,9211.0,,8621.0,,,8609.0,8319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,9164.0,8920.0,9012.0,8854.0,8513.0,,8447.0,,8227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,9205.0,8941.0,,,8596.0,8640.0,,,8302.0,,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,9326.0,9072.0,,,8639.0,8650.0,,8576.0,8336.0,,8355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,9388.0,9087.0,,,8663.0,8778.0,,8772.0,8352.0,,8588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,9670.0,9368.0,9579.0,9099.0,8853.0,8873.0,8732.0,8880.0,8512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,9507.0,9587.0,9466.0,9234.0,8766.0,8831.0,,,8435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,9605.0,9484.0,9543.0,,8887.0,8904.0,,,8525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,9400.0,9625.0,9551.0,9318.0,8864.0,,,,8513.0,,8563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,,9550.0,9562.0,,,8833.0,,,8758.0,8497.0,8496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,9540.0,9649.0,9550.0,9331.0,8856.0,,,,8507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,9441.0,9407.0,9361.0,9180.0,8703.0,,,,8371.0,,8420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,9300.0,9195.0,9300.0,,8560.0,8621.0,,,8233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,9330.0,9092.0,9161.0,9085.0,8540.0,,,,8227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,9190.0,9148.0,9081.0,,8418.0,,,,8107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,9000.0,,,,8435.0,,8301.0,,8129.0,,8161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,8812.0,9124.0,8981.0,,8350.0,,8302.0,,8044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,8850.0,,,,8430.0,,,,8120.0,,,8009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,9083.0,9005.0,8852.0,8354.0,,,,8053.0,,,,7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,,,8999.0,,,8265.0,8326.0,,,7975.0,,,,7805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,8651.0,8929.0,8564.0,8097.0,8325.0,,,7808.0,,,,7662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,9120.0,,,8253.0,8306.0,,,7940.0,,,,7754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,8871.0,8924.0,,8365.0,8323.0,,,8033.0,,,,7828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,8852.0,8928.0,8879.0,8345.0,,,,8021.0,,,,7820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,,,9000.0,,,8324.0,8405.0,,,8019.0,8160.0,,,7811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,,9106.0,,8285.0,,,8187.0,7981.0,,,,7765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,8942.0,9160.0,,8231.0,,,,7929.0,,,,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,8711.0,9001.0,,8297.0,,,,7980.0,,,,7786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,8750.0,8962.0,,8304.0,,,,7989.0,,,,7788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,,,,,,8263.0,,,,7960.0,,,,7762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,,8808.0,8901.0,8334.0,,,,8025.0,,,,7830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,,8788.0,,8336.0,8418.0,,,8013.0,,,,7816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,,8900.0,,8401.0,8470.0,,,8070.0,,,,7857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,,8900.0,8873.0,8386.0,,,,8077.0,,,,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,,,,,8851.0,8370.0,8389.0,,,8065.0,8032.0,,,7880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,,,,8435.0,,8420.0,,8126.0,,8119.0,,7949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,,,9087.0,8535.0,,,,8208.0,,8338.0,,8011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,,8981.0,8561.0,8572.0,,,8224.0,,8274.0,,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,,,,,,,,8512.0,,,,8187.0,,8175.0,,7997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,,,,,,,9025.0,8555.0,8694.0,,,8223.0,8370.0,8351.0,,8035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,,,,,,8547.0,8998.0,8453.0,8519.0,8393.0,,8128.0,,8213.0,,7947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,,,,,,8568.0,8858.0,8385.0,8390.0,,,8057.0,,8177.0,,7880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,,,,,,,8949.0,8483.0,8560.0,,,8150.0,,,,7960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,,,,,8880.0,8763.0,8453.0,,,,8110.0,,,,7920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,,,,,,8764.0,8535.0,,,,8185.0,,,,7995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,,,,,8680.0,,8577.0,8592.0,,,8215.0,,,,8008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,,,,,8601.0,8872.0,8604.0,,,,8240.0,,,,8040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,,,,,8601.0,,8487.0,8528.0,,,8151.0,,,,7950.0,7828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,,,8500.0,8754.0,8537.0,8246.0,8514.0,,8181.0,,,,7960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,9225.0,8800.0,8595.0,8575.0,8616.0,,8245.0,,,,8011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,,,,,,,8540.0,8585.0,8421.0,,8195.0,8218.0,,,7881.0,7840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,,,,,,,8565.0,,,,8226.0,8279.0,,,7996.0,7986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,,,,,,8600.0,8300.0,8366.0,8370.0,,7960.0,8013.0,,,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,,,,,,,8120.0,8300.0,,,7780.0,,,,7611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,,,,,,8256.0,7932.0,,7908.0,,7585.0,7608.0,,,7378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,,,,,9225.0,8101.0,8050.0,,8098.0,7807.0,7650.0,7912.0,,,7440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,,,,,,8403.0,8283.0,,,8297.0,7927.0,,,,7728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,,,,,7979.0,,8158.0,8284.0,8155.0,,7803.0,,7840.0,,7600.0,7510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,,,,,,,8195.0,,,,7831.0,,,,7627.0,7549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,,,,,8250.0,8195.0,,,,7838.0,,,,7629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,,,,,,8055.0,8213.0,8015.0,,7700.0,,7732.0,,7490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,,,8196.0,8064.0,8113.0,8172.0,,7709.0,,,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,,,,,7952.0,8092.0,,,,7738.0,,,,7530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,,,,,,8061.0,,,,7717.0,,,,7511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,,,,,,8121.0,,,,7771.0,,,,7560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,,,,,,8179.0,,,,7818.0,,,,7601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,,,7952.0,8005.0,,,,7647.0,,,,7439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,,,7636.0,7757.0,,7777.0,8022.0,7412.0,,7460.0,,7212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,,,,,7693.0,7664.0,,7785.0,,7369.0,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,,,,,,7924.0,,,,7596.0,,7443.0,,7397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,,,7850.0,7908.0,,,7894.0,7574.0,,7580.0,,7375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,7800.0,7851.0,,,,7531.0,,,,7333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,,,,,,7615.0,,7759.0,7729.0,7300.0,,7261.0,7460.0,7118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,,,,,,7625.0,,,7784.0,7286.0,,7191.0,,7101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,,,,,,7796.0,,,7784.0,7430.0,,7399.0,,7230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,,,,,,7886.0,,,,7436.0,,7361.0,7342.0,7223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,,,,7973.0,7994.0,,,7373.0,,7302.0,,7150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,,,,8060.0,,8000.0,,7536.0,,7413.0,,7281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,,,,,,8230.0,8396.0,,7935.0,7748.0,,,,7450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,,,,,,8273.0,,,,7821.0,,7604.0,,7556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,,,,,,8288.0,,7974.0,,7804.0,,,,7538.0,7425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,,,,8372.0,,,,7831.0,,7732.0,,7566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,,,,,,8277.0,8349.0,,,7730.0,,7513.0,,7441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,,,,,,8189.0,8192.0,8082.0,,7588.0,,7295.0,,7305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,,,,,,8229.0,,,,7626.0,7690.0,7512.0,,7333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
