,AP805.CZC,AP807.CZC,AP810.CZC,AP811.CZC,AP812.CZC,AP901.CZC,AP903.CZC
2018-02-06,7275.0,7250.0,6535.0,6538.0,6590.0,6629.0,
2018-02-07,6956.0,6933.0,6330.0,6340.0,6408.0,6442.0,
2018-02-08,6662.0,6751.0,6063.0,6090.0,6128.0,6183.0,
2018-02-09,6697.0,6809.0,6166.0,6180.0,6218.0,6278.0,
2018-02-12,6731.0,6832.0,6080.0,5996.0,6080.0,6140.0,
2018-02-13,6740.0,6842.0,6054.0,6032.0,6100.0,6152.0,
2018-02-14,6553.0,6661.0,5890.0,5843.0,5907.0,5980.0,
2018-02-22,6480.0,6500.0,5841.0,5792.0,5844.0,5927.0,
2018-02-23,6471.0,6458.0,5900.0,5828.0,5895.0,5983.0,
2018-02-26,6883.0,7002.0,6170.0,6140.0,6182.0,6236.0,
2018-02-27,6889.0,6953.0,6131.0,6106.0,6157.0,6211.0,
2018-02-28,7036.0,7149.0,6200.0,6181.0,6263.0,6278.0,
2018-03-01,7050.0,7117.0,6230.0,6219.0,6283.0,6323.0,
2018-03-02,6976.0,7099.0,6070.0,6087.0,6149.0,6193.0,
2018-03-05,6944.0,7089.0,6028.0,6034.0,6109.0,6170.0,
2018-03-06,7018.0,7170.0,6097.0,6105.0,6186.0,6250.0,
2018-03-07,7149.0,7337.0,6296.0,6285.0,6343.0,6414.0,
2018-03-08,7083.0,7368.0,6219.0,6236.0,6303.0,6376.0,
2018-03-09,7114.0,7395.0,6222.0,6228.0,6287.0,6366.0,
2018-03-12,7004.0,7198.0,6161.0,6163.0,6237.0,6300.0,
2018-03-13,6982.0,7268.0,6179.0,6188.0,6262.0,6329.0,
2018-03-14,6993.0,7281.0,6310.0,6318.0,6388.0,6451.0,
2018-03-15,6892.0,7187.0,6272.0,6288.0,6344.0,6415.0,6425.0
2018-03-16,6906.0,7201.0,6329.0,6350.0,6423.0,6480.0,6531.0
2018-03-19,6976.0,7370.0,6353.0,6371.0,6420.0,6489.0,
2018-03-20,6945.0,7333.0,6288.0,6305.0,6360.0,6427.0,6494.0
2018-03-21,7006.0,7382.0,6258.0,6270.0,6319.0,6390.0,6425.0
2018-03-22,7198.0,7463.0,6341.0,6356.0,6401.0,6437.0,6548.0
2018-03-23,7145.0,7450.0,6292.0,6307.0,6392.0,6428.0,6579.0
2018-03-26,7307.0,7597.0,6405.0,6420.0,6466.0,6540.0,6604.0
2018-03-27,7261.0,7660.0,6513.0,6553.0,6613.0,6680.0,6716.0
2018-03-28,7253.0,7638.0,6525.0,6573.0,6642.0,6700.0,6738.0
2018-03-29,7190.0,7496.0,6471.0,6568.0,6640.0,6705.0,6800.0
2018-03-30,7174.0,7432.0,6456.0,6421.0,6610.0,6687.0,6730.0
2018-04-02,7237.0,7471.0,6482.0,6574.0,6658.0,6711.0,6832.0
2018-04-03,7356.0,7546.0,6497.0,6571.0,6628.0,6705.0,6800.0
2018-04-04,7176.0,7330.0,6360.0,6428.0,6490.0,6566.0,6600.0
2018-04-09,7200.0,7446.0,6462.0,6630.0,6720.0,6767.0,6800.0
2018-04-10,7266.0,7549.0,6596.0,6695.0,6777.0,6827.0,6947.0
2018-04-11,7279.0,7520.0,6780.0,6846.0,6926.0,7055.0,7210.0
2018-04-12,7157.0,7583.0,6978.0,7100.0,7201.0,7262.0,7417.0
2018-04-13,7203.0,7600.0,7004.0,7125.0,7223.0,7292.0,7454.0
2018-04-16,7318.0,7680.0,7110.0,7241.0,7341.0,7421.0,7564.0
2018-04-17,7224.0,7699.0,7027.0,7176.0,7301.0,7407.0,7541.0
2018-04-18,7346.0,7752.0,7092.0,7227.0,7348.0,7456.0,7598.0
2018-04-19,7310.0,7841.0,7078.0,7230.0,7363.0,7472.0,7650.0
2018-04-20,7340.0,7837.0,7094.0,7250.0,7395.0,7513.0,7705.0
2018-04-23,7387.0,7823.0,7220.0,7358.0,7539.0,7671.0,7840.0
2018-04-24,7582.0,7936.0,7471.0,7680.0,7858.0,8022.0,8150.0
2018-04-25,7630.0,7953.0,7426.0,7722.0,7956.0,8122.0,8265.0
2018-04-26,7873.0,8006.0,7458.0,7758.0,8000.0,8244.0,8366.0
