,JR1403.CZC,JR1405.CZC,JR1407.CZC,JR1409.CZC,JR1411.CZC,JR1501.CZC,JR1503.CZC,JR1505.CZC,JR1507.CZC,JR1509.CZC,JR1511.CZC,JR1601.CZC,JR1603.CZC,JR1605.CZC,JR607.CZC,JR609.CZC,JR611.CZC,JR701.CZC,JR703.CZC,JR705.CZC,JR707.CZC,JR709.CZC,JR711.CZC,JR801.CZC,JR803.CZC,JR805.CZC,JR807.CZC,JR809.CZC,JR811.CZC,JR901.CZC,JR903.CZC
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,5.0,5.0,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,10.0,5.0,,,,
