,contract_issue_date,last_trade_date
RU0903.SHF,2008-03-18,2009-03-16
RU0904.SHF,2008-04-16,2009-04-15
RU0905.SHF,2008-05-16,2009-05-15
RU0906.SHF,2008-06-17,2009-06-15
RU0907.SHF,2008-07-16,2009-07-15
RU0908.SHF,2008-08-18,2009-08-17
RU0909.SHF,2008-09-17,2009-09-15
RU0910.SHF,2008-10-16,2009-10-15
RU0911.SHF,2008-11-18,2009-11-16
RU1001.SHF,2009-01-16,2010-01-15
RU1003.SHF,2009-03-17,2010-03-15
RU1004.SHF,2009-04-16,2010-04-15
RU1005.SHF,2009-05-18,2010-05-17
RU1006.SHF,2009-06-16,2010-06-17
RU1007.SHF,2009-07-16,2010-07-15
RU1008.SHF,2009-08-18,2010-08-16
RU1009.SHF,2009-09-16,2010-09-15
RU1010.SHF,2009-10-16,2010-10-15
RU1011.SHF,2009-11-17,2010-11-15
RU1101.SHF,2010-01-18,2011-01-17
RU1103.SHF,2010-03-16,2011-03-15
RU1104.SHF,2010-04-16,2011-04-15
RU1105.SHF,2010-05-18,2011-05-16
RU1106.SHF,2010-06-18,2011-06-15
RU1107.SHF,2010-07-16,2011-07-15
RU1108.SHF,2010-08-17,2011-08-15
RU1109.SHF,2010-09-16,2011-09-15
RU1110.SHF,2010-10-18,2011-10-17
RU1111.SHF,2010-11-16,2011-11-15
RU1201.SHF,2011-01-18,2012-01-13
RU1203.SHF,2011-03-16,2012-03-15
RU1204.SHF,2011-04-18,2012-04-16
RU1205.SHF,2011-05-17,2012-05-15
RU1206.SHF,2011-06-16,2012-06-15
RU1207.SHF,2011-07-18,2012-07-16
RU1208.SHF,2011-08-16,2012-08-15
RU1209.SHF,2011-09-16,2012-09-17
RU1210.SHF,2011-10-18,2012-10-15
RU1211.SHF,2011-11-16,2012-11-15
RU1301.SHF,2012-01-16,2013-01-15
RU1303.SHF,2012-03-16,2013-03-15
RU1304.SHF,2012-04-17,2013-04-15
RU1305.SHF,2012-05-16,2013-05-15
RU1306.SHF,2012-06-18,2013-06-17
RU1307.SHF,2012-07-17,2013-07-15
RU1308.SHF,2012-08-16,2013-08-15
RU1309.SHF,2012-09-18,2013-09-16
RU1310.SHF,2012-10-16,2013-10-15
RU1311.SHF,2012-11-16,2013-11-15
RU1401.SHF,2013-01-16,2014-01-15
RU1403.SHF,2013-03-18,2014-03-17
RU1404.SHF,2013-04-16,2014-04-15
RU1405.SHF,2013-05-16,2014-05-15
RU1406.SHF,2013-06-18,2014-06-16
RU1407.SHF,2013-07-16,2014-07-15
RU1408.SHF,2013-08-16,2014-08-15
RU1409.SHF,2013-09-17,2014-09-15
RU1410.SHF,2013-10-16,2014-10-15
RU1411.SHF,2013-11-18,2014-11-17
RU1501.SHF,2014-01-16,2015-01-15
RU1503.SHF,2014-03-18,2015-03-16
RU1504.SHF,2014-04-16,2015-04-15
RU1505.SHF,2014-05-16,2015-05-15
RU1506.SHF,2014-06-17,2015-06-15
RU1507.SHF,2014-07-16,2015-07-15
RU1508.SHF,2014-08-18,2015-08-17
RU1509.SHF,2014-09-16,2015-09-15
RU1510.SHF,2014-10-16,2015-10-15
RU1511.SHF,2014-11-18,2015-11-16
RU1601.SHF,2015-01-16,2016-01-15
RU1603.SHF,2015-03-17,2016-03-15
RU1604.SHF,2015-04-16,2016-04-15
RU1605.SHF,2015-05-18,2016-05-16
RU1606.SHF,2015-06-16,2016-06-15
RU1607.SHF,2015-07-16,2016-07-15
RU1608.SHF,2015-08-18,2016-08-15
RU1609.SHF,2015-09-16,2016-09-19
RU1610.SHF,2015-10-16,2016-10-17
RU1611.SHF,2015-11-17,2016-11-15
RU1701.SHF,2016-01-18,2017-01-16
RU1703.SHF,2016-03-16,2017-03-15
RU1704.SHF,2016-04-18,2017-04-17
RU1705.SHF,2016-05-17,2017-05-15
RU1706.SHF,2016-06-16,2017-06-15
RU1707.SHF,2016-07-18,2017-07-17
RU1708.SHF,2016-08-16,2017-08-15
RU1709.SHF,2016-09-20,2017-09-15
RU1710.SHF,2016-10-18,2017-10-16
RU1711.SHF,2016-11-16,2017-11-15
RU1801.SHF,2017-01-17,2018-01-15
RU1803.SHF,2017-03-16,2018-03-15
RU1804.SHF,2017-04-18,2018-04-16
RU1805.SHF,2017-05-16,2018-05-15
RU1806.SHF,2017-06-16,2018-06-15
RU1807.SHF,2017-07-18,2018-07-16
RU1808.SHF,2017-08-16,2018-08-15
RU1809.SHF,2017-09-18,2018-09-17
RU1810.SHF,2017-10-17,2018-10-15
RU1811.SHF,2017-11-16,2018-11-15
RU1901.SHF,2018-01-16,2019-01-15
RU1903.SHF,2018-03-16,2019-03-15
RU1904.SHF,2018-04-17,2019-04-15
